Studentid,Attendance,Major,Questions,Score,Seniority,Texting,Grade
30493,36,Communication,Always,12,Sophomore,Rarely,Fail
30494,48,Stat,Rarely,46,Senior,Always,Fail
30495,23,Cs,Rarely,68,Freshman,Always,Pass
30496,24,Stat,Always,99,Sophomore,Always,Fail
30497,50,Communication,Rarely,59,Senior,Rarely,Pass
30498,98,Communication,Rarely,13,Senior,Rarely,Fail
30499,36,Polsci,Always,43,Junior,Always,Pass
30500,53,Communication,Always,10,Freshman,Rarely,Fail
30501,53,Polsci,Always,75,Freshman,Rarely,Pass
30502,96,Communication,Always,42,Senior,Rarely,Pass
30503,52,Polsci,Always,22,Freshman,Always,Fail
30504,81,Stat,Always,98,Junior,Always,Pass
30505,21,Polsci,Always,20,Senior,Always,Fail
30506,33,Communication,Rarely,3,Senior,Always,Fail
30507,48,Cs,Always,94,Sophomore,Always,Pass
30508,97,Polsci,Always,32,Sophomore,Always,Pass
30509,47,Cs,Always,89,Freshman,Always,Pass
30510,36,Cs,Always,3,Freshman,Always,Fail
30511,79,Cs,Rarely,0,Sophomore,Always,Fail
30512,67,Polsci,Always,35,Sophomore,Always,Pass
30513,1,Polsci,Rarely,23,Freshman,Rarely,Fail
30514,85,Stat,Always,28,Junior,Rarely,Fail
30515,46,Cs,Rarely,97,Freshman,Rarely,Pass
30516,52,Communication,Rarely,87,Senior,Rarely,Pass
30517,90,Cs,Always,30,Junior,Always,Fail
30518,94,Polsci,Always,75,Sophomore,Rarely,Pass
30519,88,Polsci,Always,96,Freshman,Always,Pass
30520,41,Communication,Always,24,Junior,Always,Fail
30521,13,Stat,Always,82,Junior,Rarely,Pass
30522,100,Stat,Rarely,45,Sophomore,Rarely,Fail
30523,50,Stat,Rarely,86,Senior,Always,Pass
30524,28,Communication,Always,84,Freshman,Always,Fail
30525,54,Polsci,Always,22,Junior,Rarely,Fail
30526,49,Communication,Rarely,38,Sophomore,Rarely,Fail
30527,88,Cs,Rarely,20,Senior,Rarely,Fail
30528,62,Stat,Rarely,12,Freshman,Always,Fail
30529,12,Polsci,Always,70,Freshman,Always,Pass
30530,24,Stat,Rarely,1,Freshman,Always,Fail
30531,61,Polsci,Always,81,Junior,Always,Pass
30532,13,Cs,Always,58,Junior,Rarely,Fail
30533,17,Stat,Always,21,Sophomore,Always,Pass
30534,24,Communication,Always,59,Senior,Rarely,Fail
30535,100,Communication,Rarely,16,Senior,Always,Fail
30536,13,Communication,Rarely,19,Freshman,Rarely,Fail
30537,81,Communication,Always,8,Junior,Rarely,Fail
30538,78,Cs,Rarely,51,Senior,Always,Fail
30539,36,Cs,Always,95,Freshman,Always,Pass
30540,0,Cs,Always,30,Senior,Rarely,Fail
30541,68,Stat,Rarely,97,Senior,Rarely,Pass
30542,86,Polsci,Always,97,Sophomore,Always,Pass
30543,9,Polsci,Rarely,33,Sophomore,Always,Fail
30544,40,Communication,Always,88,Sophomore,Always,Pass
30545,61,Stat,Always,1,Senior,Rarely,Pass
30546,1,Polsci,Always,67,Senior,Rarely,Pass
30547,39,Communication,Rarely,48,Freshman,Rarely,Pass
30548,75,Stat,Always,9,Sophomore,Always,Fail
30549,58,Communication,Rarely,74,Junior,Rarely,Pass
30550,87,Polsci,Rarely,97,Senior,Rarely,Pass
30551,6,Stat,Always,67,Sophomore,Rarely,Pass
30552,19,Stat,Always,38,Junior,Rarely,Pass
30553,29,Polsci,Always,73,Senior,Rarely,Pass
30554,54,Communication,Rarely,6,Junior,Always,Fail
30555,75,Polsci,Always,44,Sophomore,Rarely,Pass
30556,46,Polsci,Always,33,Junior,Rarely,Pass
30557,5,Polsci,Rarely,42,Freshman,Rarely,Fail
30558,69,Communication,Rarely,56,Senior,Always,Pass
30559,82,Polsci,Rarely,56,Senior,Rarely,Pass
30560,7,Stat,Rarely,63,Senior,Rarely,Pass
30561,21,Communication,Rarely,41,Freshman,Always,Pass
30562,98,Cs,Rarely,40,Sophomore,Rarely,Fail
30563,39,Cs,Rarely,20,Junior,Rarely,Fail
30564,82,Communication,Rarely,95,Freshman,Always,Pass
30565,72,Stat,Rarely,42,Senior,Always,Pass
30566,26,Stat,Always,90,Senior,Always,Pass
30567,29,Communication,Rarely,93,Sophomore,Rarely,Pass
30568,34,Stat,Rarely,63,Senior,Rarely,Pass
30569,12,Communication,Always,78,Senior,Rarely,Fail
30570,33,Polsci,Always,83,Junior,Rarely,Pass
30571,34,Communication,Rarely,2,Senior,Always,Fail
30572,72,Stat,Rarely,20,Senior,Always,Pass
30573,93,Polsci,Always,75,Senior,Rarely,Pass
30574,16,Polsci,Rarely,3,Junior,Rarely,Fail
30575,87,Cs,Always,47,Sophomore,Rarely,Fail
30576,0,Stat,Always,1,Junior,Rarely,Fail
30577,99,Polsci,Always,95,Sophomore,Rarely,Pass
30578,14,Stat,Always,38,Freshman,Always,Pass
30579,99,Communication,Always,8,Senior,Rarely,Fail
30580,59,Stat,Rarely,0,Senior,Always,Pass
30581,46,Stat,Rarely,98,Sophomore,Always,Pass
30582,28,Polsci,Always,71,Freshman,Always,Pass
30583,72,Communication,Always,80,Senior,Always,Pass
30584,2,Stat,Rarely,45,Senior,Always,Pass
30585,99,Polsci,Rarely,6,Sophomore,Always,Fail
30586,6,Communication,Rarely,66,Junior,Always,Pass
30587,87,Stat,Always,83,Freshman,Rarely,Pass
30588,49,Stat,Rarely,45,Junior,Rarely,Fail
30589,73,Cs,Rarely,43,Sophomore,Rarely,Fail
30590,16,Cs,Rarely,29,Sophomore,Always,Fail
30591,49,Polsci,Rarely,87,Sophomore,Rarely,Pass
30592,12,Polsci,Rarely,1,Senior,Rarely,Fail
30593,68,Communication,Always,41,Senior,Rarely,Pass
30594,68,Polsci,Rarely,91,Junior,Always,Pass
30595,19,Communication,Always,43,Senior,Rarely,Pass
30596,14,Polsci,Rarely,36,Sophomore,Rarely,Fail
30597,27,Communication,Rarely,29,Senior,Always,Fail
30598,10,Cs,Rarely,58,Senior,Rarely,Fail
30599,98,Cs,Rarely,92,Junior,Always,Pass
30600,26,Communication,Rarely,83,Freshman,Rarely,Pass
30601,26,Polsci,Rarely,6,Senior,Rarely,Fail
30602,13,Stat,Rarely,68,Senior,Always,Pass
30603,65,Cs,Rarely,31,Sophomore,Rarely,Fail
30604,97,Stat,Rarely,67,Junior,Always,Pass
30605,8,Communication,Always,36,Sophomore,Always,Pass
30606,10,Stat,Rarely,67,Sophomore,Rarely,Pass
30607,70,Polsci,Rarely,46,Sophomore,Always,Fail
30608,32,Cs,Rarely,62,Freshman,Rarely,Pass
30609,98,Polsci,Rarely,68,Senior,Rarely,Pass
30610,27,Stat,Rarely,35,Freshman,Always,Fail
30611,20,Communication,Always,34,Junior,Rarely,Fail
30612,91,Cs,Rarely,32,Sophomore,Always,Fail
30613,27,Polsci,Rarely,89,Senior,Always,Fail
30614,45,Cs,Always,42,Freshman,Always,Fail
30615,74,Communication,Rarely,72,Freshman,Rarely,Pass
30616,8,Stat,Rarely,27,Senior,Always,Fail
30617,20,Stat,Always,48,Junior,Always,Fail
30618,61,Communication,Rarely,15,Freshman,Always,Fail
30619,16,Cs,Rarely,81,Sophomore,Rarely,Pass
30620,70,Stat,Always,77,Sophomore,Rarely,Pass
30621,25,Stat,Always,74,Freshman,Rarely,Pass
30622,83,Polsci,Rarely,31,Senior,Rarely,Fail
30623,15,Stat,Always,83,Senior,Always,Pass
30624,9,Cs,Rarely,33,Junior,Rarely,Pass
30625,9,Communication,Rarely,89,Senior,Always,Pass
30626,95,Cs,Rarely,99,Senior,Rarely,Pass
30627,14,Cs,Rarely,43,Sophomore,Always,Fail
30628,42,Stat,Rarely,83,Sophomore,Always,Fail
30629,8,Stat,Always,98,Senior,Always,Pass
30630,33,Cs,Rarely,17,Junior,Always,Fail
30631,38,Cs,Always,7,Freshman,Always,Fail
30632,15,Communication,Always,44,Freshman,Always,Pass
30633,92,Communication,Always,89,Sophomore,Always,Pass
30634,38,Stat,Rarely,58,Junior,Rarely,Pass
30635,19,Cs,Always,72,Senior,Rarely,Pass
30636,56,Cs,Always,38,Freshman,Always,Fail
30637,21,Communication,Rarely,0,Senior,Rarely,Fail
30638,85,Communication,Rarely,30,Senior,Always,Pass
30639,12,Stat,Rarely,33,Senior,Always,Fail
30640,19,Cs,Rarely,98,Senior,Rarely,Pass
30641,66,Polsci,Rarely,94,Freshman,Rarely,Pass
30642,28,Communication,Rarely,38,Sophomore,Rarely,Fail
30643,9,Cs,Rarely,26,Senior,Rarely,Fail
30644,96,Stat,Rarely,94,Senior,Rarely,Pass
30645,95,Polsci,Always,1,Freshman,Rarely,Pass
30646,67,Communication,Always,94,Freshman,Rarely,Pass
30647,95,Polsci,Rarely,81,Senior,Always,Pass
30648,86,Polsci,Always,90,Sophomore,Always,Pass
30649,88,Stat,Always,92,Junior,Always,Pass
30650,66,Communication,Always,51,Sophomore,Always,Pass
30651,36,Communication,Always,3,Junior,Rarely,Fail
30652,13,Communication,Always,91,Freshman,Rarely,Pass
30653,15,Stat,Always,14,Junior,Always,Fail
30654,87,Communication,Always,24,Senior,Rarely,Fail
30655,22,Cs,Always,35,Senior,Always,Fail
30656,93,Stat,Rarely,30,Freshman,Always,Pass
30657,23,Polsci,Rarely,0,Sophomore,Always,Fail
30658,3,Communication,Always,24,Senior,Always,Fail
30659,9,Stat,Always,17,Sophomore,Always,Fail
30660,17,Cs,Rarely,10,Junior,Always,Fail
30661,43,Polsci,Always,47,Junior,Always,Pass
30662,14,Stat,Rarely,36,Junior,Always,Fail
30663,12,Communication,Always,18,Senior,Always,Fail
30664,21,Polsci,Always,38,Senior,Rarely,Pass
30665,40,Polsci,Rarely,0,Junior,Rarely,Fail
30666,15,Communication,Rarely,57,Senior,Rarely,Pass
30667,56,Stat,Always,70,Sophomore,Always,Fail
30668,67,Polsci,Rarely,25,Senior,Always,Fail
30669,15,Stat,Rarely,55,Sophomore,Rarely,Pass
30670,43,Polsci,Rarely,79,Freshman,Always,Pass
30671,27,Cs,Rarely,30,Sophomore,Rarely,Fail
30672,0,Stat,Rarely,73,Junior,Always,Pass
30673,5,Communication,Always,60,Sophomore,Always,Pass
30674,90,Communication,Rarely,46,Senior,Rarely,Fail
30675,94,Stat,Rarely,35,Senior,Always,Pass
30676,47,Stat,Always,24,Freshman,Always,Pass
30677,55,Cs,Rarely,24,Junior,Always,Pass
30678,51,Stat,Rarely,89,Senior,Always,Pass
30679,90,Stat,Always,84,Senior,Rarely,Pass
30680,90,Polsci,Rarely,28,Freshman,Rarely,Fail
30681,14,Polsci,Rarely,60,Freshman,Rarely,Fail
30682,57,Stat,Rarely,2,Sophomore,Always,Pass
30683,23,Cs,Always,80,Senior,Rarely,Pass
30684,99,Communication,Rarely,64,Freshman,Always,Pass
30685,72,Polsci,Rarely,63,Sophomore,Always,Pass
30686,30,Communication,Rarely,21,Freshman,Rarely,Fail
30687,16,Stat,Always,21,Senior,Rarely,Fail
30688,40,Stat,Rarely,39,Sophomore,Rarely,Fail
30689,30,Stat,Rarely,7,Senior,Always,Fail
30690,88,Polsci,Always,89,Sophomore,Rarely,Pass
30691,21,Polsci,Always,42,Junior,Always,Pass
30692,34,Stat,Always,15,Freshman,Rarely,Pass
30693,82,Stat,Always,47,Sophomore,Rarely,Fail
30694,15,Polsci,Always,27,Junior,Rarely,Pass
30695,26,Stat,Always,81,Freshman,Always,Pass
30696,31,Communication,Rarely,37,Sophomore,Always,Fail
30697,47,Cs,Rarely,12,Junior,Rarely,Fail
30698,11,Cs,Always,91,Sophomore,Always,Pass
30699,59,Stat,Always,59,Freshman,Always,Pass
30700,57,Stat,Always,5,Freshman,Rarely,Pass
30701,60,Polsci,Always,24,Sophomore,Rarely,Fail
30702,67,Cs,Always,89,Sophomore,Always,Pass
30703,5,Polsci,Always,70,Senior,Always,Pass
30704,46,Polsci,Rarely,18,Junior,Rarely,Fail
30705,13,Communication,Always,80,Senior,Always,Pass
30706,62,Communication,Rarely,74,Senior,Always,Pass
30707,84,Cs,Rarely,78,Senior,Rarely,Pass
30708,10,Cs,Rarely,31,Sophomore,Always,Fail
30709,83,Cs,Rarely,71,Sophomore,Always,Pass
30710,33,Communication,Always,77,Freshman,Always,Pass
30711,58,Communication,Always,83,Senior,Rarely,Pass
30712,85,Cs,Rarely,68,Junior,Rarely,Fail
30713,6,Stat,Always,81,Sophomore,Always,Pass
30714,0,Polsci,Rarely,73,Junior,Always,Pass
30715,54,Communication,Always,55,Junior,Rarely,Pass
30716,75,Polsci,Rarely,89,Junior,Rarely,Fail
30717,87,Polsci,Rarely,53,Senior,Rarely,Pass
30718,59,Cs,Always,33,Freshman,Rarely,Fail
30719,50,Polsci,Rarely,63,Sophomore,Always,Pass
30720,94,Stat,Always,48,Freshman,Always,Fail
30721,82,Stat,Rarely,38,Sophomore,Always,Pass
30722,82,Cs,Rarely,7,Senior,Rarely,Fail
30723,49,Cs,Always,56,Senior,Always,Fail
30724,14,Communication,Rarely,13,Senior,Always,Fail
30725,49,Communication,Always,52,Senior,Rarely,Pass
30726,82,Cs,Always,82,Senior,Rarely,Pass
30727,27,Cs,Rarely,9,Sophomore,Always,Fail
30728,84,Communication,Always,49,Freshman,Always,Pass
30729,71,Stat,Always,67,Sophomore,Rarely,Pass
30730,32,Stat,Rarely,70,Junior,Always,Fail
30731,100,Communication,Rarely,75,Senior,Rarely,Pass
30732,25,Communication,Rarely,36,Sophomore,Always,Fail
30733,36,Stat,Always,94,Sophomore,Rarely,Pass
30734,33,Cs,Always,32,Freshman,Always,Fail
30735,55,Polsci,Always,95,Freshman,Rarely,Pass
30736,1,Cs,Always,82,Junior,Rarely,Pass
30737,23,Polsci,Rarely,15,Senior,Always,Fail
30738,49,Communication,Always,65,Senior,Rarely,Pass
30739,73,Cs,Rarely,38,Sophomore,Always,Fail
30740,44,Polsci,Always,71,Sophomore,Always,Pass
30741,45,Stat,Rarely,16,Senior,Rarely,Fail
30742,15,Polsci,Always,57,Junior,Rarely,Pass
30743,7,Stat,Always,52,Freshman,Rarely,Fail
30744,17,Polsci,Always,45,Freshman,Rarely,Pass
30745,80,Stat,Always,37,Freshman,Always,Pass
30746,76,Cs,Rarely,26,Senior,Always,Fail
30747,93,Cs,Rarely,5,Freshman,Always,Fail
30748,35,Communication,Always,65,Sophomore,Rarely,Pass
30749,35,Cs,Rarely,93,Senior,Rarely,Pass
30750,56,Communication,Rarely,92,Sophomore,Rarely,Pass
30751,55,Cs,Always,9,Junior,Rarely,Fail
30752,19,Stat,Always,2,Sophomore,Always,Fail
30753,93,Communication,Rarely,90,Junior,Always,Pass
30754,22,Communication,Rarely,29,Junior,Always,Fail
30755,39,Stat,Always,29,Sophomore,Always,Pass
30756,47,Cs,Rarely,71,Senior,Rarely,Pass
30757,50,Polsci,Rarely,96,Junior,Always,Pass
30758,15,Communication,Always,41,Freshman,Rarely,Pass
30759,85,Communication,Always,0,Sophomore,Always,Pass
30760,12,Polsci,Rarely,93,Senior,Always,Fail
30761,70,Cs,Always,40,Sophomore,Always,Fail
30762,45,Cs,Always,20,Junior,Rarely,Fail
30763,41,Polsci,Always,42,Sophomore,Always,Fail
30764,48,Communication,Rarely,99,Senior,Rarely,Pass
30765,23,Communication,Always,74,Senior,Always,Pass
30766,45,Polsci,Always,78,Senior,Rarely,Pass
30767,78,Stat,Always,54,Senior,Rarely,Pass
30768,39,Stat,Always,74,Junior,Always,Pass
30769,7,Communication,Always,62,Junior,Rarely,Pass
30770,25,Stat,Rarely,11,Junior,Rarely,Pass
30771,36,Polsci,Rarely,26,Sophomore,Always,Fail
30772,11,Cs,Always,49,Junior,Rarely,Pass
30773,22,Polsci,Always,46,Junior,Rarely,Fail
30774,59,Stat,Always,36,Junior,Always,Pass
30775,56,Communication,Rarely,14,Freshman,Always,Fail
30776,56,Stat,Always,41,Freshman,Always,Pass
30777,53,Communication,Always,96,Sophomore,Rarely,Pass
30778,22,Stat,Rarely,61,Freshman,Rarely,Pass
30779,64,Cs,Always,80,Junior,Always,Pass
30780,43,Polsci,Always,94,Junior,Rarely,Pass
30781,98,Communication,Always,31,Sophomore,Rarely,Fail
30782,69,Stat,Always,34,Freshman,Always,Pass
30783,3,Stat,Always,86,Freshman,Rarely,Pass
30784,64,Polsci,Rarely,78,Sophomore,Rarely,Pass
30785,58,Cs,Rarely,20,Freshman,Rarely,Fail
30786,64,Polsci,Always,1,Sophomore,Always,Fail
30787,30,Stat,Always,55,Freshman,Rarely,Fail
30788,13,Cs,Always,19,Senior,Always,Fail
30789,8,Polsci,Rarely,70,Sophomore,Always,Pass
30790,35,Stat,Rarely,99,Sophomore,Always,Pass
30791,67,Polsci,Rarely,68,Freshman,Always,Pass
30792,86,Polsci,Always,39,Senior,Rarely,Pass
30793,28,Stat,Rarely,43,Junior,Always,Fail
30794,82,Stat,Rarely,35,Freshman,Rarely,Pass
30795,31,Cs,Rarely,19,Junior,Always,Fail
30796,93,Stat,Rarely,86,Freshman,Rarely,Fail
30797,3,Cs,Always,91,Freshman,Rarely,Pass
30798,25,Communication,Always,10,Sophomore,Rarely,Fail
30799,32,Stat,Rarely,1,Freshman,Always,Fail
30800,38,Communication,Always,22,Senior,Rarely,Fail
30801,60,Cs,Rarely,100,Freshman,Always,Pass
30802,34,Stat,Rarely,13,Sophomore,Always,Fail
30803,70,Stat,Always,63,Freshman,Rarely,Pass
30804,55,Polsci,Always,70,Freshman,Rarely,Pass
30805,35,Polsci,Always,70,Sophomore,Always,Pass
30806,98,Cs,Always,30,Freshman,Always,Fail
30807,61,Polsci,Rarely,99,Freshman,Always,Pass
30808,17,Stat,Rarely,45,Sophomore,Always,Fail
30809,95,Polsci,Rarely,6,Sophomore,Rarely,Fail
30810,49,Stat,Rarely,11,Senior,Always,Pass
30811,19,Cs,Rarely,72,Junior,Rarely,Pass
30812,8,Stat,Always,84,Junior,Rarely,Pass
30813,77,Stat,Rarely,55,Freshman,Always,Fail
30814,83,Stat,Rarely,3,Senior,Always,Fail
30815,21,Polsci,Rarely,95,Sophomore,Always,Pass
30816,38,Stat,Always,77,Junior,Always,Pass
30817,13,Cs,Rarely,75,Junior,Always,Pass
30818,63,Stat,Rarely,50,Freshman,Rarely,Pass
30819,50,Polsci,Always,51,Senior,Rarely,Pass
30820,39,Communication,Rarely,7,Sophomore,Always,Fail
30821,67,Polsci,Always,28,Junior,Always,Fail
30822,61,Polsci,Rarely,32,Senior,Always,Fail
30823,6,Communication,Always,42,Junior,Rarely,Pass
30824,24,Stat,Always,58,Senior,Always,Fail
30825,36,Polsci,Rarely,5,Freshman,Always,Fail
30826,0,Communication,Rarely,88,Senior,Always,Pass
30827,8,Polsci,Rarely,33,Sophomore,Always,Fail
30828,92,Communication,Always,13,Sophomore,Always,Pass
30829,65,Communication,Always,22,Freshman,Always,Fail
30830,2,Polsci,Always,92,Senior,Always,Pass
30831,97,Stat,Always,44,Senior,Rarely,Pass
30832,51,Communication,Rarely,8,Sophomore,Always,Fail
30833,16,Stat,Rarely,72,Senior,Always,Pass
30834,18,Communication,Rarely,27,Freshman,Always,Fail
30835,78,Communication,Always,70,Sophomore,Rarely,Pass
30836,97,Polsci,Always,1,Sophomore,Always,Pass
30837,89,Communication,Rarely,34,Senior,Always,Pass
30838,71,Communication,Always,72,Freshman,Rarely,Pass
30839,14,Communication,Rarely,28,Freshman,Always,Fail
30840,72,Polsci,Always,31,Sophomore,Always,Pass
30841,6,Stat,Always,46,Sophomore,Rarely,Fail
30842,38,Cs,Always,74,Junior,Always,Pass
30843,80,Cs,Rarely,1,Freshman,Rarely,Fail
30844,60,Cs,Rarely,4,Freshman,Always,Fail
30845,84,Communication,Rarely,95,Sophomore,Rarely,Pass
30846,89,Communication,Always,91,Senior,Rarely,Pass
30847,54,Stat,Rarely,36,Sophomore,Rarely,Pass
30848,76,Communication,Rarely,79,Sophomore,Always,Pass
30849,62,Communication,Always,74,Freshman,Rarely,Pass
30850,58,Cs,Rarely,37,Junior,Always,Fail
30851,62,Cs,Always,90,Junior,Rarely,Pass
30852,71,Stat,Always,84,Senior,Rarely,Pass
30853,83,Cs,Rarely,99,Sophomore,Always,Pass
30854,99,Stat,Always,55,Sophomore,Always,Pass
30855,1,Communication,Always,31,Sophomore,Rarely,Fail
30856,15,Communication,Rarely,56,Freshman,Rarely,Pass
30857,90,Communication,Always,87,Sophomore,Always,Pass
30858,60,Stat,Rarely,95,Junior,Always,Pass
30859,82,Polsci,Always,11,Junior,Always,Pass
30860,1,Polsci,Rarely,61,Junior,Always,Pass
30861,77,Cs,Rarely,38,Freshman,Rarely,Fail
30862,17,Polsci,Always,25,Junior,Rarely,Pass
30863,36,Stat,Rarely,5,Junior,Rarely,Fail
30864,6,Polsci,Always,17,Sophomore,Always,Pass
30865,85,Polsci,Always,71,Freshman,Always,Fail
30866,49,Cs,Always,93,Freshman,Always,Pass
30867,99,Polsci,Rarely,57,Sophomore,Rarely,Pass
30868,20,Communication,Rarely,23,Sophomore,Always,Fail
30869,14,Cs,Always,60,Freshman,Rarely,Pass
30870,48,Polsci,Rarely,80,Senior,Always,Pass
30871,6,Polsci,Rarely,94,Freshman,Always,Pass
30872,92,Polsci,Rarely,25,Junior,Always,Fail
30873,48,Cs,Rarely,81,Freshman,Rarely,Pass
30874,41,Stat,Always,60,Freshman,Rarely,Pass
30875,95,Polsci,Always,50,Freshman,Always,Pass
30876,69,Cs,Always,26,Sophomore,Always,Fail
30877,2,Polsci,Always,92,Senior,Rarely,Fail
30878,48,Communication,Rarely,34,Freshman,Rarely,Fail
30879,43,Polsci,Always,19,Junior,Rarely,Pass
30880,33,Polsci,Rarely,50,Junior,Always,Pass
30881,28,Communication,Rarely,24,Senior,Always,Fail
30882,22,Polsci,Always,39,Sophomore,Always,Pass
30883,84,Communication,Always,91,Junior,Always,Pass
30884,98,Stat,Rarely,2,Sophomore,Rarely,Pass
30885,78,Communication,Rarely,33,Freshman,Rarely,Fail
30886,95,Cs,Rarely,76,Freshman,Always,Pass
30887,94,Polsci,Rarely,53,Sophomore,Rarely,Pass
30888,89,Polsci,Rarely,45,Freshman,Rarely,Fail
30889,3,Polsci,Rarely,11,Sophomore,Rarely,Fail
30890,41,Communication,Rarely,83,Freshman,Always,Pass
30891,78,Communication,Rarely,84,Freshman,Rarely,Pass
30892,12,Stat,Always,46,Junior,Rarely,Pass
30893,37,Polsci,Always,56,Sophomore,Rarely,Pass
30894,63,Stat,Always,27,Sophomore,Rarely,Pass
30895,85,Cs,Always,26,Junior,Always,Fail
30896,16,Polsci,Always,97,Senior,Rarely,Pass
30897,83,Communication,Always,52,Sophomore,Always,Pass
30898,97,Polsci,Rarely,98,Junior,Always,Pass
30899,46,Polsci,Rarely,77,Sophomore,Always,Pass
30900,47,Polsci,Rarely,51,Sophomore,Rarely,Pass
30901,73,Cs,Rarely,79,Senior,Rarely,Pass
30902,89,Communication,Always,42,Sophomore,Always,Pass
30903,72,Polsci,Rarely,19,Junior,Always,Fail
30904,86,Communication,Rarely,78,Junior,Rarely,Pass
30905,18,Polsci,Always,65,Freshman,Rarely,Pass
30906,61,Communication,Always,70,Sophomore,Always,Pass
30907,62,Cs,Rarely,11,Junior,Always,Fail
30908,68,Cs,Always,31,Freshman,Rarely,Fail
30909,26,Stat,Always,32,Freshman,Always,Fail
30910,83,Communication,Always,60,Senior,Rarely,Pass
30911,95,Polsci,Rarely,71,Sophomore,Always,Pass
30912,6,Communication,Rarely,19,Senior,Always,Fail
30913,59,Cs,Always,83,Freshman,Rarely,Pass
30914,28,Cs,Always,34,Freshman,Always,Fail
30915,32,Cs,Rarely,6,Junior,Rarely,Fail
30916,49,Polsci,Always,85,Sophomore,Rarely,Pass
30917,49,Cs,Rarely,89,Junior,Always,Pass
30918,62,Cs,Always,16,Sophomore,Always,Fail
30919,80,Stat,Always,47,Senior,Rarely,Fail
30920,69,Polsci,Rarely,19,Senior,Always,Fail
30921,73,Stat,Always,50,Freshman,Rarely,Pass
30922,57,Polsci,Always,63,Junior,Always,Pass
30923,89,Communication,Always,18,Junior,Rarely,Fail
30924,61,Cs,Always,21,Senior,Rarely,Fail
30925,97,Communication,Always,53,Junior,Rarely,Pass
30926,81,Cs,Rarely,75,Sophomore,Always,Pass
30927,68,Communication,Always,96,Sophomore,Rarely,Pass
30928,7,Cs,Rarely,79,Freshman,Rarely,Pass
30929,49,Polsci,Rarely,33,Senior,Always,Fail
30930,68,Communication,Always,51,Junior,Rarely,Pass
30931,69,Polsci,Always,100,Senior,Rarely,Pass
30932,98,Stat,Always,2,Sophomore,Rarely,Fail
30933,53,Stat,Rarely,57,Freshman,Always,Fail
30934,29,Polsci,Rarely,10,Freshman,Always,Fail
30935,19,Communication,Rarely,17,Sophomore,Always,Fail
30936,96,Cs,Always,27,Freshman,Rarely,Fail
30937,68,Communication,Always,15,Senior,Always,Pass
30938,84,Stat,Always,57,Junior,Always,Fail
30939,54,Stat,Always,1,Senior,Rarely,Pass
30940,94,Polsci,Rarely,81,Junior,Rarely,Pass
30941,85,Polsci,Always,96,Senior,Always,Pass
30942,8,Polsci,Always,11,Sophomore,Always,Pass
30943,100,Stat,Rarely,59,Junior,Always,Pass
30944,3,Cs,Rarely,52,Junior,Always,Fail
30945,87,Stat,Rarely,40,Freshman,Always,Fail
30946,89,Stat,Always,60,Freshman,Always,Pass
30947,92,Stat,Rarely,28,Junior,Always,Fail
30948,46,Polsci,Always,63,Freshman,Rarely,Pass
30949,82,Cs,Rarely,44,Senior,Always,Fail
30950,59,Stat,Rarely,27,Junior,Always,Fail
30951,12,Stat,Always,69,Senior,Rarely,Pass
30952,12,Polsci,Rarely,71,Sophomore,Always,Pass
30953,45,Stat,Rarely,54,Freshman,Always,Fail
30954,58,Polsci,Rarely,46,Senior,Rarely,Fail
30955,96,Communication,Rarely,35,Sophomore,Always,Pass
30956,41,Communication,Always,14,Senior,Rarely,Fail
30957,89,Stat,Rarely,19,Junior,Always,Fail
30958,12,Polsci,Rarely,90,Sophomore,Always,Fail
30959,40,Cs,Always,8,Senior,Rarely,Fail
30960,65,Communication,Rarely,12,Freshman,Rarely,Fail
30961,54,Polsci,Always,33,Sophomore,Always,Pass
30962,57,Stat,Rarely,28,Sophomore,Rarely,Pass
30963,24,Cs,Always,56,Junior,Always,Fail
30964,25,Stat,Always,90,Junior,Rarely,Pass
