Party,Music,Host,WasThere,WasNotThere,CaloriesDanc
ItwasOK,HipHop,Xi,Eva,Vladimir,162
Boring,Techno,Katya,Janusz,Angela,43
Boring,Rock,Katya,Eva,Angela,359
Boring,Rock,Sonya,Eva,Angela,77
Boring,HipHop,Katya,Billy,Vladimir,55
Boring,HipHop,Sonya,Ada,Manny,392
ItwasOK,Rock,Janek,Eva,Manny,151
Boring,HipHop,Xi,Billy,Manny,44
Fun,None,Janek,Ada,Vladimir,40
Boring,HipHop,Sonya,Janusz,Angela,53
Boring,Techno,Alex,Eva,Manny,190
Boring,None,Xi,Billy,Angela,114
Fun,None,Sonya,Qiong,Manny,194
Fun,Techno,Alex,Ada,Vladimir,163
Boring,None,Alex,Ada,Angela,31
Fun,Classical,Sonya,Eva,Vladimir,473
ItwasOK,HipHop,Sonya,Qiong,Joe,86
Fun,None,Alex,Janusz,Vladimir,358
Fun,None,Alex,Janusz,Manny,143
ItwasOK,Rock,Janek,Eva,Joe,283
Boring,Techno,Sonya,Billy,Manny,300
Boring,Classical,Janek,Ada,Angela,418
Boring,Techno,Katya,Eva,Manny,26
Boring,HipHop,Xi,Billy,Manny,329
Fun,Techno,Sonya,Janusz,Manny,420
Fun,Classical,Xi,Eva,Vladimir,41
Boring,Techno,Xi,Ada,Joe,308
Fun,Classical,Alex,Janusz,Manny,164
Boring,Rock,Katya,Qiong,Angela,145
Fun,HipHop,Janek,Eva,Manny,475
Fun,None,Katya,Eva,Vladimir,50
ItwasOK,Rock,Sonya,Eva,Manny,431
Fun,HipHop,Xi,Ada,Vladimir,176
Fun,None,Sonya,Ada,Joe,16
Boring,Techno,Katya,Ada,Angela,264
Boring,HipHop,Katya,Janusz,Angela,144
Boring,Techno,Katya,Qiong,Joe,150
ItwasOK,Rock,Sonya,Billy,Manny,11
ItwasOK,Classical,Janek,Qiong,Manny,124
Boring,Rock,Xi,Ada,Manny,376
Boring,Techno,Katya,Billy,Angela,282
Boring,HipHop,Xi,Eva,Joe,282
Boring,None,Alex,Ada,Joe,412
Boring,None,Alex,Billy,Angela,82
Boring,HipHop,Xi,Eva,Angela,333
Fun,Classical,Xi,Eva,Vladimir,11
Boring,None,Sonya,Eva,Manny,200
Fun,Classical,Xi,Janusz,Vladimir,9
Boring,Techno,Katya,Ada,Angela,471
Fun,Classical,Alex,Qiong,Vladimir,86
Boring,None,Janek,Billy,Angela,99
Boring,Techno,Janek,Eva,Manny,406
ItwasOK,Rock,Katya,Qiong,Joe,118
Boring,HipHop,Sonya,Qiong,Manny,10
Boring,Rock,Sonya,Qiong,Angela,108
Boring,Classical,Janek,Eva,Manny,462
Fun,HipHop,Janek,Eva,Manny,436
Fun,None,Xi,Billy,Vladimir,53
ItwasOK,Classical,Katya,Eva,Manny,209
Fun,None,Janek,Ada,Joe,197
Boring,None,Alex,Qiong,Manny,440
Fun,HipHop,Sonya,Janusz,Joe,247
Boring,Classical,Xi,Eva,Angela,220
Boring,Rock,Alex,Janusz,Angela,428
Boring,Techno,Sonya,Janusz,Manny,294
ItwasOK,HipHop,Katya,Janusz,Manny,44
ItwasOK,Classical,Janek,Qiong,Joe,335
Fun,None,Alex,Qiong,Vladimir,115
ItwasOK,Rock,Katya,Billy,Joe,351
Boring,HipHop,Alex,Qiong,Joe,289
Boring,Rock,Katya,Ada,Manny,282
Fun,Techno,Sonya,Ada,Joe,56
Fun,Rock,Sonya,Janusz,Vladimir,104
Fun,HipHop,Alex,Eva,Vladimir,25
Boring,None,Katya,Eva,Angela,352
Boring,Rock,Katya,Eva,Angela,67
ItwasOK,Classical,Sonya,Qiong,Joe,174
ItwasOK,Techno,Janek,Ada,Joe,185
ItwasOK,Techno,Sonya,Eva,Manny,14
Fun,Classical,Janek,Eva,Vladimir,437
ItwasOK,None,Katya,Qiong,Manny,471
Fun,Classical,Alex,Janusz,Vladimir,245
Fun,HipHop,Sonya,Janusz,Vladimir,51
Boring,Classical,Sonya,Ada,Manny,433
Fun,Rock,Katya,Billy,Vladimir,363
Boring,Rock,Xi,Billy,Joe,342
Fun,HipHop,Janek,Billy,Joe,468
Fun,Classical,Alex,Janusz,Manny,12
ItwasOK,Classical,Katya,Billy,Manny,363
Fun,Techno,Janek,Billy,Joe,164
Fun,Classical,Janek,Ada,Vladimir,407
Boring,Classical,Xi,Janusz,Manny,218
Fun,Classical,Katya,Qiong,Vladimir,345
Fun,None,Xi,Ada,Vladimir,460
Fun,Techno,Katya,Janusz,Vladimir,32
Fun,HipHop,Katya,Billy,Vladimir,178
Fun,None,Alex,Ada,Manny,262
Fun,HipHop,Sonya,Ada,Manny,236
Fun,Rock,Alex,Janusz,Vladimir,13
Boring,Techno,Xi,Qiong,Manny,23
ItwasOK,None,Alex,Eva,Joe,279
Boring,Classical,Xi,Qiong,Manny,292
Boring,None,Alex,Ada,Manny,395
Fun,Classical,Sonya,Eva,Vladimir,488
Boring,Classical,Sonya,Janusz,Joe,70
ItwasOK,None,Alex,Eva,Manny,391
Fun,HipHop,Alex,Janusz,Manny,276
Fun,Techno,Janek,Eva,Joe,67
Boring,HipHop,Janek,Eva,Manny,78
Fun,None,Janek,Ada,Vladimir,34
Boring,None,Janek,Billy,Angela,55
Fun,Techno,Xi,Eva,Vladimir,497
Boring,None,Xi,Billy,Joe,202
ItwasOK,Techno,Katya,Qiong,Joe,196
Fun,HipHop,Alex,Ada,Manny,203
Fun,Techno,Katya,Qiong,Joe,129
Fun,Classical,Janek,Janusz,Vladimir,279
ItwasOK,Rock,Alex,Eva,Joe,309
Fun,Classical,Xi,Ada,Vladimir,140
Boring,Classical,Katya,Ada,Joe,226
Boring,Techno,Xi,Janusz,Manny,356
Boring,Rock,Janek,Eva,Angela,465
Fun,HipHop,Sonya,Billy,Vladimir,150
ItwasOK,None,Alex,Ada,Manny,55
Fun,Rock,Janek,Qiong,Vladimir,165
Boring,Classical,Xi,Janusz,Angela,152
Boring,Techno,Janek,Eva,Angela,410
Boring,None,Xi,Eva,Angela,456
Fun,HipHop,Xi,Janusz,Vladimir,246
ItwasOK,Rock,Katya,Qiong,Manny,294
Fun,Classical,Sonya,Billy,Manny,124
Fun,HipHop,Janek,Qiong,Vladimir,441
Boring,HipHop,Xi,Ada,Joe,336
Boring,Techno,Alex,Ada,Angela,186
Fun,HipHop,Xi,Janusz,Vladimir,491
Boring,Classical,Alex,Ada,Angela,332
Boring,None,Sonya,Qiong,Angela,288
Fun,Classical,Alex,Janusz,Joe,94
Boring,Rock,Alex,Ada,Manny,426
Fun,None,Sonya,Ada,Vladimir,386
Boring,Rock,Sonya,Eva,Angela,72
Boring,Rock,Alex,Ada,Angela,191
Boring,Techno,Xi,Eva,Manny,100
Fun,HipHop,Janek,Eva,Manny,150
Fun,HipHop,Alex,Ada,Vladimir,416
Boring,Classical,Sonya,Eva,Manny,225
Boring,None,Sonya,Janusz,Angela,235
Fun,HipHop,Alex,Ada,Angela,296
Boring,Techno,Janek,Ada,Angela,383
ItwasOK,Classical,Alex,Eva,Joe,411
Fun,None,Sonya,Eva,Vladimir,155
Fun,HipHop,Alex,Eva,Joe,88
Fun,Classical,Sonya,Janusz,Vladimir,120
Boring,HipHop,Xi,Janusz,Manny,97
Fun,Classical,Sonya,Billy,Vladimir,357
Boring,Rock,Alex,Billy,Angela,47
Fun,HipHop,Alex,Ada,Vladimir,338
Boring,None,Sonya,Billy,Angela,221
Fun,HipHop,Xi,Ada,Vladimir,4
Fun,Rock,Sonya,Ada,Vladimir,421
Boring,Techno,Xi,Qiong,Joe,37
Boring,Classical,Janek,Janusz,Manny,16
ItwasOK,Techno,Alex,Eva,Joe,421
Boring,Techno,Sonya,Eva,Angela,251
ItwasOK,Classical,Alex,Billy,Manny,304
Fun,Techno,Janek,Billy,Manny,476
ItwasOK,Rock,Alex,Billy,Joe,472
Fun,Techno,Janek,Billy,Manny,102
Fun,Techno,Janek,Eva,Manny,43
Fun,HipHop,Sonya,Qiong,Angela,493
Boring,Classical,Sonya,Qiong,Manny,493
Boring,Classical,Alex,Ada,Angela,311
Boring,HipHop,Sonya,Eva,Joe,77
Fun,HipHop,Alex,Qiong,Vladimir,257
Fun,Techno,Sonya,Qiong,Vladimir,498
Fun,HipHop,Katya,Qiong,Angela,316
Fun,Rock,Alex,Janusz,Vladimir,233
ItwasOK,Rock,Janek,Janusz,Vladimir,50
Boring,Techno,Xi,Qiong,Joe,270
Fun,Techno,Xi,Ada,Vladimir,203
Boring,Classical,Janek,Janusz,Joe,473
Boring,None,Janek,Qiong,Angela,215
Fun,Techno,Katya,Ada,Joe,3
ItwasOK,None,Sonya,Janusz,Joe,335
Fun,Techno,Xi,Ada,Vladimir,476
Boring,None,Xi,Qiong,Manny,355
Boring,Techno,Xi,Billy,Manny,239
Fun,None,Alex,Eva,Vladimir,304
Boring,Techno,Xi,Ada,Angela,156
Fun,HipHop,Xi,Eva,Vladimir,350
Fun,None,Alex,Eva,Vladimir,406
ItwasOK,Rock,Katya,Eva,Manny,310
Boring,Rock,Katya,Ada,Joe,341
Fun,Techno,Katya,Qiong,Vladimir,351
Boring,None,Alex,Billy,Angela,432
Boring,Techno,Sonya,Billy,Angela,202
Fun,HipHop,Alex,Billy,Angela,419
Fun,Techno,Katya,Qiong,Vladimir,445
Fun,HipHop,Alex,Janusz,Joe,98
Boring,None,Sonya,Billy,Angela,473
Boring,Classical,Xi,Billy,Angela,208
ItwasOK,Rock,Sonya,Eva,Joe,310
Fun,None,Sonya,Billy,Vladimir,315
Boring,Classical,Sonya,Eva,Angela,57
Boring,HipHop,Xi,Janusz,Joe,67
Boring,Techno,Katya,Ada,Manny,380
Fun,HipHop,Katya,Qiong,Angela,425
Fun,Rock,Katya,Billy,Vladimir,34
Fun,HipHop,Alex,Billy,Vladimir,355
ItwasOK,Classical,Katya,Janusz,Joe,58
Boring,Classical,Sonya,Ada,Angela,1
Boring,Techno,Xi,Qiong,Angela,409
Fun,HipHop,Katya,Janusz,Joe,302
Fun,Techno,Janek,Qiong,Manny,463
Boring,None,Alex,Qiong,Joe,50
Boring,Classical,Janek,Eva,Manny,248
ItwasOK,Classical,Janek,Ada,Manny,277
Boring,HipHop,Xi,Ada,Joe,157
Boring,Rock,Alex,Eva,Joe,271
Boring,Classical,Xi,Janusz,Angela,17
Fun,Techno,Sonya,Billy,Vladimir,179
Fun,Classical,Sonya,Qiong,Manny,86
Fun,Rock,Katya,Billy,Vladimir,145
Boring,HipHop,Sonya,Eva,Angela,192
Boring,HipHop,Katya,Billy,Joe,411
Boring,Rock,Xi,Qiong,Angela,237
Fun,None,Alex,Eva,Vladimir,42
Boring,None,Janek,Janusz,Joe,307
Boring,HipHop,Xi,Ada,Angela,0
Fun,Rock,Janek,Janusz,Joe,107
ItwasOK,Rock,Alex,Qiong,Manny,262
Fun,Classical,Xi,Eva,Vladimir,470
Fun,HipHop,Katya,Eva,Vladimir,383
Boring,Classical,Janek,Billy,Angela,455
ItwasOK,Techno,Katya,Janusz,Manny,497
Fun,Techno,Alex,Eva,Manny,147
Fun,Techno,Katya,Qiong,Joe,34
Boring,Rock,Alex,Qiong,Angela,64
ItwasOK,Rock,Alex,Janusz,Joe,462
Boring,Classical,Alex,Eva,Angela,213
ItwasOK,Techno,Xi,Qiong,Manny,46
Boring,None,Katya,Ada,Joe,112
ItwasOK,HipHop,Sonya,Ada,Joe,98
Fun,Rock,Katya,Janusz,Joe,91
Fun,Classical,Janek,Ada,Vladimir,334
Fun,Rock,Katya,Eva,Joe,78
Fun,HipHop,Janek,Janusz,Vladimir,57
Fun,HipHop,Alex,Eva,Joe,281
Boring,Classical,Alex,Janusz,Angela,33
Fun,Techno,Alex,Billy,Joe,206
Boring,Techno,Sonya,Eva,Angela,431
ItwasOK,Classical,Alex,Ada,Joe,411
Fun,Techno,Xi,Ada,Vladimir,87
Fun,Rock,Sonya,Eva,Vladimir,66
Boring,Classical,Sonya,Ada,Joe,51
Fun,None,Alex,Ada,Vladimir,151
ItwasOK,Rock,Janek,Billy,Joe,176
ItwasOK,Rock,Katya,Janusz,Manny,168
Boring,Classical,Sonya,Billy,Joe,3
Boring,None,Janek,Janusz,Angela,199
Fun,None,Alex,Eva,Vladimir,69
Fun,Techno,Janek,Eva,Manny,469
Fun,HipHop,Janek,Janusz,Angela,445
Boring,Techno,Katya,Eva,Joe,401
ItwasOK,None,Sonya,Billy,Manny,131
Fun,Techno,Janek,Eva,Joe,367
Boring,Classical,Xi,Qiong,Manny,47
Fun,Techno,Katya,Ada,Vladimir,152
Boring,Rock,Sonya,Eva,Angela,425
Boring,None,Katya,Eva,Angela,345
Boring,Classical,Alex,Billy,Joe,36
Boring,None,Xi,Janusz,Joe,50
ItwasOK,Rock,Sonya,Eva,Manny,228
Fun,Techno,Sonya,Qiong,Joe,468
ItwasOK,Techno,Sonya,Billy,Manny,158
ItwasOK,None,Sonya,Janusz,Joe,259
ItwasOK,Classical,Sonya,Qiong,Joe,416
Fun,Classical,Alex,Ada,Manny,337
Boring,Techno,Alex,Eva,Manny,84
Boring,Techno,Xi,Janusz,Joe,2
ItwasOK,Classical,Sonya,Qiong,Joe,435
Fun,Techno,Xi,Billy,Joe,160
Boring,HipHop,Katya,Eva,Angela,23
Boring,Classical,Alex,Billy,Manny,259
Boring,Techno,Alex,Qiong,Angela,479
Boring,Classical,Xi,Billy,Manny,484
Boring,None,Xi,Qiong,Manny,296
Boring,None,Xi,Janusz,Joe,183
Fun,HipHop,Alex,Qiong,Joe,406
Boring,None,Xi,Qiong,Joe,222
ItwasOK,HipHop,Janek,Qiong,Angela,364
Fun,HipHop,Sonya,Ada,Joe,499
Fun,HipHop,Janek,Billy,Manny,436
Fun,None,Janek,Ada,Vladimir,101
Boring,HipHop,Xi,Qiong,Manny,479
Fun,HipHop,Sonya,Billy,Vladimir,229
Fun,Techno,Janek,Qiong,Vladimir,407
Boring,Classical,Katya,Eva,Angela,308
Boring,Techno,Xi,Qiong,Manny,140
ItwasOK,None,Katya,Ada,Joe,102
Fun,HipHop,Alex,Qiong,Vladimir,314
Boring,HipHop,Xi,Ada,Manny,30
Fun,Rock,Alex,Billy,Vladimir,446
Boring,Classical,Alex,Billy,Manny,24
Boring,Techno,Katya,Billy,Angela,71
Fun,Classical,Sonya,Qiong,Manny,338
Boring,Techno,Katya,Qiong,Angela,86
Boring,None,Alex,Janusz,Joe,390
Boring,Techno,Janek,Qiong,Angela,326
Fun,HipHop,Janek,Ada,Vladimir,419
Boring,None,Janek,Qiong,Joe,473
Fun,HipHop,Katya,Qiong,Joe,375
Fun,None,Katya,Billy,Vladimir,78
Boring,HipHop,Alex,Ada,Joe,108
Fun,None,Xi,Billy,Vladimir,278
ItwasOK,Techno,Katya,Ada,Manny,349
ItwasOK,Rock,Alex,Eva,Joe,313
Fun,Techno,Alex,Billy,Manny,445
Fun,Classical,Alex,Eva,Manny,57
Boring,Classical,Xi,Janusz,Joe,156
Fun,Rock,Sonya,Ada,Vladimir,312
Fun,HipHop,Alex,Janusz,Vladimir,146
Boring,None,Katya,Eva,Angela,77
Fun,Rock,Alex,Billy,Vladimir,456
Boring,Classical,Janek,Qiong,Joe,173
Fun,HipHop,Sonya,Eva,Vladimir,474
Fun,Rock,Katya,Billy,Vladimir,8
Boring,Rock,Katya,Billy,Joe,253
Fun,Rock,Janek,Billy,Vladimir,13
Fun,Rock,Sonya,Billy,Vladimir,207
Boring,None,Xi,Ada,Joe,284
ItwasOK,Techno,Janek,Eva,Angela,7
ItwasOK,Rock,Katya,Billy,Manny,404
Boring,Classical,Xi,Qiong,Angela,333
Boring,HipHop,Alex,Qiong,Angela,28
Boring,Techno,Janek,Eva,Angela,19
Fun,HipHop,Alex,Janusz,Vladimir,337
Fun,Classical,Alex,Ada,Manny,428
Boring,Techno,Sonya,Eva,Angela,338
Boring,HipHop,Alex,Billy,Joe,184
Fun,HipHop,Xi,Eva,Vladimir,170
ItwasOK,Rock,Sonya,Eva,Joe,265
Fun,Classical,Alex,Qiong,Angela,256
Boring,Rock,Katya,Janusz,Angela,279
Fun,HipHop,Janek,Ada,Vladimir,288
Fun,None,Alex,Janusz,Manny,131
Boring,None,Xi,Billy,Joe,333
Boring,Classical,Xi,Qiong,Manny,194
Fun,HipHop,Katya,Janusz,Joe,480
Fun,HipHop,Alex,Janusz,Joe,460
Fun,HipHop,Katya,Billy,Vladimir,265
Fun,Rock,Xi,Ada,Vladimir,364
Boring,Techno,Alex,Qiong,Angela,29
Fun,Rock,Janek,Janusz,Vladimir,91
Fun,HipHop,Xi,Billy,Vladimir,222
Boring,Classical,Katya,Eva,Angela,86
Boring,None,Xi,Qiong,Joe,138
Fun,Techno,Alex,Eva,Vladimir,68
Boring,None,Katya,Ada,Angela,280
Boring,None,Sonya,Billy,Joe,259
Boring,None,Sonya,Janusz,Angela,400
Fun,HipHop,Janek,Ada,Joe,333
Fun,Rock,Katya,Ada,Vladimir,443
Boring,HipHop,Sonya,Eva,Manny,153
Fun,None,Alex,Qiong,Vladimir,36
Boring,Classical,Alex,Janusz,Angela,380
Boring,None,Katya,Janusz,Angela,1
ItwasOK,Techno,Katya,Janusz,Joe,94
Boring,Rock,Xi,Janusz,Angela,103
Boring,None,Alex,Billy,Joe,345
Boring,Techno,Sonya,Billy,Angela,20
Fun,Classical,Xi,Billy,Vladimir,281
Fun,Techno,Xi,Ada,Vladimir,43
ItwasOK,Techno,Katya,Ada,Manny,319
Fun,Techno,Sonya,Janusz,Vladimir,144
Fun,Rock,Katya,Billy,Vladimir,262
Boring,None,Alex,Ada,Manny,273
Boring,HipHop,Xi,Eva,Angela,158
Boring,Rock,Alex,Qiong,Manny,15
Boring,Classical,Xi,Billy,Joe,304
Boring,None,Xi,Billy,Joe,433
Boring,HipHop,Alex,Eva,Angela,102
Boring,None,Katya,Qiong,Manny,18
Boring,Classical,Xi,Ada,Joe,477
Fun,None,Janek,Qiong,Vladimir,90
Fun,None,Katya,Qiong,Vladimir,184
Fun,Classical,Xi,Eva,Vladimir,461
Boring,Rock,Xi,Qiong,Angela,269
Fun,Rock,Janek,Ada,Vladimir,394
Fun,HipHop,Sonya,Eva,Manny,254
Fun,Rock,Janek,Janusz,Vladimir,384
Boring,Classical,Katya,Eva,Manny,83
Fun,Techno,Janek,Billy,Joe,131
Boring,Classical,Sonya,Janusz,Joe,63
Fun,Classical,Alex,Janusz,Manny,396
Boring,None,Janek,Ada,Angela,213
ItwasOK,Techno,Janek,Eva,Manny,479
Fun,Rock,Janek,Eva,Vladimir,369
Fun,Classical,Janek,Billy,Vladimir,102
Boring,None,Janek,Janusz,Angela,256
Fun,Classical,Xi,Qiong,Vladimir,354
Boring,Techno,Xi,Qiong,Joe,253
ItwasOK,HipHop,Alex,Eva,Manny,99
Fun,HipHop,Alex,Ada,Vladimir,400
Boring,Classical,Xi,Ada,Manny,311
Boring,Rock,Xi,Janusz,Angela,468
Boring,Rock,Alex,Janusz,Manny,259
Boring,Rock,Katya,Eva,Angela,39
Boring,None,Xi,Janusz,Angela,64
Fun,Techno,Katya,Billy,Joe,162
Fun,HipHop,Alex,Billy,Joe,348
Boring,Techno,Katya,Qiong,Angela,191
Fun,Classical,Janek,Billy,Vladimir,490
Fun,None,Alex,Billy,Joe,232
Boring,Classical,Katya,Janusz,Manny,266
Boring,None,Alex,Ada,Joe,15
Boring,Classical,Janek,Billy,Manny,384
Fun,HipHop,Alex,Billy,Joe,216
Boring,HipHop,Janek,Ada,Angela,83
Boring,None,Sonya,Janusz,Joe,170
ItwasOK,Classical,Alex,Ada,Joe,12
Fun,Techno,Janek,Qiong,Manny,341
Boring,Classical,Janek,Ada,Angela,30
Fun,Classical,Alex,Eva,Vladimir,204
Boring,Techno,Janek,Billy,Manny,374
ItwasOK,HipHop,Sonya,Billy,Vladimir,290
Boring,Techno,Katya,Eva,Joe,471
Fun,Classical,Sonya,Ada,Vladimir,499
Fun,None,Xi,Billy,Vladimir,402
ItwasOK,Rock,Katya,Qiong,Joe,16
ItwasOK,HipHop,Xi,Qiong,Vladimir,71
Boring,HipHop,Xi,Qiong,Angela,459
Boring,Rock,Alex,Ada,Angela,448
Fun,Rock,Alex,Janusz,Manny,138
ItwasOK,HipHop,Alex,Janusz,Vladimir,38
Boring,None,Xi,Billy,Manny,238
Boring,Techno,Xi,Qiong,Manny,121
Fun,Techno,Xi,Eva,Vladimir,256
ItwasOK,None,Alex,Eva,Manny,439
Fun,Rock,Xi,Billy,Vladimir,370
Fun,Classical,Janek,Eva,Manny,375
Fun,Rock,Sonya,Billy,Manny,123
Boring,Rock,Sonya,Qiong,Angela,285
Boring,None,Alex,Ada,Angela,292
Boring,Techno,Katya,Janusz,Angela,116
ItwasOK,Rock,Sonya,Ada,Joe,359
Fun,HipHop,Sonya,Billy,Manny,323
ItwasOK,Classical,Xi,Eva,Manny,472
Fun,Techno,Janek,Ada,Manny,135
Fun,Techno,Sonya,Ada,Vladimir,446
Fun,Rock,Sonya,Qiong,Joe,355
Boring,HipHop,Sonya,Janusz,Angela,117
Boring,Rock,Katya,Janusz,Angela,49
Fun,Techno,Alex,Qiong,Manny,217
Boring,Classical,Xi,Billy,Manny,246
Fun,HipHop,Sonya,Eva,Joe,481
Fun,Techno,Alex,Qiong,Vladimir,185
Fun,Techno,Alex,Janusz,Vladimir,276
Fun,Rock,Janek,Janusz,Manny,432
Boring,Classical,Xi,Janusz,Angela,2
Boring,Classical,Janek,Billy,Angela,32
Boring,Techno,Sonya,Eva,Angela,231
Fun,None,Alex,Ada,Joe,122
Fun,HipHop,Alex,Eva,Vladimir,279
Fun,HipHop,Xi,Eva,Joe,442
Fun,HipHop,Sonya,Qiong,Angela,342
Fun,Techno,Janek,Billy,Vladimir,452
Fun,None,Xi,Billy,Manny,181
Boring,Rock,Katya,Billy,Angela,475
Fun,HipHop,Alex,Eva,Angela,251
ItwasOK,HipHop,Alex,Janusz,Vladimir,448
Fun,Classical,Alex,Qiong,Vladimir,76
Boring,Classical,Xi,Qiong,Joe,243
Fun,Classical,Xi,Eva,Vladimir,384
Fun,HipHop,Katya,Billy,Angela,491
Fun,HipHop,Sonya,Ada,Vladimir,424
Fun,None,Alex,Eva,Vladimir,301
Fun,None,Katya,Qiong,Vladimir,313
Fun,Techno,Alex,Billy,Manny,408
Fun,None,Alex,Billy,Vladimir,291
ItwasOK,Classical,Janek,Billy,Manny,449
Boring,Classical,Janek,Eva,Angela,5
ItwasOK,Rock,Janek,Janusz,Joe,18
Fun,HipHop,Alex,Ada,Manny,31
ItwasOK,HipHop,Alex,Janusz,Joe,18
ItwasOK,Techno,Alex,Qiong,Manny,410
Boring,HipHop,Alex,Ada,Manny,184
Boring,Rock,Alex,Billy,Manny,8
Boring,Techno,Alex,Qiong,Angela,478
Fun,None,Katya,Eva,Vladimir,29
Boring,Rock,Xi,Ada,Angela,235
Boring,HipHop,Alex,Eva,Manny,104
Fun,Techno,Sonya,Janusz,Manny,302
Fun,None,Sonya,Janusz,Manny,416
Fun,Rock,Alex,Qiong,Vladimir,174
Boring,Techno,Sonya,Janusz,Angela,337
Fun,HipHop,Katya,Janusz,Manny,264
Boring,HipHop,Katya,Billy,Joe,154
Fun,Classical,Katya,Janusz,Vladimir,18
Fun,Rock,Janek,Billy,Vladimir,243
ItwasOK,Rock,Sonya,Billy,Joe,107
Boring,HipHop,Alex,Janusz,Angela,355
Fun,HipHop,Sonya,Eva,Manny,398
ItwasOK,Rock,Janek,Ada,Manny,74
ItwasOK,Classical,Janek,Qiong,Joe,175
Fun,HipHop,Katya,Ada,Vladimir,264
Boring,Classical,Sonya,Eva,Angela,13
Fun,HipHop,Alex,Eva,Vladimir,268
Fun,HipHop,Alex,Ada,Manny,219
Fun,Techno,Sonya,Eva,Vladimir,25
Fun,HipHop,Katya,Janusz,Joe,416
Fun,Rock,Alex,Ada,Vladimir,308
Boring,Techno,Xi,Janusz,Manny,160
Fun,None,Sonya,Eva,Vladimir,475
Fun,None,Sonya,Janusz,Vladimir,165
Fun,Techno,Sonya,Janusz,Vladimir,44
Fun,None,Janek,Eva,Vladimir,181
ItwasOK,Classical,Sonya,Ada,Joe,77
Fun,HipHop,Sonya,Eva,Angela,303
Boring,Classical,Katya,Qiong,Manny,485
Boring,HipHop,Xi,Eva,Angela,21
Fun,HipHop,Janek,Billy,Manny,275
Boring,None,Alex,Janusz,Joe,197
Fun,HipHop,Sonya,Qiong,Vladimir,186
Fun,None,Sonya,Ada,Joe,411
ItwasOK,Classical,Alex,Ada,Manny,28
Boring,Classical,Katya,Ada,Angela,205
Boring,Classical,Janek,Ada,Joe,469
Boring,HipHop,Xi,Eva,Angela,296
Fun,Techno,Sonya,Billy,Vladimir,116
Boring,None,Katya,Janusz,Angela,377
Fun,Classical,Katya,Billy,Vladimir,117
Fun,Rock,Janek,Qiong,Vladimir,208
ItwasOK,Techno,Janek,Qiong,Joe,6
Boring,Techno,Xi,Janusz,Joe,372
ItwasOK,Techno,Sonya,Qiong,Manny,179
Fun,Rock,Sonya,Billy,Vladimir,327
Fun,Classical,Katya,Eva,Vladimir,16
Boring,Techno,Alex,Billy,Manny,293
Fun,HipHop,Katya,Eva,Angela,430
Boring,HipHop,Alex,Janusz,Angela,22
Boring,Classical,Alex,Qiong,Angela,400
Boring,Classical,Xi,Billy,Angela,272
Fun,HipHop,Janek,Eva,Vladimir,47
Fun,Techno,Sonya,Janusz,Vladimir,390
Boring,Classical,Katya,Janusz,Manny,306
Boring,None,Sonya,Janusz,Angela,454
Fun,Techno,Janek,Janusz,Vladimir,123
ItwasOK,HipHop,Janek,Eva,Angela,332
Fun,Rock,Katya,Eva,Vladimir,487
Boring,Classical,Xi,Janusz,Manny,17
ItwasOK,None,Sonya,Billy,Manny,409
Fun,Classical,Alex,Eva,Vladimir,451
Fun,Classical,Sonya,Eva,Joe,221
Fun,HipHop,Alex,Billy,Vladimir,500
Fun,Classical,Sonya,Eva,Joe,125
ItwasOK,Rock,Janek,Eva,Manny,232
Boring,Techno,Xi,Qiong,Joe,436
Boring,Techno,Alex,Billy,Manny,295
ItwasOK,None,Katya,Janusz,Manny,158
Boring,Techno,Xi,Ada,Angela,269
Boring,Classical,Alex,Janusz,Angela,491
Fun,Techno,Alex,Eva,Joe,33
Boring,HipHop,Katya,Janusz,Joe,168
Boring,Techno,Xi,Qiong,Manny,164
Fun,None,Xi,Qiong,Vladimir,277
Boring,Rock,Xi,Ada,Manny,419
ItwasOK,Techno,Janek,Eva,Joe,286
Boring,HipHop,Xi,Janusz,Joe,136
Fun,HipHop,Janek,Eva,Manny,370
Boring,None,Sonya,Janusz,Angela,480
Boring,None,Xi,Qiong,Manny,250
ItwasOK,Rock,Alex,Qiong,Joe,487
Fun,Classical,Katya,Eva,Joe,346
ItwasOK,Techno,Alex,Ada,Manny,340
Boring,HipHop,Katya,Qiong,Joe,352
Fun,Rock,Alex,Billy,Joe,300
Boring,HipHop,Xi,Qiong,Joe,72
Boring,Rock,Janek,Billy,Manny,163
Fun,HipHop,Katya,Eva,Joe,321
Fun,Classical,Katya,Janusz,Vladimir,500
Fun,Classical,Janek,Janusz,Manny,404
Fun,None,Katya,Eva,Manny,471
Boring,HipHop,Xi,Billy,Angela,256
Fun,Classical,Sonya,Billy,Vladimir,246
Boring,None,Xi,Janusz,Angela,466
Boring,None,Xi,Qiong,Angela,70
Boring,Rock,Alex,Qiong,Angela,62
Fun,None,Sonya,Janusz,Vladimir,281
Fun,Classical,Xi,Janusz,Vladimir,105
Fun,HipHop,Katya,Qiong,Manny,495
Boring,None,Alex,Janusz,Joe,178
Boring,HipHop,Xi,Billy,Manny,129
Boring,Techno,Sonya,Janusz,Angela,327
Fun,Techno,Janek,Qiong,Vladimir,392
ItwasOK,Classical,Katya,Eva,Manny,169
