Dealership,Season,Car,Buyer,Buyer_Age
Philladephia,Fall,Nissan,Male,28
LA,Summer,Chevrolet,Female,26
Phoenix,Fall,Nissan,Female,37
Austin,Spring,Kia,Female,44
Houston,Fall,Chevrolet,Male,76
Columbus,Summer,Honda,Female,58
Philladephia,Winter,Ford,Male,71
Philladephia,Summer,Hyundai,Female,52
Columbus,Summer,Subaru,Male,33
Columbus,Fall,GMC,Male,58
Chicago,Spring,Toyota,Female,40
Austin,Spring,Subaru,Female,64
NYC,Summer,Chevrolet,Female,27
Seattle,Summer,Nissan,Male,50
Seattle,Summer,GMC,Female,38
Phoenix,Spring,Ford,Female,64
Seattle,Summer,Hyundai,Female,51
Phoenix,Fall,Ford,Female,59
Houston,Spring,Honda,Female,23
Houston,Spring,Nissan,Male,75
Seattle,Winter,Kia,Male,26
Austin,Spring,GMC,Female,35
Columbus,Fall,Honda,Female,36
Austin,Fall,Honda,Male,53
Houston,Spring,Chevrolet,Female,28
Columbus,Spring,Hyundai,Male,32
Columbus,Spring,Jeep,Male,24
San Antonio,Winter,Nissan,Male,26
Columbus,Summer,Toyota,Female,28
LA,Fall,Toyota,Male,64
San Antonio,Fall,Nissan,Male,30
Phoenix,Summer,Nissan,Female,72
LA,Summer,Honda,Male,49
LA,Summer,Jeep,Female,29
Seattle,Spring,GMC,Female,72
NYC,Winter,Honda,Male,66
San Antonio,Spring,Chevrolet,Female,36
LA,Winter,Toyota,Female,59
Chicago,Spring,Honda,Female,31
Philladephia,Fall,Kia,Female,71
Austin,Winter,Hyundai,Male,54
Phoenix,Winter,Honda,Male,75
San Antonio,Fall,Hyundai,Female,19
LA,Summer,Honda,Male,25
Columbus,Winter,Jeep,Female,32
Austin,Spring,Honda,Male,51
Seattle,Summer,GMC,Female,20
Seattle,Spring,GMC,Female,25
LA,Summer,Ram,Female,22
NYC,Summer,GMC,Male,64
San Antonio,Winter,Subaru,Male,77
Austin,Winter,GMC,Female,43
NYC,Summer,Hyundai,Female,77
Austin,Spring,Toyota,Female,70
NYC,Fall,Nissan,Female,61
Philladephia,Fall,Honda,Female,37
San Antonio,Summer,Hyundai,Male,25
Chicago,Spring,Honda,Female,23
Columbus,Fall,Ram,Male,70
San Antonio,Spring,Ram,Female,77
Seattle,Fall,Chevrolet,Female,27
Phoenix,Spring,Kia,Male,71
San Diego,Fall,Honda,Female,40
NYC,Winter,Honda,Female,56
LA,Winter,Ram,Female,68
Columbus,Winter,Ram,Female,33
Seattle,Fall,Kia,Female,59
San Diego,Winter,Chevrolet,Female,19
Seattle,Spring,GMC,Female,55
LA,Winter,Ram,Male,63
Philladephia,Fall,Ford,Female,38
Houston,Fall,Ram,Male,41
Chicago,Spring,Subaru,Male,36
Seattle,Winter,GMC,Female,20
Phoenix,Winter,Honda,Female,57
Seattle,Spring,Hyundai,Male,59
Columbus,Spring,Nissan,Female,27
San Antonio,Summer,Jeep,Male,20
San Antonio,Fall,Hyundai,Male,70
LA,Winter,GMC,Female,49
Phoenix,Winter,Ram,Male,50
Chicago,Fall,Hyundai,Female,55
LA,Winter,Nissan,Male,56
Austin,Spring,Subaru,Female,56
LA,Spring,Kia,Male,41
Houston,Summer,Ford,Female,39
Chicago,Spring,Nissan,Male,61
Chicago,Fall,GMC,Female,61
Phoenix,Fall,Ram,Female,66
Austin,Summer,Honda,Male,47
Phoenix,Winter,Nissan,Male,38
NYC,Fall,GMC,Male,64
NYC,Summer,Jeep,Female,31
LA,Winter,Honda,Female,23
Columbus,Summer,Honda,Male,40
LA,Spring,Chevrolet,Female,28
Chicago,Summer,Chevrolet,Male,29
Seattle,Spring,GMC,Female,38
LA,Summer,Chevrolet,Female,18
Phoenix,Winter,Ford,Female,71
Chicago,Winter,Nissan,Male,32
Houston,Summer,Subaru,Female,75
Phoenix,Spring,Honda,Female,43
San Antonio,Spring,Nissan,Female,67
San Diego,Spring,Subaru,Female,34
Seattle,Spring,Ram,Male,60
Houston,Fall,Nissan,Female,30
Seattle,Spring,Ford,Male,37
Chicago,Spring,Kia,Female,62
NYC,Spring,Hyundai,Female,28
Austin,Summer,Nissan,Female,76
Chicago,Fall,Honda,Male,79
NYC,Winter,Kia,Male,35
NYC,Spring,GMC,Female,72
LA,Spring,Ram,Male,22
San Antonio,Spring,Hyundai,Male,44
San Diego,Spring,Ford,Male,46
Houston,Winter,Toyota,Male,50
Columbus,Winter,Toyota,Male,36
Seattle,Summer,Chevrolet,Male,74
Austin,Summer,Hyundai,Male,49
Seattle,Fall,Nissan,Male,57
Chicago,Summer,GMC,Female,33
Philladephia,Summer,Honda,Female,48
Austin,Summer,Ram,Male,37
Chicago,Summer,Toyota,Male,70
LA,Summer,Hyundai,Male,77
LA,Spring,Chevrolet,Male,71
Austin,Summer,Chevrolet,Male,66
Philladephia,Winter,Nissan,Female,43
Philladephia,Spring,Subaru,Male,32
Philladephia,Summer,Chevrolet,Male,60
Phoenix,Fall,Honda,Female,63
Houston,Fall,Kia,Male,19
NYC,Fall,Jeep,Female,49
Seattle,Fall,Toyota,Female,29
Columbus,Spring,GMC,Female,30
Chicago,Summer,GMC,Female,57
NYC,Fall,Hyundai,Female,56
Phoenix,Winter,Kia,Female,67
Phoenix,Winter,Toyota,Female,34
Austin,Fall,Ford,Female,71
Seattle,Winter,GMC,Male,20
Houston,Fall,Ford,Male,54
LA,Fall,Jeep,Female,45
NYC,Fall,Honda,Male,37
Philladephia,Spring,Jeep,Female,30
San Antonio,Winter,Honda,Male,22
Philladephia,Spring,Honda,Female,59
San Diego,Fall,Kia,Male,57
NYC,Spring,Chevrolet,Male,58
Seattle,Fall,Nissan,Female,37
Philladephia,Spring,GMC,Female,46
Seattle,Winter,Subaru,Male,63
Philladephia,Spring,Ram,Male,33
Seattle,Summer,Nissan,Female,74
Philladephia,Spring,GMC,Female,40
San Diego,Summer,Jeep,Male,37
Houston,Spring,Kia,Female,61
Houston,Spring,Kia,Male,26
Houston,Winter,Hyundai,Female,35
Austin,Fall,Subaru,Female,44
NYC,Fall,Ford,Male,69
San Antonio,Spring,Subaru,Female,78
Austin,Summer,Ram,Female,26
Austin,Fall,Nissan,Female,31
San Diego,Summer,Chevrolet,Female,20
Houston,Fall,Kia,Female,38
San Antonio,Spring,Subaru,Male,29
Austin,Spring,Ram,Male,56
Austin,Spring,Subaru,Female,19
San Antonio,Summer,Jeep,Female,41
NYC,Fall,Honda,Male,55
Philladephia,Summer,Subaru,Male,47
Austin,Winter,Ford,Female,39
San Antonio,Fall,Toyota,Female,48
Phoenix,Winter,Nissan,Female,30
Columbus,Summer,Ford,Female,64
Phoenix,Fall,Ram,Male,21
Houston,Spring,Hyundai,Female,67
Chicago,Fall,Chevrolet,Male,60
Austin,Winter,Subaru,Male,20
Houston,Fall,Subaru,Male,65
Chicago,Spring,Subaru,Female,61
San Antonio,Summer,Honda,Male,28
Columbus,Winter,Ford,Female,55
Philladephia,Summer,Toyota,Male,19
San Diego,Winter,Ram,Female,78
Houston,Winter,Nissan,Male,64
LA,Winter,Ford,Female,22
Columbus,Winter,Chevrolet,Male,30
Austin,Spring,Honda,Female,75
Houston,Spring,Subaru,Male,44
Columbus,Summer,Nissan,Female,56
LA,Summer,Subaru,Male,54
LA,Fall,Toyota,Male,26
NYC,Spring,Subaru,Female,25
Chicago,Winter,Subaru,Male,46
Houston,Fall,Ford,Male,45
Seattle,Spring,Subaru,Male,40
Austin,Summer,Jeep,Female,23
San Antonio,Spring,Ford,Female,52
Phoenix,Winter,GMC,Female,42
Philladephia,Fall,Kia,Male,36
Austin,Winter,Nissan,Female,29
Phoenix,Fall,Ford,Male,22
Philladephia,Summer,GMC,Female,73
NYC,Summer,Ram,Male,72
Austin,Summer,Ford,Female,41
Chicago,Spring,Chevrolet,Male,22
Chicago,Summer,Subaru,Male,66
Phoenix,Winter,Hyundai,Male,18
NYC,Summer,Nissan,Female,48
LA,Summer,Toyota,Male,66
Seattle,Spring,Subaru,Female,48
NYC,Winter,Chevrolet,Female,41
LA,Summer,Chevrolet,Female,33
San Diego,Fall,Chevrolet,Male,69
Austin,Spring,Hyundai,Female,36
Chicago,Fall,Ram,Male,70
Chicago,Spring,Subaru,Male,49
Austin,Summer,Ford,Female,52
Seattle,Spring,Kia,Female,40
San Diego,Spring,Ram,Male,52
Columbus,Spring,GMC,Female,44
San Antonio,Spring,Chevrolet,Female,46
Phoenix,Summer,Hyundai,Male,26
San Antonio,Summer,Honda,Male,18
LA,Fall,Honda,Female,50
NYC,Spring,Kia,Male,74
Seattle,Summer,Toyota,Male,42
Columbus,Winter,Chevrolet,Male,51
LA,Winter,Kia,Male,38
Chicago,Summer,Honda,Female,67
Seattle,Summer,Chevrolet,Male,64
San Diego,Fall,Jeep,Female,39
Austin,Summer,Honda,Female,72
Columbus,Summer,Nissan,Male,57
San Diego,Spring,Subaru,Male,73
NYC,Winter,Ford,Male,77
Philladephia,Winter,Hyundai,Male,73
Phoenix,Spring,Nissan,Male,62
NYC,Winter,Nissan,Female,34
San Diego,Spring,Nissan,Female,46
Houston,Fall,GMC,Female,57
Columbus,Fall,Hyundai,Female,77
LA,Fall,Ram,Female,38
NYC,Summer,Nissan,Male,55
Chicago,Spring,Ram,Male,46
NYC,Summer,Jeep,Female,19
Chicago,Winter,Honda,Female,53
Austin,Winter,Kia,Male,42
Philladephia,Spring,Kia,Female,66
LA,Spring,Chevrolet,Male,53
Columbus,Winter,Jeep,Female,34
Seattle,Spring,Jeep,Female,66
Houston,Spring,Honda,Female,58
NYC,Fall,Ram,Male,37
Chicago,Spring,GMC,Female,56
Austin,Fall,Hyundai,Female,50
LA,Summer,Toyota,Female,78
LA,Spring,Honda,Male,51
Philladephia,Summer,Hyundai,Male,46
Philladephia,Fall,Subaru,Female,44
San Antonio,Spring,Hyundai,Female,36
NYC,Fall,GMC,Male,31
San Diego,Spring,Kia,Female,39
Houston,Fall,Ford,Male,34
LA,Summer,Kia,Male,43
Columbus,Summer,Ram,Male,44
LA,Summer,Hyundai,Female,67
NYC,Summer,Ford,Female,70
Chicago,Summer,Ram,Female,66
Columbus,Spring,Ram,Male,41
Seattle,Fall,Ford,Male,32
LA,Spring,Ram,Male,75
Phoenix,Summer,Toyota,Female,29
Houston,Winter,Honda,Male,20
Seattle,Summer,Subaru,Male,28
San Antonio,Winter,Subaru,Male,30
LA,Summer,Jeep,Male,68
San Antonio,Winter,Toyota,Male,53
San Diego,Spring,GMC,Male,79
Austin,Summer,GMC,Female,79
Houston,Fall,Nissan,Male,80
Chicago,Fall,Chevrolet,Female,47
Philladephia,Fall,Honda,Male,24
Austin,Winter,Ram,Female,22
San Diego,Winter,Hyundai,Male,77
NYC,Winter,Nissan,Female,36
Chicago,Spring,Subaru,Female,63
San Diego,Fall,Nissan,Female,63
Houston,Fall,GMC,Male,73
San Diego,Spring,Jeep,Female,75
NYC,Winter,Hyundai,Female,65
NYC,Spring,GMC,Female,59
Phoenix,Spring,Jeep,Female,49
Columbus,Summer,Honda,Female,63
Houston,Spring,Ford,Female,47
Houston,Summer,Jeep,Female,25
Houston,Fall,GMC,Female,22
NYC,Fall,Subaru,Female,40
Austin,Summer,Honda,Male,20
LA,Spring,Nissan,Female,26
NYC,Fall,Ram,Male,59
LA,Summer,Ford,Female,41
Philladephia,Winter,GMC,Male,59
San Antonio,Summer,Toyota,Female,44
San Diego,Spring,Toyota,Male,64
Columbus,Winter,Chevrolet,Male,44
Seattle,Fall,Ford,Male,73
NYC,Spring,Ford,Male,65
Seattle,Spring,Ford,Male,40
NYC,Spring,Chevrolet,Male,53
San Antonio,Summer,Ram,Female,66
San Antonio,Spring,GMC,Male,18
Philladephia,Summer,Ford,Female,22
San Antonio,Summer,Kia,Male,79
Columbus,Fall,Ram,Male,24
Philladephia,Spring,Honda,Male,76
Austin,Fall,Hyundai,Male,34
Columbus,Spring,Hyundai,Female,72
San Diego,Spring,Subaru,Female,30
Phoenix,Spring,Hyundai,Female,75
Philladephia,Winter,GMC,Female,22
San Antonio,Summer,Jeep,Male,74
Columbus,Spring,Toyota,Male,39
LA,Spring,Ram,Male,37
Houston,Spring,Hyundai,Female,44
LA,Spring,Honda,Female,28
Columbus,Fall,Nissan,Male,59
Houston,Spring,Chevrolet,Female,50
San Diego,Spring,Subaru,Male,59
LA,Summer,Nissan,Male,54
Philladephia,Summer,Hyundai,Male,42
NYC,Spring,Toyota,Female,44
Austin,Fall,Honda,Female,71
Austin,Fall,Honda,Male,60
Chicago,Fall,Jeep,Male,66
NYC,Fall,Jeep,Male,39
Austin,Winter,Hyundai,Female,50
Phoenix,Spring,Chevrolet,Male,78
LA,Summer,Subaru,Male,42
Houston,Winter,Ram,Female,33
Chicago,Fall,Honda,Female,48
San Antonio,Winter,Hyundai,Female,62
Seattle,Spring,Jeep,Female,46
LA,Fall,Ram,Male,27
Phoenix,Spring,GMC,Female,73
San Antonio,Winter,Ford,Female,20
Seattle,Fall,Honda,Male,50
Columbus,Spring,Toyota,Male,42
Chicago,Spring,Kia,Female,71
Chicago,Summer,Jeep,Female,40
Austin,Winter,Chevrolet,Male,68
Houston,Spring,Kia,Female,36
NYC,Spring,Subaru,Female,50
Seattle,Spring,GMC,Female,77
Phoenix,Summer,Ford,Male,29
Phoenix,Fall,Toyota,Male,36
Columbus,Winter,Kia,Female,45
Seattle,Spring,Ram,Female,58
Phoenix,Fall,Ram,Female,74
Houston,Summer,Subaru,Female,32
LA,Fall,GMC,Female,40
Philladephia,Summer,Hyundai,Female,76
Columbus,Fall,GMC,Female,42
Seattle,Spring,Ford,Female,34
Austin,Summer,GMC,Female,64
Chicago,Winter,Ford,Female,61
San Antonio,Summer,Toyota,Female,31
Austin,Winter,Honda,Male,49
Philladephia,Winter,Subaru,Female,40
San Diego,Spring,Hyundai,Female,32
Philladephia,Fall,Ford,Female,26
Chicago,Summer,Chevrolet,Male,71
San Antonio,Fall,Honda,Male,59
San Diego,Winter,Toyota,Male,31
NYC,Fall,Toyota,Female,35
San Diego,Summer,Subaru,Female,18
Chicago,Winter,Ram,Male,52
San Diego,Fall,Ford,Male,41
Seattle,Winter,Jeep,Male,38
Phoenix,Fall,Toyota,Male,71
San Diego,Winter,GMC,Male,48
Austin,Winter,Jeep,Female,61
Phoenix,Spring,Nissan,Male,37
San Antonio,Fall,GMC,Female,52
LA,Winter,Jeep,Male,22
NYC,Fall,Ford,Male,75
Chicago,Summer,Toyota,Male,32
Houston,Fall,Nissan,Female,72
LA,Winter,Nissan,Male,71
San Diego,Spring,Honda,Male,20
Chicago,Spring,GMC,Male,41
Houston,Fall,Honda,Male,40
Chicago,Spring,Ford,Female,76
Columbus,Fall,Nissan,Female,48
Houston,Winter,Chevrolet,Female,46
Columbus,Summer,Honda,Male,59
Austin,Fall,Subaru,Male,35
NYC,Spring,Ram,Female,79
Phoenix,Fall,Ford,Female,67
Austin,Winter,Hyundai,Female,30
Philladephia,Summer,Toyota,Female,64
Columbus,Summer,Subaru,Male,41
Phoenix,Spring,Jeep,Male,67
Seattle,Winter,Chevrolet,Male,46
LA,Winter,GMC,Female,51
Austin,Fall,Nissan,Female,57
Austin,Winter,Ford,Female,79
Phoenix,Fall,Ram,Female,52
NYC,Fall,Honda,Female,50
Chicago,Winter,Jeep,Male,69
NYC,Spring,Hyundai,Female,54
Columbus,Spring,Kia,Male,64
Chicago,Winter,Ford,Female,22
LA,Summer,Ford,Female,71
NYC,Spring,Hyundai,Female,75
Houston,Spring,GMC,Male,40
San Antonio,Summer,Toyota,Female,75
Phoenix,Winter,Toyota,Female,48
Philladephia,Fall,Ram,Male,34
Houston,Fall,Ford,Male,22
Columbus,Spring,Hyundai,Male,55
Houston,Spring,Honda,Female,78
Chicago,Summer,Nissan,Male,37
Chicago,Spring,Nissan,Male,30
Houston,Spring,Ram,Female,32
LA,Summer,Ram,Male,59
Chicago,Fall,Hyundai,Male,80
Houston,Fall,Honda,Male,76
NYC,Winter,Toyota,Female,33
Houston,Fall,Ram,Male,58
NYC,Fall,Honda,Female,38
San Antonio,Winter,GMC,Female,18
Austin,Fall,Jeep,Male,22
Chicago,Spring,Kia,Male,19
Philladephia,Summer,Honda,Female,55
Houston,Spring,Toyota,Male,55
Columbus,Summer,Kia,Male,63
LA,Fall,Ford,Male,66
San Antonio,Summer,Ram,Female,74
Chicago,Fall,Toyota,Male,69
Seattle,Fall,Nissan,Female,78
Chicago,Summer,Ford,Male,34
NYC,Spring,Kia,Female,54
Columbus,Fall,Ram,Female,72
Houston,Winter,Nissan,Male,30
Austin,Spring,GMC,Male,79
LA,Spring,Chevrolet,Female,68
Seattle,Fall,Hyundai,Male,34
NYC,Winter,Subaru,Male,30
LA,Spring,Hyundai,Female,22
Houston,Summer,Honda,Female,30
San Antonio,Spring,Hyundai,Male,33
Chicago,Winter,Ram,Male,53
Seattle,Winter,Jeep,Male,46
Chicago,Spring,Ford,Female,50
Houston,Winter,Ford,Male,58
Houston,Summer,Jeep,Male,57
Houston,Spring,Jeep,Female,71
Seattle,Fall,GMC,Female,68
Phoenix,Fall,Hyundai,Female,62
NYC,Winter,Ram,Male,75
Austin,Winter,Honda,Female,75
Austin,Fall,Honda,Male,57
Seattle,Spring,Ford,Female,59
Houston,Winter,Subaru,Male,70
San Antonio,Winter,Subaru,Male,62
Phoenix,Summer,Honda,Male,38
Philladephia,Winter,Kia,Male,75
Philladephia,Fall,Chevrolet,Male,49
NYC,Winter,Toyota,Female,37
Columbus,Spring,Ford,Female,51
San Diego,Winter,Hyundai,Female,30
Chicago,Spring,Chevrolet,Male,64
San Antonio,Winter,Hyundai,Female,42
Philladephia,Spring,GMC,Female,32
Austin,Fall,Honda,Female,28
Philladephia,Summer,Ford,Female,50
San Diego,Winter,GMC,Female,45
Columbus,Summer,Kia,Female,23
LA,Fall,Jeep,Female,65
Columbus,Spring,Jeep,Female,38
LA,Summer,Nissan,Female,22
Austin,Summer,Chevrolet,Male,59
NYC,Spring,Ram,Male,63
Houston,Fall,Ford,Female,52
Columbus,Winter,GMC,Female,28
San Antonio,Fall,Ford,Female,75
Chicago,Fall,Hyundai,Female,22
Philladephia,Winter,Jeep,Female,73
Houston,Winter,Ram,Female,49
LA,Winter,Hyundai,Female,47
Columbus,Summer,GMC,Male,22
Phoenix,Fall,Nissan,Female,40
Philladephia,Spring,Nissan,Female,25
San Diego,Spring,Honda,Male,54
Chicago,Winter,Ram,Female,48
Columbus,Fall,Ford,Female,54
Austin,Summer,Jeep,Male,56
NYC,Summer,GMC,Female,72
Houston,Spring,Subaru,Female,70
San Antonio,Fall,Ram,Female,62
Phoenix,Winter,Nissan,Male,22
Houston,Winter,Ram,Female,39
Philladephia,Summer,Ram,Male,55
Seattle,Spring,Kia,Male,56
Columbus,Spring,Nissan,Male,18
Houston,Winter,Toyota,Male,67
San Antonio,Fall,Chevrolet,Female,33
San Diego,Fall,Ram,Female,37
NYC,Spring,Jeep,Female,77
NYC,Winter,Hyundai,Male,79
Chicago,Summer,GMC,Male,58
Austin,Fall,Hyundai,Female,75
Chicago,Spring,Nissan,Male,32
NYC,Summer,Hyundai,Male,39
Phoenix,Spring,Jeep,Female,78
Columbus,Spring,Ford,Male,71
San Diego,Winter,Kia,Male,37
Seattle,Fall,Honda,Male,75
Seattle,Spring,Ram,Male,49
Houston,Spring,Ford,Female,23
Seattle,Summer,Hyundai,Female,45
San Diego,Winter,Hyundai,Female,35
Phoenix,Summer,Hyundai,Male,29
Houston,Summer,Hyundai,Male,67
San Diego,Winter,Honda,Female,28
Austin,Fall,Kia,Female,39
Phoenix,Summer,Hyundai,Male,75
Philladephia,Spring,Toyota,Female,38
San Diego,Fall,GMC,Male,28
LA,Spring,Ford,Male,65
Seattle,Fall,Ram,Female,48
LA,Winter,Subaru,Male,32
Philladephia,Fall,Ford,Female,43
San Diego,Summer,Ford,Female,80
San Antonio,Fall,Nissan,Male,68
Columbus,Fall,GMC,Female,31
Seattle,Fall,Subaru,Male,43
Philladephia,Fall,Kia,Male,67
Columbus,Winter,Chevrolet,Female,65
NYC,Spring,Nissan,Male,32
Chicago,Winter,Honda,Female,26
Austin,Winter,Kia,Male,79
LA,Spring,Ford,Female,78
LA,Winter,Kia,Female,50
NYC,Spring,Ford,Female,53
Columbus,Summer,Honda,Male,34
Philladephia,Summer,Nissan,Female,29
Houston,Fall,Chevrolet,Female,72
NYC,Summer,Toyota,Female,69
Austin,Winter,Ram,Female,18
San Antonio,Spring,Hyundai,Male,31
LA,Summer,Subaru,Female,63
San Antonio,Winter,Honda,Female,74
Philladephia,Spring,Honda,Male,36
Philladephia,Fall,Toyota,Female,70
Phoenix,Fall,Chevrolet,Male,57
Chicago,Fall,Chevrolet,Male,61
San Antonio,Fall,Nissan,Female,51
LA,Spring,Nissan,Male,48
Philladephia,Winter,Ram,Female,36
Phoenix,Winter,GMC,Female,80
Columbus,Spring,Ram,Male,43
San Antonio,Summer,Hyundai,Female,22
Phoenix,Spring,Subaru,Male,18
Austin,Winter,GMC,Male,26
Seattle,Winter,Kia,Female,72
Austin,Spring,Jeep,Female,49
Chicago,Fall,Honda,Male,58
Austin,Fall,Jeep,Female,73
Phoenix,Winter,Hyundai,Female,27
Austin,Fall,Kia,Male,75
Columbus,Winter,Chevrolet,Male,27
San Diego,Spring,Honda,Male,28
Chicago,Winter,Honda,Male,24
Seattle,Spring,Ford,Male,22
Seattle,Fall,Kia,Male,43
Phoenix,Spring,Hyundai,Female,71
Houston,Spring,Subaru,Male,61
LA,Winter,Kia,Female,76
Houston,Spring,Toyota,Female,35
Houston,Summer,Nissan,Female,66
Columbus,Winter,Toyota,Male,41
LA,Summer,Chevrolet,Male,57
Phoenix,Spring,Chevrolet,Female,43
San Diego,Winter,GMC,Female,64
Austin,Summer,Subaru,Female,47
Columbus,Fall,Ford,Male,57
San Diego,Summer,Chevrolet,Female,45
NYC,Winter,Hyundai,Female,58
San Antonio,Spring,Honda,Female,44
Chicago,Summer,Kia,Female,69
Houston,Spring,Toyota,Female,23
LA,Spring,Jeep,Female,55
LA,Fall,Chevrolet,Male,25
Philladephia,Fall,Honda,Male,31
San Diego,Winter,Ram,Male,47
San Antonio,Fall,Subaru,Male,43
Phoenix,Spring,Ford,Male,40
LA,Summer,Ford,Female,56
Austin,Winter,Honda,Female,22
Philladephia,Winter,Toyota,Male,80
Philladephia,Fall,Ram,Female,47
NYC,Fall,Toyota,Female,63
Columbus,Summer,Honda,Female,73
LA,Summer,Toyota,Female,47
LA,Spring,Chevrolet,Male,55
Houston,Spring,Ram,Female,43
LA,Spring,Ford,Male,18
Chicago,Summer,Hyundai,Male,46
Austin,Spring,Hyundai,Female,27
Houston,Winter,Jeep,Female,52
Austin,Summer,Honda,Male,47
Columbus,Winter,GMC,Male,68
San Diego,Summer,Hyundai,Female,79
Austin,Spring,Subaru,Male,56
Houston,Spring,Chevrolet,Male,43
Houston,Winter,Ram,Female,47
Austin,Spring,Toyota,Female,78
Austin,Winter,Honda,Female,48
Philladephia,Spring,Nissan,Male,45
San Antonio,Fall,Subaru,Female,28
Seattle,Fall,GMC,Male,49
Columbus,Spring,Toyota,Female,37
Philladephia,Spring,Kia,Female,63
Columbus,Fall,Ford,Female,77
NYC,Winter,GMC,Male,71
San Diego,Summer,Honda,Male,30
Philladephia,Fall,GMC,Male,40
LA,Spring,Honda,Female,55
Chicago,Winter,Chevrolet,Female,51
Phoenix,Winter,Ford,Male,57
Houston,Summer,GMC,Female,19
NYC,Spring,Subaru,Male,78
Chicago,Summer,Jeep,Female,43
Philladephia,Spring,Hyundai,Male,71
Phoenix,Winter,Kia,Male,60
LA,Fall,Jeep,Female,43
Seattle,Fall,Toyota,Male,51
Seattle,Fall,Ram,Female,31
Chicago,Fall,Hyundai,Male,78
Chicago,Spring,Hyundai,Male,36
Phoenix,Summer,Chevrolet,Female,18
Houston,Fall,Kia,Female,54
LA,Winter,Chevrolet,Male,79
Chicago,Spring,Kia,Male,39
LA,Spring,Jeep,Male,66
Houston,Summer,Nissan,Female,76
NYC,Spring,Hyundai,Male,44
Phoenix,Fall,Jeep,Female,22
Phoenix,Spring,Kia,Female,24
NYC,Winter,Hyundai,Male,24
Philladephia,Fall,Nissan,Male,28
Seattle,Summer,Ford,Female,24
Columbus,Summer,Ram,Male,28
NYC,Summer,Ford,Female,29
Austin,Summer,Jeep,Female,61
Austin,Spring,Chevrolet,Male,64
Columbus,Winter,Subaru,Male,79
NYC,Spring,Ford,Female,39
Seattle,Winter,GMC,Female,78
San Antonio,Winter,Subaru,Female,66
Philladephia,Winter,Ford,Female,19
Chicago,Fall,Jeep,Male,45
LA,Winter,Ram,Male,33
Columbus,Spring,Nissan,Male,32
Houston,Summer,Nissan,Male,64
NYC,Summer,Ford,Male,23
NYC,Winter,Ford,Female,43
San Antonio,Spring,GMC,Female,57
LA,Summer,Honda,Female,77
NYC,Spring,Jeep,Male,27
San Antonio,Summer,Hyundai,Female,27
Philladephia,Winter,Honda,Male,18
Chicago,Summer,Honda,Female,50
Seattle,Summer,GMC,Female,71
LA,Winter,Kia,Male,79
San Antonio,Winter,Kia,Male,26
San Diego,Summer,Honda,Female,31
San Antonio,Spring,Chevrolet,Female,42
LA,Fall,Toyota,Male,58
Phoenix,Winter,Nissan,Female,71
Phoenix,Winter,Subaru,Male,28
San Diego,Fall,Ram,Male,46
San Diego,Fall,GMC,Male,55
Phoenix,Winter,Ford,Female,79
San Antonio,Winter,Toyota,Female,50
Houston,Spring,Jeep,Female,79
LA,Fall,Honda,Male,60
Phoenix,Spring,Ram,Male,71
San Antonio,Summer,Nissan,Male,51
Chicago,Spring,Hyundai,Male,20
Philladephia,Fall,Ford,Female,65
Phoenix,Fall,GMC,Male,76
NYC,Fall,Subaru,Female,24
Columbus,Spring,Honda,Male,24
Columbus,Fall,Toyota,Male,32
Seattle,Spring,Honda,Male,41
Houston,Spring,Toyota,Male,49
Chicago,Fall,GMC,Male,54
NYC,Fall,Jeep,Female,42
Houston,Winter,Hyundai,Male,39
Columbus,Winter,Hyundai,Male,45
Phoenix,Spring,Subaru,Female,46
Philladephia,Spring,Subaru,Male,45
Philladephia,Spring,Jeep,Female,44
LA,Spring,Jeep,Female,40
Austin,Spring,Ford,Female,74
Columbus,Spring,Honda,Female,71
NYC,Winter,Honda,Male,46
Phoenix,Winter,Kia,Female,18
Austin,Spring,Honda,Female,24
Seattle,Fall,Subaru,Male,25
NYC,Summer,Jeep,Male,73
NYC,Spring,Hyundai,Female,18
