country,content,imdb_score,Gross,Budget,genre,DataMaker
USA,R,7.1,High,Medium,Comedy,FellAsleep
USA,R,9.63,Medium,Medium,Comedy,LikedIt
USA,PG-13,6.69,Low,Low,History,FellAsleep
USA,PG,8.42,High,High,Family,Survived
USA,PG,4.5,High,High,Family,Quit
USA,PG-13,7.24,Medium,Medium,Comedy,Survived
USA,PG-13,8.31,High,High,Family,LikedIt
USA,PG-13,7.41,High,High,History,LovedIt
USA,R,6.85,Low,Medium,Action,Quit
UK,R,9.41,Medium,Medium,Drama,LikedIt
UK,PG-13,8.29,High,High,Family,LikedIt
USA,PG-13,9.51,High,Medium,Comedy,LikedIt
Canada,R,8.19,Low,Low,History,FellAsleep
USA,R,6.4,Medium,High,Drama,FellAsleep
USA,R,6.42,Low,Medium,Comedy,Quit
Spain,R,6.16,High,Medium,Drama,LovedIt
China,R,9.73,Low,High,History,LikedIt
USA,PG,8.85,Low,Low,Drama,LikedIt
Canada,R,7.03,Low,Low,Action,Survived
China,R,7.77,Low,Medium,Comedy,Quit
USA,R,7.04,Medium,Medium,Drama,Quit
USA,R,7.36,Low,Low,Drama,Survived
Hong Kong,R,7.23,High,Medium,Action,LovedIt
USA,R,7.01,Low,Medium,Comedy,Quit
Canada,PG-13,7.06,Low,Low,Action,Survived
USA,R,7.83,High,Medium,Comedy,LovedIt
USA,R,8.9,Low,Low,History,LikedIt
UK,PG,9.22,High,Low,History,LovedIt
USA,R,5.92,Low,Low,Action,Quit
USA,PG,6.95,High,High,Family,LovedIt
USA,G,5.78,High,Medium,Comedy,Quit
USA,R,5.55,High,High,Action,Quit
USA,PG-13,5.99,High,Medium,Comedy,Quit
USA,R,6.9,High,Medium,Comedy,Survived
USA,R,8.93,High,High,Family,LikedIt
USA,PG,7.89,Medium,Medium,Comedy,FellAsleep
USA,R,4.73,High,Medium,Comedy,Quit
Germany,R,6.95,Medium,Medium,Drama,FellAsleep
USA,R,6.85,Medium,Medium,Comedy,Survived
USA,PG-13,8.43,Medium,Medium,Comedy,LikedIt
USA,R,7.02,Medium,Medium,Comedy,Quit
UK,PG-13,7.64,High,Medium,Comedy,LovedIt
UK,G,5.65,High,Medium,Comedy,Survived
UK,R,7.17,Medium,Medium,Comedy,Quit
USA,R,7.68,Low,Low,Action,FellAsleep
USA,PG-13,6.68,Medium,High,Family,Survived
USA,PG-13,7.12,Medium,Medium,Comedy,Quit
USA,R,5.98,Medium,High,Family,Quit
USA,PG,4.12,Low,Medium,Comedy,Survived
France,R,7.27,Low,Medium,Comedy,Survived
USA,R,7.39,Medium,Medium,Comedy,Survived
Germany,G,6.27,High,Medium,Comedy,Survived
USA,R,6.88,High,Medium,Comedy,LovedIt
USA,R,6.48,High,High,Family,LovedIt
USA,R,6.46,Medium,Low,History,FellAsleep
Hong Kong,PG,5.7,Medium,High,Family,Quit
France,PG,7.23,Low,Low,Drama,Survived
USA,PG-13,5.84,High,High,Action,Quit
France,R,5.84,Medium,High,Family,Quit
UK,R,7.13,Low,Medium,Action,FellAsleep
USA,R,5.86,High,Medium,Action,Quit
USA,R,5.86,High,High,Drama,Quit
USA,R,6.49,Medium,Medium,Comedy,Quit
USA,G,9.5,High,High,Family,LikedIt
USA,R,6.51,Medium,Medium,Action,Survived
USA,R,6.5,Medium,Medium,Action,Survived
USA,PG-13,6.9,High,High,Drama,FellAsleep
USA,R,6.01,High,Low,Drama,LovedIt
USA,PG-13,5.31,High,Medium,Drama,Quit
USA,R,5.97,Medium,Medium,Comedy,Quit
USA,R,6.3,Medium,Medium,Action,FellAsleep
USA,R,5.75,High,Low,Action,Quit
China,PG-13,7.17,Low,Low,History,FellAsleep
USA,R,7.14,Medium,Medium,Comedy,Survived
USA,PG-13,7.87,Medium,Medium,Action,Quit
USA,R,8.64,High,Low,History,LovedIt
USA,PG,3.83,High,High,Family,Quit
USA,PG-13,5.51,High,Medium,Comedy,Quit
USA,R,6.29,Medium,Medium,Comedy,Survived
USA,PG-13,6.94,Medium,Medium,Comedy,FellAsleep
Canada,PG-13,4.84,Medium,Medium,Action,Quit
USA,PG,6.24,High,Medium,Comedy,FellAsleep
USA,PG,6.42,High,Medium,Comedy,FellAsleep
USA,R,6.58,High,High,Family,LikedIt
USA,PG-13,6.96,High,Medium,Comedy,Survived
USA,R,7.75,High,Medium,Comedy,Quit
USA,PG-13,6.49,High,High,Drama,LovedIt
USA,PG-13,6.3,Medium,Medium,Comedy,Survived
USA,R,8.05,Medium,Medium,Comedy,FellAsleep
USA,R,6.18,High,High,Family,Quit
USA,R,9.16,Medium,Low,History,Survived
USA,PG-13,4.87,Medium,High,Family,Quit
USA,R,6.52,Low,Medium,Comedy,FellAsleep
UK,G,10.39,Medium,Medium,Comedy,LikedIt
USA,R,4.24,Medium,Medium,Drama,Quit
USA,R,7.49,High,High,Family,Quit
USA,PG-13,5.6,High,High,Family,Quit
USA,PG,4.32,High,Medium,Drama,Quit
USA,PG,6.41,High,Medium,Comedy,FellAsleep
USA,PG,6.4,Medium,High,Family,Quit
USA,PG-13,7.33,High,Medium,Comedy,FellAsleep
USA,PG-13,4.61,High,Medium,Action,Quit
USA,PG-13,7.24,High,Medium,Comedy,LovedIt
USA,PG-13,4.89,Medium,High,Family,Quit
USA,PG-13,6.07,High,Low,Drama,LovedIt
USA,R,9.35,Low,Low,History,LikedIt
USA,PG-13,7.23,Low,Medium,History,FellAsleep
USA,R,7.99,Low,Low,History,Quit
USA,R,8.03,Low,Medium,Sci-Fi,LikedIt
USA,PG-13,5.86,Medium,Medium,Action,Quit
UK,R,7.32,High,High,Action,LovedIt
UK,PG-13,5.54,Low,Medium,Comedy,Quit
USA,PG,5.78,High,High,Family,Quit
USA,R,9.3,Medium,Low,History,LikedIt
USA,PG-13,7.68,High,Medium,History,FellAsleep
USA,PG,5.31,Medium,Medium,Sci-Fi,Quit
UK,R,6.27,High,Low,Action,LovedIt
USA,PG-13,6.14,High,High,Action,Survived
USA,PG,5.35,High,High,Family,Quit
Germany,R,7.88,Medium,Medium,Drama,Quit
USA,R,4.3,Medium,Low,Drama,Quit
USA,R,7.72,Low,Low,History,FellAsleep
Canada,PG-13,4.35,High,Medium,Comedy,Quit
USA,PG,5.33,Medium,Medium,Action,Quit
USA,PG-13,7.23,High,Low,History,LovedIt
USA,G,7.3,High,High,Sci-Fi,Quit
USA,PG-13,6.61,High,Medium,Comedy,FellAsleep
UK,PG-13,6.98,Medium,Medium,Comedy,FellAsleep
USA,R,7.9,High,Low,Action,LovedIt
USA,PG-13,2.91,Low,Low,History,Quit
USA,R,8.14,Medium,Low,Drama,LikedIt
Spain,PG,5.47,Medium,High,Family,Quit
Germany,R,7.25,High,High,History,Survived
USA,PG,5.77,High,High,Family,Quit
UK,R,3.36,Medium,Medium,Drama,Quit
USA,PG,8.69,Medium,Low,History,Survived
USA,PG-13,6.85,Medium,Low,Drama,Survived
USA,PG,8.44,High,High,Family,LikedIt
France,PG-13,5.89,Low,Medium,Action,Quit
USA,PG-13,6.78,Medium,High,History,Survived
Germany,PG-13,5.5,Medium,Medium,Drama,Quit
USA,R,5.01,Low,Low,Drama,Quit
Brazil,R,8.26,Low,Low,Action,Survived
France,PG-13,6.28,High,Medium,Comedy,LovedIt
USA,PG-13,5.74,High,High,Family,Quit
USA,PG-13,5,High,High,Family,Quit
USA,PG-13,5.66,High,High,Family,Quit
USA,PG,8.66,Low,Low,History,Quit
USA,PG-13,2.24,Low,Medium,Drama,Quit
USA,R,6.18,Low,Medium,Action,Survived
UK,PG-13,9.71,Low,Low,History,LikedIt
USA,PG-13,6.77,High,Medium,History,Quit
UK,R,7.17,Medium,Medium,Drama,FellAsleep
UK,PG-13,5.51,Medium,Medium,Comedy,Quit
USA,PG,8.35,High,Low,Action,LovedIt
USA,PG-13,5.82,Medium,Medium,Comedy,Quit
USA,PG-13,6.69,Medium,Medium,Comedy,Quit
USA,R,6.78,Medium,Medium,Comedy,FellAsleep
USA,PG-13,5.74,High,High,Family,Quit
USA,PG-13,7.14,High,High,Sci-Fi,LovedIt
USA,PG,8.79,High,Low,History,LovedIt
USA,R,5.71,Medium,Medium,Comedy,Quit
USA,PG-13,5.78,High,High,Sci-Fi,Quit
USA,PG-13,5.58,Medium,Low,Drama,Quit
USA,G,6.69,Medium,Medium,Comedy,Quit
USA,R,5.49,Medium,Medium,Comedy,Quit
USA,R,3.52,Low,Low,Action,Quit
USA,PG-13,3.51,High,High,Family,Quit
Japan,PG,8.68,Medium,Medium,Comedy,FellAsleep
USA,PG,6.52,High,High,Sci-Fi,LovedIt
USA,PG,7.03,Medium,Medium,History,LovedIt
South Korea,PG,2.75,Low,Medium,Comedy,FellAsleep
South Korea,R,7.4,High,Medium,Comedy,LovedIt
USA,PG,8.01,Medium,Medium,Comedy,FellAsleep
USA,R,6,Low,Low,Drama,Quit
UK,R,6.58,Low,High,Action,Survived
USA,R,9.35,Medium,Low,Drama,LikedIt
USA,PG,5.7,High,High,Drama,Quit
USA,PG,4.77,Medium,Medium,Comedy,FellAsleep
Aruba,R,4.94,Medium,Medium,Action,Quit
USA,R,7.91,Medium,Medium,Comedy,Quit
UK,R,7.22,High,Low,Action,LovedIt
Australia,PG,9.57,Low,Low,Drama,LikedIt
UK,PG-13,7.94,Low,Low,Action,FellAsleep
USA,PG-13,7.8,High,Medium,Comedy,LovedIt
USA,PG,5.96,Medium,Medium,Comedy,FellAsleep
Spain,PG-13,7.21,Medium,Medium,Drama,FellAsleep
USA,R,6.35,Low,Low,History,Quit
UK,R,10.18,Low,Low,History,LikedIt
USA,R,7.54,Low,Low,History,Survived
UK,R,6.94,Low,Medium,Action,Survived
Australia,R,6.66,Low,Medium,History,Quit
USA,R,6.04,Low,Low,Action,Quit
USA,PG-13,6.05,Medium,High,Family,FellAsleep
USA,PG-13,8.47,High,High,Family,LikedIt
USA,R,8.1,High,Medium,Action,Quit
USA,PG,6.19,High,Medium,Comedy,FellAsleep
USA,PG-13,7.06,Low,Medium,Comedy,Quit
Germany,R,8.05,High,Medium,Comedy,LikedIt
UK,G,7.69,Medium,Medium,Comedy,Survived
USA,PG-13,6.88,High,Medium,Sci-Fi,Survived
USA,R,7.36,Low,Medium,Drama,Quit
USA,PG-13,6.25,Medium,High,Action,Survived
USA,PG-13,9.19,Low,Low,History,Quit
USA,PG-13,6.38,High,Low,History,FellAsleep
USA,PG-13,5.98,Medium,Medium,Comedy,Quit
USA,R,7.46,Low,Low,Drama,Survived
USA,PG-13,8.33,High,High,Family,LikedIt
USA,PG,9.65,Low,Low,History,LikedIt
USA,G,7.85,Medium,Medium,Sci-Fi,Survived
USA,R,7.14,Medium,High,Action,Survived
USA,PG-13,6.84,High,Medium,Comedy,Survived
USA,PG,5.52,High,Medium,Comedy,FellAsleep
USA,R,8.77,High,Medium,Action,LikedIt
USA,R,8,Medium,Medium,Comedy,LikedIt
Spain,R,7.16,Low,Low,Drama,Survived
Canada,PG-13,3.72,Low,Medium,Drama,LikedIt
USA,R,7.25,Medium,Low,History,FellAsleep
USA,R,5.83,Low,Medium,Comedy,Quit
USA,R,6.26,Low,Low,History,Quit
UK,R,7.05,High,Medium,Comedy,LovedIt
France,R,5.63,Low,Medium,Comedy,Quit
Japan,PG-13,3.96,High,Medium,Comedy,Quit
USA,PG-13,6.3,Low,Medium,Action,FellAsleep
USA,PG,5.06,High,High,Family,Quit
USA,PG,8.35,High,High,Family,LikedIt
UK,R,7.52,High,Medium,Action,LovedIt
USA,R,6.85,High,High,Action,LovedIt
USA,R,4.08,Low,Low,Action,Quit
USA,PG-13,7.39,High,Medium,Drama,LovedIt
USA,G,7.33,High,Medium,Comedy,LovedIt
USA,PG,7.08,High,High,Family,FellAsleep
USA,PG-13,8.75,High,High,Action,LikedIt
USA,R,8.87,Medium,Medium,Comedy,LikedIt
USA,R,6.43,Medium,Medium,Drama,LikedIt
USA,R,9.68,Medium,Low,History,Quit
USA,PG-13,4.33,Low,Low,History,Quit
USA,PG-13,6.76,High,Medium,Comedy,Quit
USA,PG-13,8.4,High,Medium,Comedy,LikedIt
USA,PG-13,6.43,High,High,Drama,FellAsleep
USA,PG-13,4.92,High,High,Family,Quit
USA,PG,5.22,Low,Medium,Comedy,FellAsleep
USA,PG-13,7.24,High,Medium,Comedy,LovedIt
USA,R,5.27,Low,Low,History,Quit
UK,R,6.73,Low,Low,History,Survived
USA,R,7.38,High,Medium,Action,Survived
USA,PG-13,2.56,High,Medium,Comedy,Quit
USA,R,5.78,Medium,Medium,Action,Quit
USA,R,7.52,High,Medium,Comedy,Quit
USA,R,9.86,Low,Low,History,LikedIt
USA,PG,8.48,Low,Low,History,Survived
USA,R,6.26,Medium,Medium,Drama,FellAsleep
USA,PG-13,5.73,High,High,Family,Quit
USA,PG-13,5.56,High,High,Family,Quit
USA,R,6.39,High,High,Drama,Quit
USA,R,6.81,High,Medium,Comedy,LovedIt
USA,R,8.87,Low,Medium,Drama,LikedIt
USA,PG-13,6.11,High,Medium,Comedy,FellAsleep
USA,R,8.08,Low,Low,History,FellAsleep
Canada,PG-13,4.93,Medium,High,Family,Quit
USA,PG,5.36,High,High,Family,Quit
USA,R,5.83,Medium,Medium,Action,Quit
USA,R,10.01,Low,Medium,Comedy,LikedIt
USA,PG-13,6.57,High,High,Family,Survived
USA,G,2.6,Low,Low,Comedy,Quit
USA,PG,6.77,High,Medium,Comedy,FellAsleep
USA,PG-13,6.87,Low,Medium,Drama,Survived
USA,R,6.04,Medium,High,Family,Survived
USA,R,7.48,High,Medium,Drama,LovedIt
USA,R,7.85,High,Medium,Comedy,Survived
USA,R,8.07,Medium,Medium,Comedy,FellAsleep
UK,PG-13,8.98,Medium,Medium,Comedy,LikedIt
USA,PG,7.06,High,High,Family,LovedIt
USA,R,5.55,High,Low,Action,Quit
USA,PG-13,8.98,Medium,Medium,Comedy,LikedIt
USA,PG,5.71,High,High,Sci-Fi,Quit
UK,PG-13,6.23,Medium,High,Family,Survived
USA,PG-13,5.76,Medium,Medium,Action,Quit
UK,PG-13,3.59,Low,High,Family,Quit
USA,PG-13,6.47,High,High,Action,Quit
Canada,R,9.52,Low,Low,History,LikedIt
USA,PG-13,6.95,High,Medium,Drama,LovedIt
USA,G,8.23,Medium,Medium,Comedy,LikedIt
Canada,R,3.42,Low,Low,Action,Quit
USA,PG,4.48,High,High,Family,Quit
USA,PG-13,4.01,Low,Low,History,Quit
USA,R,6.51,Medium,Medium,History,Quit
USA,PG-13,5.96,Medium,High,Drama,Quit
USA,R,8.41,Medium,High,Family,LikedIt
USA,G,3.79,High,High,Family,Quit
USA,PG-13,6.03,High,Low,History,LovedIt
USA,PG-13,6.44,Medium,High,Action,FellAsleep
USA,PG,7.35,Medium,Medium,Comedy,FellAsleep
USA,R,7.98,Low,Low,History,LovedIt
Hong Kong,PG,6.36,Medium,Medium,Comedy,FellAsleep
USA,R,7.52,High,Low,History,FellAsleep
USA,R,7.41,Medium,Medium,Drama,FellAsleep
USA,R,8.99,Low,Medium,Comedy,LikedIt
USA,PG-13,8.06,Medium,Medium,Action,LikedIt
USA,PG-13,7.66,High,Medium,Comedy,Survived
USA,PG-13,8.22,High,Medium,Action,Survived
USA,PG-13,7.31,Medium,Medium,Comedy,Quit
USA,R,7.09,Medium,Medium,Comedy,Survived
UK,R,10,Low,Low,History,LikedIt
USA,R,8.16,Medium,High,Action,LikedIt
USA,R,5.46,Medium,Medium,Action,Quit
USA,PG-13,6.64,High,Medium,Comedy,Quit
USA,PG-13,5.88,Medium,Medium,Drama,Quit
USA,PG,8.87,Medium,Low,History,LikedIt
USA,R,7.51,Medium,Medium,Comedy,FellAsleep
USA,R,6.65,Medium,Medium,Action,Survived
USA,PG-13,5.66,High,Medium,Comedy,Quit
USA,PG,2.53,Medium,Medium,Action,Quit
USA,PG,4.33,Medium,Medium,Comedy,FellAsleep
USA,R,6.62,Medium,Low,History,FellAsleep
USA,R,7.24,High,High,History,LovedIt
USA,PG-13,5.77,High,Medium,Action,Quit
USA,R,6.57,High,High,Family,Quit
USA,R,7.06,High,High,History,FellAsleep
USA,PG,6.77,High,Medium,Comedy,FellAsleep
USA,PG,5.36,Medium,Medium,Comedy,FellAsleep
Hungary,R,6.56,Low,High,Family,Survived
USA,PG,5.58,Medium,Medium,Action,Quit
USA,R,5.86,High,Medium,Comedy,Quit
South Africa,R,8.06,High,Medium,Comedy,LovedIt
USA,R,5.56,High,Low,Drama,Quit
USA,R,6.79,Medium,Medium,Comedy,FellAsleep
USA,PG-13,5.16,Medium,Medium,Drama,Quit
USA,PG,5.28,High,High,Family,Quit
USA,R,7.82,Medium,Medium,Comedy,FellAsleep
USA,PG-13,5.34,Medium,Medium,Comedy,Quit
USA,PG,7.04,High,Medium,Comedy,FellAsleep
USA,R,7.71,High,Low,Drama,LovedIt
Canada,R,6.85,High,Low,Drama,LovedIt
France,R,7.61,High,Medium,Action,LovedIt
USA,R,6.87,High,High,Family,LovedIt
USA,PG-13,5.25,High,High,Family,Quit
USA,PG-13,6.36,High,High,Family,FellAsleep
USA,R,7.08,Medium,Low,History,Quit
USA,PG,7.23,High,High,Action,LovedIt
USA,R,7.58,Low,Medium,Comedy,Survived
USA,R,9.75,High,Medium,Comedy,LikedIt
USA,R,6.21,Medium,Medium,Comedy,Survived
USA,PG-13,7.76,High,Medium,Drama,LovedIt
UK,R,7.14,Low,Low,History,Survived
Australia,PG,5.5,Medium,Medium,Comedy,FellAsleep
USA,R,3.09,High,High,Family,Quit
USA,G,7.14,Medium,Low,History,Survived
UK,R,4.91,Low,High,Family,Quit
USA,PG,5.18,High,High,Family,Quit
USA,R,5.56,Low,Low,Action,Quit
USA,PG,5.86,High,High,Family,Quit
USA,PG,3.95,High,High,Family,Quit
Japan,R,7.47,Low,High,Family,Survived
UK,PG-13,7.55,High,High,Sci-Fi,Quit
USA,PG-13,6.6,Medium,High,Sci-Fi,FellAsleep
UK,R,6.73,Low,Low,History,FellAsleep
UK,R,7.44,Medium,Medium,Drama,FellAsleep
Germany,R,8.08,Medium,Low,Action,Survived
USA,R,3.95,Low,Medium,Comedy,Quit
USA,PG,8.02,High,High,Sci-Fi,Survived
USA,R,7.66,Low,Low,History,Quit
Spain,R,6.64,Low,Low,History,FellAsleep
USA,PG-13,9.54,High,Medium,Comedy,LikedIt
Peru,R,5.52,High,Medium,Comedy,Quit
USA,R,7.49,High,Medium,Drama,FellAsleep
USA,PG-13,5.85,High,High,Family,Quit
USA,R,6.67,Medium,Medium,Comedy,Quit
USA,PG,8.21,Medium,Medium,Sci-Fi,LikedIt
USA,PG-13,5.8,High,Medium,Comedy,Quit
USA,R,6.46,High,Medium,Comedy,LovedIt
USA,PG,4.55,Medium,High,Family,Quit
USA,PG-13,5.65,High,High,Family,Quit
UK,PG-13,7.75,Medium,Medium,Drama,Survived
USA,R,6.77,Low,Low,History,Quit
USA,PG,8.98,High,Medium,Comedy,LovedIt
USA,R,9.26,Low,Low,History,LikedIt
USA,PG-13,5.06,Low,Low,History,Quit
USA,R,4.11,Medium,High,Family,Quit
USA,PG,5.61,Low,Medium,Comedy,FellAsleep
USA,PG,7.59,Low,Low,History,FellAsleep
USA,PG,5.58,High,High,Family,Quit
UK,R,9.3,Low,Low,History,LikedIt
USA,R,6.66,High,Medium,Comedy,LovedIt
UK,PG-13,8.39,Medium,Low,History,Survived
USA,PG,5.85,High,High,Family,Quit
USA,PG-13,6.18,Medium,Medium,Comedy,Survived
USA,PG-13,7.5,High,High,Action,Quit
USA,PG-13,6.48,High,High,Family,LovedIt
USA,PG-13,6.09,Medium,High,History,Survived
USA,PG-13,6.65,High,High,Family,Survived
USA,PG-13,4.26,Low,Medium,Action,Quit
USA,PG,8.29,Low,Low,Action,Quit
Japan,G,7.68,High,Medium,Comedy,LovedIt
UK,R,5.39,Medium,High,Drama,Quit
Canada,G,2.91,High,Medium,Comedy,LovedIt
USA,PG-13,5.53,Low,High,Family,Quit
USA,R,9.88,Low,Low,Action,LikedIt
USA,PG-13,8.1,High,High,Family,FellAsleep
USA,G,8.15,High,High,Sci-Fi,FellAsleep
USA,PG,3.57,Medium,High,Family,Quit
USA,R,5.01,Medium,Low,Sci-Fi,Quit
USA,PG-13,6.64,Medium,Medium,Action,FellAsleep
Germany,R,5.63,High,Medium,Comedy,Quit
USA,R,5.22,Low,Low,Action,Quit
France,PG-13,7.32,Medium,Medium,Drama,FellAsleep
New Zealand,PG-13,10.15,High,High,Family,LikedIt
USA,R,5.28,Medium,Medium,Drama,Quit
USA,R,6.97,Low,Medium,Comedy,Survived
USA,R,8.34,Low,Low,Drama,LikedIt
USA,R,6.11,Medium,Medium,Comedy,Survived
USA,PG-13,6.54,High,High,Family,Survived
USA,PG-13,5.96,High,High,Family,Quit
USA,R,6.42,Medium,Low,History,FellAsleep
USA,R,8.72,Medium,Medium,Comedy,LikedIt
USA,R,7.13,Medium,Medium,Comedy,Survived
UK,R,8.52,High,Medium,Drama,LovedIt
China,PG-13,8.09,Low,Medium,Comedy,Quit
USA,R,7.66,Medium,Medium,Action,Quit
USA,PG-13,6.93,Low,Low,Action,Survived
USA,PG-13,6.99,High,High,Family,LovedIt
USA,PG-13,4.85,Medium,Medium,Action,Quit
USA,G,7.87,High,High,Family,LovedIt
USA,PG-13,6.14,High,High,Family,Survived
USA,R,5.13,Low,Low,Drama,Quit
USA,R,9.12,Low,Low,Action,LikedIt
France,R,6.73,Low,Medium,Comedy,Quit
USA,R,8.59,Low,Medium,Comedy,LikedIt
USA,PG-13,5.84,Medium,High,Family,FellAsleep
USA,R,7.38,Medium,Low,Action,Quit
USA,PG-13,10.09,High,High,Family,LikedIt
USA,R,7.05,High,High,Sci-Fi,Survived
USA,PG,6.33,Low,Medium,Comedy,FellAsleep
USA,PG-13,8.68,Medium,High,History,LikedIt
USA,PG,10.19,Low,Low,History,LikedIt
USA,PG,6.2,Low,Medium,History,FellAsleep
USA,R,8.42,Medium,Medium,Action,LikedIt
USA,PG-13,4.07,High,Medium,Comedy,Quit
USA,PG-13,3.11,High,Medium,Sci-Fi,Quit
USA,PG,7.32,Low,Medium,History,Quit
Canada,R,5.76,Medium,Medium,Drama,Quit
USA,R,7.7,Low,Low,History,FellAsleep
USA,PG-13,5.61,Low,Low,Drama,Quit
USA,R,5.2,High,Medium,Comedy,Quit
Germany,PG-13,4.28,Low,Low,Comedy,Quit
USA,R,8.26,High,High,Action,LikedIt
USA,G,7.83,Low,Medium,Comedy,FellAsleep
USA,PG-13,8.17,Low,Low,History,Quit
USA,R,5.17,High,High,Family,Quit
USA,PG,5.54,Medium,Medium,Comedy,FellAsleep
USA,R,8.25,Low,Low,History,FellAsleep
UK,PG-13,10.27,Low,Low,History,LikedIt
USA,R,8.42,Low,Low,History,Quit
USA,PG,5.88,Low,Medium,Drama,Quit
USA,PG-13,6.55,High,High,Drama,LovedIt
USA,R,8.33,Medium,Low,Drama,LikedIt
USA,R,6.75,High,Medium,Action,LovedIt
USA,R,6.77,High,Medium,Action,LovedIt
USA,R,7.37,High,High,Action,LovedIt
USA,PG,5.84,High,High,Family,Quit
USA,R,4.75,High,Low,Drama,Quit
Bulgaria,R,8.1,Low,Low,Action,LikedIt
UK,PG,5,High,Medium,Comedy,FellAsleep
USA,PG-13,8.03,High,Medium,Drama,Quit
USA,PG-13,7.04,Medium,Low,History,FellAsleep
USA,PG-13,8.92,High,High,Drama,LikedIt
USA,PG-13,7.42,High,Medium,Comedy,Survived
USA,R,7.25,High,Low,History,LovedIt
USA,PG-13,5.5,High,High,Action,Quit
USA,PG-13,5.54,Low,Low,Drama,Quit
UK,R,6.63,Low,Low,Drama,FellAsleep
USA,R,6.03,Medium,High,Action,FellAsleep
USA,PG,7.46,Medium,Medium,Comedy,FellAsleep
USA,PG-13,7.8,Medium,Medium,Comedy,Quit
USA,R,6.72,High,Medium,Sci-Fi,LovedIt
New Zealand,R,6.34,Low,Medium,Comedy,FellAsleep
New Zealand,PG-13,6.65,High,High,Family,Survived
USA,PG-13,4.67,High,High,Family,Quit
France,R,6.45,High,Medium,Action,LovedIt
USA,R,5.52,Medium,Medium,Comedy,Quit
UK,R,7.57,High,Medium,Action,LovedIt
USA,PG-13,5.48,Medium,Medium,Drama,Quit
USA,R,6.24,High,Medium,Action,LovedIt
USA,R,6.47,High,High,Action,FellAsleep
USA,R,4.93,Medium,Medium,Drama,Quit
USA,PG,1.19,Low,High,Family,Quit
USA,R,8.02,Medium,Medium,Drama,Survived
USA,G,6.79,High,High,Family,LovedIt
USA,PG,10.41,Medium,Low,History,LikedIt
USA,PG,7.25,High,High,Family,LovedIt
USA,PG-13,7.3,Medium,Medium,Comedy,FellAsleep
USA,PG-13,7.58,High,Medium,Comedy,Quit
USA,PG,5.71,Low,Medium,Action,Quit
Canada,R,7.82,Low,Low,Drama,FellAsleep
USA,PG,6.3,Medium,Low,History,Quit
USA,R,8.75,Medium,Medium,Drama,LikedIt
USA,R,5.88,High,High,Family,Quit
USA,R,5.09,Medium,Low,Drama,Quit
USA,PG,6.01,Medium,Medium,Comedy,FellAsleep
USA,R,4.62,High,Low,Action,Quit
USA,PG-13,4.92,Medium,Medium,Comedy,Quit
Brazil,R,9.08,High,Low,History,LovedIt
USA,PG-13,5.07,High,High,Family,Quit
USA,R,3.14,Low,Low,History,Quit
USA,R,5.19,Medium,Medium,Drama,Quit
UK,PG-13,5.47,Low,Medium,History,Quit
Hong Kong,PG,6.41,Medium,Medium,Comedy,FellAsleep
USA,G,7.19,Medium,Low,History,FellAsleep
USA,PG-13,8.52,Low,Low,History,LikedIt
USA,R,9.28,Low,Low,History,FellAsleep
Japan,PG-13,6.39,Low,High,Family,Survived
France,R,7.11,Medium,Medium,Action,Quit
USA,R,7.62,Medium,Low,History,Quit
USA,R,6.47,High,High,Drama,FellAsleep
France,PG,10,Low,Low,Action,LikedIt
UK,PG-13,6.49,Medium,Medium,Drama,LikedIt
Canada,R,8.37,High,Low,History,LovedIt
Spain,R,7.64,Low,Low,Drama,Survived
USA,PG-13,6.06,High,High,Family,Quit
Mexico,R,6.07,Low,Low,History,Quit
USA,PG-13,8.56,Medium,Low,History,LikedIt
USA,PG,5.57,High,High,Family,Quit
Thailand,R,7.1,Medium,High,Action,Survived
Australia,R,9.37,Low,Low,History,LikedIt
USA,PG-13,4.77,Medium,Medium,Comedy,Quit
USA,PG,7.24,Medium,Low,History,Quit
USA,R,7.06,High,High,Action,Survived
USA,R,7.19,Medium,Medium,History,Survived
USA,PG-13,4.87,Medium,High,Drama,Quit
USA,PG-13,7.47,High,Medium,Action,LovedIt
Hong Kong,PG-13,6.64,Low,Medium,Comedy,FellAsleep
USA,PG-13,7.08,Medium,Low,History,Quit
USA,G,7.04,Low,Low,History,FellAsleep
USA,PG-13,6.44,High,High,Family,LikedIt
USA,R,5.38,Medium,High,Family,Quit
Germany,PG,6.9,High,High,Sci-Fi,Quit
USA,PG,5.06,Medium,Medium,Sci-Fi,Quit
USA,PG-13,5,High,High,Family,Quit
USA,PG-13,3.91,Medium,Low,Action,Quit
Canada,R,7.42,Low,Low,Drama,Survived
USA,PG-13,3.64,Medium,Medium,Comedy,Survived
USA,R,7.3,Medium,Medium,Drama,FellAsleep
USA,PG-13,8.18,Medium,Medium,Comedy,FellAsleep
USA,R,5.42,Medium,Medium,Action,Quit
USA,PG-13,9.33,Low,Low,History,FellAsleep
India,PG,8,Low,Low,Drama,Survived
USA,R,7.77,High,Low,History,LovedIt
USA,PG-13,5.6,High,High,Family,Quit
Germany,PG,5.33,High,High,Family,Quit
USA,R,8.83,High,Medium,Comedy,LikedIt
UK,PG-13,6.52,High,Medium,History,LovedIt
USA,R,7.98,Low,Low,History,Survived
USA,R,9.22,Low,Medium,Comedy,LikedIt
USA,PG-13,8,Medium,Medium,Drama,LikedIt
