Studentid,Attendance,Major,Questions,Score,Seniority,Texting
40155,41,Communication,Always,51,Freshman,Rarely
40156,48,Stat,Always,88,Senior,Rarely
40157,71,Cs,Always,42,Freshman,Rarely
40158,72,Cs,Rarely,45,Junior,Rarely
40159,94,Stat,Always,28,Junior,Always
40160,18,Polsci,Always,93,Freshman,Rarely
40161,82,Cs,Always,21,Senior,Always
40162,1,Polsci,Rarely,78,Freshman,Always
40163,43,Stat,Always,47,Junior,Rarely
40164,28,Cs,Rarely,63,Senior,Always
40165,87,Cs,Always,95,Junior,Always
40166,33,Cs,Rarely,69,Senior,Rarely
40167,69,Polsci,Rarely,6,Freshman,Always
40168,63,Cs,Always,27,Junior,Always
40169,21,Polsci,Always,60,Senior,Always
40170,23,Polsci,Always,71,Freshman,Always
40171,56,Polsci,Rarely,51,Junior,Always
40172,19,Communication,Rarely,42,Sophomore,Rarely
40173,59,Cs,Always,88,Senior,Always
40174,3,Cs,Always,42,Freshman,Always
40175,44,Communication,Always,35,Junior,Rarely
40176,25,Stat,Always,40,Senior,Always
40177,4,Stat,Always,54,Sophomore,Always
40178,73,Polsci,Rarely,12,Senior,Always
40179,59,Polsci,Rarely,24,Senior,Rarely
40180,14,Polsci,Always,13,Freshman,Always
40181,92,Communication,Always,79,Sophomore,Always
40182,14,Communication,Rarely,58,Junior,Always
40183,2,Stat,Rarely,25,Junior,Always
40184,34,Communication,Always,45,Sophomore,Always
40185,86,Communication,Rarely,1,Senior,Always
40186,21,Cs,Rarely,18,Sophomore,Always
40187,28,Stat,Always,49,Senior,Always
40188,93,Cs,Always,33,Freshman,Rarely
40189,22,Stat,Always,2,Freshman,Always
40190,76,Polsci,Always,39,Junior,Rarely
40191,58,Cs,Always,53,Sophomore,Rarely
40192,81,Communication,Rarely,3,Freshman,Rarely
40193,100,Cs,Always,62,Freshman,Rarely
40194,4,Cs,Always,30,Junior,Rarely
40195,68,Polsci,Always,56,Sophomore,Rarely
40196,49,Communication,Rarely,4,Sophomore,Rarely
40197,72,Communication,Rarely,9,Junior,Always
40198,43,Polsci,Always,68,Freshman,Rarely
40199,79,Stat,Always,14,Sophomore,Rarely
40200,8,Communication,Always,95,Senior,Always
40201,11,Cs,Rarely,89,Senior,Rarely
40202,13,Cs,Always,78,Freshman,Rarely
40203,26,Stat,Always,81,Freshman,Always
40204,91,Polsci,Rarely,27,Senior,Rarely
40205,84,Communication,Always,63,Freshman,Rarely
40206,5,Polsci,Always,93,Freshman,Rarely
40207,77,Cs,Rarely,0,Freshman,Always
40208,59,Stat,Always,75,Junior,Rarely
40209,24,Communication,Rarely,43,Senior,Rarely
40210,14,Communication,Rarely,4,Sophomore,Always
40211,39,Cs,Always,47,Sophomore,Always
40212,56,Polsci,Rarely,62,Senior,Always
40213,76,Cs,Always,61,Senior,Rarely
40214,66,Stat,Always,13,Junior,Rarely
40215,10,Communication,Always,66,Freshman,Always
40216,95,Cs,Rarely,88,Sophomore,Always
40217,61,Stat,Always,17,Freshman,Rarely
40218,92,Cs,Rarely,20,Senior,Always
40219,78,Polsci,Always,36,Senior,Always
40220,82,Communication,Always,64,Junior,Rarely
40221,84,Stat,Rarely,41,Senior,Rarely
40222,60,Cs,Always,1,Freshman,Always
40223,2,Cs,Always,91,Senior,Always
40224,13,Communication,Rarely,44,Sophomore,Rarely
40225,50,Cs,Always,65,Sophomore,Rarely
40226,81,Polsci,Rarely,98,Freshman,Always
40227,88,Polsci,Always,16,Sophomore,Rarely
40228,5,Cs,Always,4,Senior,Rarely
40229,65,Polsci,Always,29,Sophomore,Always
40230,51,Communication,Always,90,Junior,Rarely
40231,29,Cs,Rarely,59,Freshman,Always
40232,72,Stat,Rarely,42,Sophomore,Always
40233,95,Stat,Always,75,Junior,Rarely
40234,44,Communication,Rarely,45,Freshman,Always
40235,29,Stat,Always,64,Senior,Always
40236,21,Stat,Rarely,84,Sophomore,Rarely
40237,87,Cs,Rarely,4,Sophomore,Always
40238,25,Polsci,Always,77,Junior,Rarely
40239,7,Communication,Always,5,Freshman,Always
40240,35,Cs,Always,18,Freshman,Rarely
40241,78,Polsci,Rarely,64,Freshman,Rarely
40242,8,Polsci,Always,2,Freshman,Rarely
40243,50,Stat,Rarely,29,Freshman,Always
40244,88,Stat,Rarely,61,Sophomore,Always
40245,9,Communication,Rarely,37,Sophomore,Rarely
40246,5,Communication,Rarely,52,Sophomore,Always
40247,97,Cs,Rarely,52,Sophomore,Rarely
40248,3,Cs,Rarely,48,Freshman,Rarely
40249,11,Stat,Always,5,Senior,Rarely
40250,7,Stat,Rarely,3,Senior,Rarely
40251,11,Communication,Rarely,20,Senior,Rarely
40252,12,Stat,Rarely,56,Senior,Rarely
40253,10,Stat,Rarely,42,Freshman,Always
40254,43,Communication,Rarely,70,Sophomore,Rarely
40255,94,Communication,Rarely,64,Junior,Rarely
40256,16,Polsci,Always,5,Junior,Always
40257,23,Communication,Always,42,Freshman,Always
40258,65,Stat,Always,35,Junior,Always
40259,18,Communication,Always,59,Freshman,Always
40260,86,Cs,Always,89,Freshman,Rarely
40261,97,Stat,Always,6,Junior,Always
40262,47,Stat,Always,80,Senior,Rarely
40263,92,Polsci,Always,3,Senior,Always
40264,7,Cs,Always,80,Junior,Always
40265,92,Cs,Always,46,Junior,Always
40266,87,Stat,Rarely,28,Senior,Rarely
40267,90,Communication,Rarely,16,Junior,Rarely
40268,13,Stat,Always,19,Junior,Rarely
40269,0,Cs,Rarely,11,Freshman,Rarely
40270,26,Cs,Rarely,17,Sophomore,Rarely
40271,24,Stat,Always,72,Sophomore,Rarely
40272,47,Stat,Rarely,27,Sophomore,Always
40273,25,Communication,Rarely,64,Sophomore,Always
40274,47,Communication,Always,62,Senior,Rarely
40275,4,Polsci,Always,61,Sophomore,Rarely
40276,76,Communication,Rarely,99,Sophomore,Rarely
40277,59,Polsci,Rarely,32,Junior,Rarely
40278,68,Stat,Rarely,89,Freshman,Rarely
40279,87,Polsci,Always,62,Senior,Rarely
40280,80,Polsci,Rarely,70,Senior,Always
40281,44,Cs,Rarely,10,Freshman,Always
40282,43,Polsci,Always,83,Sophomore,Rarely
40283,72,Polsci,Rarely,77,Senior,Rarely
40284,29,Polsci,Always,26,Senior,Rarely
40285,25,Stat,Always,6,Freshman,Rarely
40286,24,Cs,Always,28,Senior,Rarely
40287,40,Stat,Rarely,100,Junior,Rarely
40288,34,Cs,Rarely,80,Sophomore,Rarely
40289,82,Polsci,Rarely,5,Senior,Always
40290,44,Polsci,Rarely,66,Junior,Always
40291,22,Polsci,Always,52,Sophomore,Always
40292,63,Communication,Always,97,Junior,Rarely
40293,85,Communication,Rarely,94,Freshman,Rarely
40294,81,Cs,Rarely,50,Senior,Always
40295,11,Cs,Always,60,Freshman,Rarely
40296,35,Communication,Always,66,Junior,Rarely
40297,0,Communication,Rarely,64,Senior,Rarely
40298,60,Polsci,Rarely,67,Senior,Always
40299,54,Cs,Always,90,Sophomore,Always
40300,60,Communication,Rarely,71,Junior,Rarely
40301,8,Cs,Always,22,Junior,Rarely
40302,33,Communication,Always,51,Junior,Rarely
40303,3,Communication,Rarely,40,Senior,Rarely
40304,41,Communication,Rarely,83,Senior,Always
40305,50,Stat,Rarely,90,Freshman,Always
40306,43,Polsci,Always,34,Junior,Rarely
40307,97,Communication,Rarely,11,Freshman,Rarely
40308,39,Polsci,Always,90,Sophomore,Rarely
40309,53,Polsci,Always,31,Sophomore,Always
40310,98,Cs,Rarely,28,Freshman,Always
40311,25,Polsci,Rarely,65,Sophomore,Rarely
40312,70,Cs,Always,27,Sophomore,Rarely
40313,46,Communication,Always,54,Sophomore,Rarely
40314,65,Stat,Rarely,90,Freshman,Rarely
40315,35,Communication,Always,97,Freshman,Rarely
40316,37,Stat,Always,15,Freshman,Always
40317,28,Cs,Rarely,9,Senior,Rarely
40318,61,Stat,Rarely,77,Freshman,Always
40319,13,Polsci,Always,17,Senior,Always
40320,87,Stat,Always,40,Freshman,Rarely
40321,76,Communication,Always,73,Freshman,Always
40322,11,Cs,Always,13,Junior,Rarely
40323,96,Cs,Always,19,Freshman,Always
40324,77,Polsci,Rarely,83,Junior,Always
40325,53,Cs,Always,46,Junior,Rarely
40326,72,Stat,Always,67,Sophomore,Rarely
40327,14,Polsci,Rarely,45,Junior,Always
40328,12,Stat,Rarely,39,Senior,Rarely
40329,6,Cs,Rarely,97,Sophomore,Rarely
40330,6,Communication,Always,31,Sophomore,Rarely
40331,11,Communication,Always,49,Junior,Always
40332,12,Stat,Rarely,2,Junior,Rarely
40333,41,Stat,Always,57,Senior,Always
40334,40,Cs,Always,57,Junior,Rarely
40335,61,Communication,Rarely,97,Freshman,Always
40336,92,Cs,Rarely,1,Sophomore,Rarely
40337,55,Stat,Always,68,Junior,Rarely
40338,67,Cs,Rarely,5,Senior,Always
40339,62,Polsci,Always,41,Junior,Rarely
40340,37,Stat,Always,46,Junior,Rarely
40341,62,Stat,Always,30,Freshman,Rarely
40342,80,Cs,Rarely,38,Senior,Rarely
40343,15,Polsci,Rarely,76,Freshman,Always
40344,13,Polsci,Rarely,74,Sophomore,Always
40345,81,Communication,Always,35,Junior,Rarely
40346,99,Cs,Rarely,2,Senior,Always
40347,37,Communication,Always,25,Freshman,Always
40348,12,Communication,Always,24,Junior,Always
40349,84,Stat,Rarely,46,Sophomore,Always
40350,15,Stat,Rarely,94,Junior,Rarely
40351,78,Cs,Always,14,Sophomore,Rarely
40352,41,Stat,Always,81,Junior,Rarely
40353,88,Communication,Rarely,93,Senior,Rarely
40354,0,Stat,Rarely,26,Sophomore,Always
40355,85,Stat,Rarely,39,Junior,Rarely
40356,86,Polsci,Rarely,86,Senior,Rarely
40357,82,Communication,Always,28,Senior,Rarely
40358,65,Cs,Always,88,Junior,Rarely
40359,31,Polsci,Always,36,Sophomore,Rarely
40360,31,Cs,Always,75,Sophomore,Rarely
40361,71,Polsci,Rarely,6,Senior,Always
40362,56,Stat,Always,5,Senior,Always
40363,15,Communication,Rarely,50,Senior,Always
40364,35,Cs,Rarely,91,Junior,Rarely
40365,36,Stat,Rarely,59,Freshman,Always
40366,25,Communication,Always,83,Sophomore,Always
40367,70,Communication,Always,85,Freshman,Always
40368,71,Communication,Rarely,4,Junior,Always
40369,93,Cs,Always,42,Senior,Rarely
40370,6,Polsci,Always,82,Junior,Rarely
40371,44,Stat,Always,97,Sophomore,Always
40372,45,Cs,Always,57,Freshman,Always
40373,96,Polsci,Rarely,3,Sophomore,Rarely
40374,71,Stat,Rarely,62,Sophomore,Always
40375,3,Communication,Always,97,Senior,Rarely
40376,97,Communication,Rarely,35,Junior,Rarely
40377,20,Communication,Always,23,Junior,Rarely
40378,98,Communication,Rarely,27,Senior,Rarely
40379,10,Communication,Always,31,Sophomore,Rarely
40380,86,Cs,Always,87,Sophomore,Always
40381,54,Stat,Rarely,40,Freshman,Always
40382,8,Polsci,Rarely,92,Senior,Always
40383,82,Cs,Rarely,23,Junior,Always
40384,41,Stat,Always,2,Junior,Rarely
40385,14,Stat,Rarely,46,Freshman,Rarely
40386,59,Cs,Always,20,Senior,Rarely
40387,32,Cs,Rarely,35,Senior,Always
40388,69,Stat,Rarely,52,Senior,Always
40389,53,Communication,Rarely,78,Freshman,Always
40390,97,Stat,Rarely,28,Junior,Always
40391,79,Communication,Always,73,Freshman,Always
40392,29,Stat,Always,64,Junior,Always
40393,86,Polsci,Always,72,Senior,Rarely
40394,57,Stat,Rarely,43,Senior,Always
40395,90,Polsci,Always,18,Senior,Always
40396,13,Communication,Always,9,Freshman,Rarely
40397,20,Stat,Always,91,Senior,Always
40398,36,Communication,Always,22,Sophomore,Always
40399,54,Communication,Rarely,43,Sophomore,Always
40400,40,Communication,Rarely,51,Senior,Rarely
40401,29,Stat,Rarely,91,Junior,Rarely
40402,68,Communication,Always,67,Sophomore,Rarely
40403,99,Stat,Always,47,Freshman,Rarely
40404,14,Communication,Always,44,Senior,Rarely
40405,75,Communication,Always,9,Senior,Rarely
40406,58,Polsci,Rarely,58,Senior,Rarely
40407,89,Communication,Always,13,Freshman,Always
40408,73,Communication,Rarely,45,Freshman,Always
40409,71,Polsci,Always,79,Junior,Rarely
40410,21,Communication,Rarely,55,Freshman,Always
40411,81,Communication,Always,91,Senior,Rarely
40412,4,Stat,Rarely,94,Sophomore,Always
40413,77,Stat,Always,32,Freshman,Always
40414,15,Cs,Rarely,20,Senior,Always
40415,12,Stat,Rarely,83,Junior,Rarely
40416,28,Communication,Always,88,Sophomore,Always
40417,16,Communication,Rarely,86,Sophomore,Always
40418,86,Stat,Rarely,79,Freshman,Rarely
40419,84,Cs,Rarely,76,Sophomore,Always
40420,57,Cs,Rarely,30,Junior,Always
40421,40,Cs,Always,87,Sophomore,Always
40422,27,Cs,Rarely,16,Freshman,Always
40423,90,Stat,Always,59,Junior,Rarely
40424,37,Communication,Rarely,26,Freshman,Rarely
40425,93,Stat,Always,44,Freshman,Always
40426,51,Polsci,Rarely,92,Senior,Rarely
40427,99,Cs,Always,59,Sophomore,Rarely
40428,2,Communication,Always,92,Senior,Rarely
40429,8,Stat,Rarely,61,Senior,Always
40430,71,Cs,Rarely,55,Sophomore,Always
40431,54,Cs,Rarely,2,Sophomore,Rarely
40432,73,Polsci,Rarely,86,Freshman,Rarely
40433,95,Cs,Always,76,Sophomore,Always
40434,90,Stat,Rarely,29,Senior,Rarely
40435,82,Communication,Rarely,78,Junior,Always
40436,28,Stat,Always,86,Freshman,Always
40437,12,Polsci,Always,72,Junior,Always
40438,1,Stat,Rarely,20,Sophomore,Rarely
40439,80,Cs,Always,52,Sophomore,Always
40440,52,Cs,Always,48,Junior,Always
40441,7,Stat,Always,73,Freshman,Always
40442,40,Communication,Rarely,93,Sophomore,Rarely
40443,84,Polsci,Always,18,Sophomore,Rarely
40444,100,Cs,Always,82,Freshman,Rarely
40445,38,Stat,Always,76,Sophomore,Always
40446,73,Communication,Rarely,1,Senior,Always
40447,80,Cs,Always,34,Sophomore,Rarely
40448,75,Polsci,Always,93,Junior,Always
40449,21,Polsci,Always,93,Sophomore,Rarely
40450,77,Stat,Rarely,88,Junior,Always
40451,93,Polsci,Always,24,Senior,Always
40452,91,Polsci,Rarely,69,Sophomore,Always
40453,59,Cs,Rarely,75,Senior,Always
40454,83,Stat,Rarely,70,Freshman,Always
40455,84,Polsci,Always,20,Junior,Always
40456,13,Cs,Rarely,40,Senior,Rarely
40457,34,Communication,Rarely,100,Freshman,Always
40458,26,Polsci,Always,4,Senior,Rarely
40459,100,Communication,Rarely,33,Senior,Always
40460,89,Communication,Always,100,Senior,Always
40461,0,Stat,Rarely,74,Junior,Rarely
40462,27,Communication,Always,47,Senior,Always
40463,40,Stat,Always,3,Freshman,Always
40464,91,Communication,Rarely,76,Freshman,Rarely
40465,1,Stat,Rarely,18,Freshman,Always
40466,32,Stat,Rarely,47,Junior,Rarely
40467,100,Polsci,Rarely,36,Sophomore,Rarely
40468,14,Cs,Rarely,54,Junior,Always
40469,3,Polsci,Always,98,Senior,Rarely
40470,76,Stat,Rarely,69,Sophomore,Always
40471,51,Stat,Rarely,8,Junior,Rarely
40472,82,Cs,Always,70,Freshman,Always
40473,72,Polsci,Always,16,Senior,Rarely
40474,55,Stat,Always,40,Junior,Rarely
40475,91,Polsci,Rarely,35,Junior,Always
40476,72,Polsci,Always,42,Sophomore,Rarely
40477,37,Cs,Rarely,85,Freshman,Always
40478,22,Stat,Always,49,Senior,Always
40479,35,Polsci,Rarely,92,Freshman,Rarely
40480,25,Communication,Always,7,Freshman,Always
40481,70,Cs,Rarely,23,Freshman,Always
40482,8,Cs,Always,55,Junior,Rarely
40483,54,Cs,Rarely,30,Junior,Always
40484,57,Cs,Rarely,84,Senior,Rarely
40485,45,Cs,Rarely,75,Junior,Always
40486,30,Cs,Always,88,Freshman,Rarely
40487,7,Polsci,Rarely,38,Freshman,Always
40488,45,Polsci,Rarely,31,Senior,Always
40489,100,Stat,Always,56,Senior,Rarely
40490,17,Cs,Rarely,37,Junior,Rarely
40491,58,Stat,Always,100,Senior,Always
40492,67,Stat,Rarely,68,Freshman,Rarely
40493,62,Stat,Rarely,79,Junior,Rarely
40494,96,Communication,Always,5,Senior,Always
40495,89,Communication,Always,37,Senior,Rarely
40496,36,Communication,Always,52,Freshman,Always
40497,77,Stat,Always,95,Sophomore,Always
40498,12,Cs,Rarely,70,Sophomore,Always
40499,87,Cs,Always,16,Junior,Rarely
40500,3,Cs,Rarely,23,Senior,Rarely
40501,48,Stat,Always,91,Freshman,Rarely
40502,73,Communication,Rarely,53,Freshman,Always
40503,43,Stat,Always,38,Sophomore,Rarely
40504,22,Stat,Always,71,Junior,Always
40505,95,Cs,Always,89,Sophomore,Rarely
40506,33,Stat,Always,37,Junior,Always
40507,9,Stat,Always,39,Senior,Always
40508,83,Communication,Rarely,5,Sophomore,Rarely
40509,46,Stat,Always,71,Senior,Rarely
40510,48,Stat,Always,30,Senior,Rarely
40511,71,Communication,Rarely,70,Sophomore,Rarely
40512,29,Cs,Always,2,Junior,Always
40513,60,Polsci,Always,8,Junior,Always
40514,21,Cs,Rarely,56,Freshman,Always
40515,48,Stat,Always,19,Senior,Rarely
40516,18,Cs,Rarely,87,Freshman,Always
40517,19,Communication,Always,91,Sophomore,Rarely
40518,19,Polsci,Rarely,14,Senior,Rarely
40519,96,Communication,Always,85,Junior,Rarely
40520,23,Communication,Always,4,Sophomore,Always
40521,79,Stat,Always,53,Junior,Always
40522,25,Polsci,Always,12,Senior,Rarely
40523,36,Stat,Always,14,Senior,Rarely
40524,11,Communication,Rarely,4,Junior,Always
40525,43,Communication,Rarely,24,Junior,Rarely
40526,100,Stat,Always,72,Junior,Always
40527,53,Cs,Rarely,94,Senior,Rarely
40528,40,Communication,Always,83,Freshman,Rarely
40529,94,Polsci,Always,36,Senior,Rarely
40530,38,Polsci,Always,75,Freshman,Always
40531,14,Stat,Rarely,77,Freshman,Always
40532,18,Cs,Rarely,22,Junior,Rarely
40533,99,Cs,Always,48,Freshman,Rarely
40534,18,Polsci,Rarely,94,Senior,Always
40535,58,Cs,Always,23,Junior,Rarely
40536,81,Cs,Rarely,36,Senior,Rarely
40537,1,Cs,Rarely,39,Freshman,Always
40538,38,Polsci,Rarely,73,Senior,Always
40539,93,Polsci,Rarely,81,Junior,Always
40540,47,Cs,Rarely,44,Sophomore,Rarely
40541,90,Polsci,Rarely,82,Freshman,Rarely
40542,41,Polsci,Rarely,64,Junior,Always
40543,6,Cs,Always,12,Sophomore,Rarely
40544,88,Polsci,Always,29,Junior,Rarely
40545,98,Stat,Rarely,10,Junior,Always
40546,65,Stat,Rarely,68,Sophomore,Rarely
40547,65,Stat,Rarely,22,Freshman,Always
40548,86,Stat,Rarely,16,Freshman,Always
40549,17,Communication,Rarely,57,Sophomore,Rarely
40550,7,Communication,Rarely,77,Junior,Rarely
40551,93,Communication,Rarely,27,Senior,Rarely
40552,35,Communication,Rarely,92,Senior,Rarely
40553,21,Stat,Rarely,49,Freshman,Always
40554,85,Stat,Always,72,Senior,Rarely
40555,58,Cs,Always,3,Junior,Rarely
40556,63,Cs,Rarely,19,Sophomore,Always
40557,82,Polsci,Always,31,Senior,Rarely
40558,22,Communication,Rarely,81,Junior,Rarely
40559,41,Stat,Always,9,Freshman,Always
40560,27,Stat,Rarely,72,Freshman,Rarely
40561,9,Stat,Always,84,Sophomore,Always
40562,66,Polsci,Always,77,Senior,Always
40563,53,Cs,Rarely,67,Senior,Always
40564,13,Polsci,Rarely,9,Senior,Always
40565,34,Cs,Always,35,Junior,Rarely
40566,35,Communication,Rarely,36,Junior,Rarely
40567,57,Polsci,Rarely,84,Senior,Always
40568,22,Stat,Always,25,Sophomore,Always
40569,80,Stat,Rarely,59,Junior,Always
40570,75,Communication,Rarely,0,Junior,Rarely
40571,13,Polsci,Rarely,21,Junior,Always
40572,10,Stat,Rarely,89,Junior,Rarely
40573,63,Cs,Rarely,41,Sophomore,Rarely
40574,98,Cs,Always,36,Junior,Always
40575,84,Polsci,Rarely,43,Junior,Rarely
40576,62,Stat,Always,37,Junior,Always
40577,56,Stat,Always,57,Freshman,Rarely
40578,54,Polsci,Rarely,59,Freshman,Always
40579,36,Stat,Rarely,45,Freshman,Rarely
40580,23,Stat,Rarely,87,Junior,Rarely
40581,29,Polsci,Always,14,Freshman,Rarely
40582,47,Polsci,Rarely,23,Junior,Rarely
40583,58,Communication,Always,9,Senior,Always
40584,100,Communication,Always,29,Freshman,Rarely
40585,25,Communication,Rarely,74,Junior,Rarely
40586,69,Cs,Rarely,72,Senior,Rarely
40587,82,Cs,Always,32,Senior,Always
40588,10,Communication,Always,28,Senior,Always
40589,14,Cs,Rarely,0,Freshman,Always
40590,89,Communication,Always,17,Sophomore,Rarely
40591,36,Communication,Rarely,68,Senior,Always
40592,53,Communication,Always,99,Sophomore,Rarely
40593,40,Polsci,Always,87,Freshman,Rarely
40594,62,Communication,Rarely,16,Freshman,Rarely
40595,90,Cs,Always,21,Junior,Rarely
40596,29,Cs,Always,38,Senior,Rarely
40597,25,Communication,Always,49,Freshman,Rarely
40598,13,Cs,Always,67,Sophomore,Rarely
40599,2,Cs,Rarely,35,Senior,Always
40600,30,Communication,Rarely,59,Senior,Rarely
40601,44,Stat,Rarely,56,Freshman,Rarely
40602,62,Stat,Rarely,98,Sophomore,Rarely
40603,94,Communication,Rarely,39,Junior,Rarely
40604,44,Communication,Rarely,13,Sophomore,Always
40605,39,Polsci,Rarely,7,Junior,Always
40606,8,Stat,Always,82,Freshman,Always
40607,54,Stat,Rarely,80,Sophomore,Rarely
40608,68,Communication,Rarely,39,Senior,Always
40609,93,Cs,Always,84,Senior,Rarely
40610,84,Cs,Always,22,Freshman,Rarely
40611,38,Communication,Rarely,69,Sophomore,Rarely
40612,39,Cs,Rarely,62,Junior,Always
40613,50,Communication,Always,98,Junior,Always
40614,43,Stat,Always,9,Junior,Rarely
40615,10,Stat,Rarely,26,Senior,Always
40616,85,Cs,Rarely,55,Senior,Always
40617,94,Cs,Rarely,82,Senior,Rarely
40618,56,Cs,Rarely,47,Senior,Rarely
40619,14,Polsci,Always,89,Freshman,Always
40620,0,Stat,Always,59,Freshman,Rarely
40621,96,Communication,Always,100,Freshman,Rarely
40622,27,Cs,Rarely,96,Senior,Rarely
40623,77,Cs,Always,34,Sophomore,Rarely
40624,76,Cs,Always,66,Junior,Rarely
40625,62,Polsci,Always,96,Junior,Rarely
40626,81,Cs,Always,3,Freshman,Rarely
40627,79,Stat,Rarely,88,Freshman,Rarely
40628,32,Polsci,Always,5,Senior,Rarely
40629,87,Polsci,Rarely,39,Sophomore,Always
40630,73,Polsci,Always,63,Sophomore,Always
40631,46,Stat,Rarely,40,Senior,Always
40632,54,Cs,Rarely,9,Junior,Rarely
40633,67,Communication,Always,72,Senior,Always
40634,79,Cs,Rarely,29,Junior,Always
40635,40,Polsci,Rarely,17,Senior,Always
40636,17,Polsci,Always,44,Sophomore,Rarely
40637,67,Stat,Rarely,88,Freshman,Always
40638,84,Polsci,Rarely,70,Senior,Rarely
40639,41,Polsci,Rarely,6,Sophomore,Always
40640,86,Polsci,Rarely,42,Sophomore,Always
40641,15,Cs,Rarely,45,Junior,Rarely
40642,58,Communication,Rarely,87,Freshman,Rarely
40643,48,Communication,Always,45,Sophomore,Always
40644,76,Polsci,Always,46,Junior,Always
40645,16,Communication,Always,63,Freshman,Rarely
40646,39,Cs,Rarely,47,Freshman,Rarely
40647,30,Cs,Rarely,64,Freshman,Always
40648,68,Cs,Always,69,Senior,Rarely
40649,84,Cs,Always,18,Sophomore,Rarely
40650,32,Communication,Always,64,Junior,Always
40651,17,Stat,Rarely,70,Freshman,Always
40652,98,Communication,Always,1,Freshman,Always
40653,62,Communication,Rarely,62,Sophomore,Rarely
40654,94,Communication,Rarely,47,Freshman,Always
40655,56,Stat,Always,70,Sophomore,Rarely
40656,86,Communication,Rarely,76,Junior,Always
40657,60,Cs,Always,60,Freshman,Always
40658,8,Stat,Rarely,82,Freshman,Rarely
