GPA,Number_Of_Professional_Connections,Earnings,Major,Graduation_Year,Height,Number_Of_Credits,Number_Of_Parking_Tickets
2.94,2,9696.41,STEM,1969,69.8,123,0
2.21,49,9770.01,STEM,1992,69.7,120,0
2.64,18,9725.89,STEM,1962,68.23,122,0
2.45,6,9755.55,STEM,1961,66.68,120,0
2.67,5,9735.99,STEM,2010,70.81,121,0
2.6,19,9737.8,STEM,1978,69.01,122,1
2.42,13,9742.03,STEM,1962,66.56,124,1
1.9,1,9813.81,STEM,1988,61.96,120,0
2.55,38,9745.51,STEM,1979,69.2,121,2
2.64,69,9741.41,STEM,2002,71.52,120,1
2.09,26,9790.92,STEM,1990,68.43,121,0
2.98,6,9705.5,STEM,1995,67.32,121,0
2.5,2,9741.59,STEM,2006,66.56,126,2
2.3,8,9782.79,STEM,1997,64.73,120,1
2.14,8,9781.5,STEM,1998,71.17,121,4
2.17,101,9786.98,STEM,1981,65.7,122,1
1.93,61,9806.97,STEM,2001,69.54,124,1
2.37,5,9737.18,STEM,1995,69.11,121,1
3.22,2,9684.59,STEM,1967,67.42,123,0
2.31,51,9769.7,STEM,1988,66.56,124,2
2.04,39,9778.33,STEM,1981,68.12,120,2
2.37,49,9757.12,STEM,1979,67.89,122,1
2.36,6,9769.2,STEM,2011,66.37,122,1
2.1,13,9782.74,STEM,1969,69.42,120,1
2.59,5,9738.67,STEM,1973,69.05,120,0
2.06,6,9779.99,STEM,1967,67.54,127,1
2.01,10,9807.01,STEM,1974,71.87,120,0
2.56,36,9756.21,STEM,1993,68.27,124,0
2.46,84,9750.4,STEM,2005,66.88,123,1
2.46,34,9747.39,STEM,1991,66.16,127,2
2.6,4,9737.19,STEM,1992,65.42,121,0
2.94,12,9709.23,STEM,2003,72.19,120,1
2.69,3,9734.06,STEM,1991,67.23,120,2
2.15,16,9778.77,STEM,1994,65.47,123,0
1.91,8,9804.22,STEM,2001,67.7,120,2
2.71,20,9722.59,STEM,1979,68.45,120,1
2.06,11,9785.87,STEM,2005,67.83,121,1
2.52,36,9744.94,STEM,2000,66,122,1
3.27,34,9675.1,STEM,1989,67.82,121,0
2.49,9,9750.12,STEM,1995,67.06,121,0
2.5,17,9760.65,STEM,1970,69.38,121,1
2.16,5,9800.56,STEM,1961,67.88,120,0
3.28,17,9643.78,STEM,1977,66.17,120,2
2.71,15,9732.34,STEM,1984,69.15,121,0
1.91,19,9802.16,STEM,2001,66.26,122,1
2.47,23,9749.81,STEM,1968,67.29,120,2
2.95,3,9708.11,STEM,1983,69.78,120,1
1.87,12,9818.18,STEM,1992,66.04,125,1
2.17,35,9796.5,STEM,2008,65.15,122,1
2.12,17,9782.46,STEM,2006,68.78,120,3
2.45,3,9751.18,STEM,1992,65.35,120,2
3.04,10,9706.62,STEM,1963,68.79,121,0
2.32,1,9770.98,STEM,2008,71.07,122,2
2.46,15,9747.28,STEM,2007,69.37,120,0
3.24,5,9662.3,STEM,1983,66.67,121,1
2.71,11,9728.69,STEM,1993,72.3,121,1
3.01,53,9693.4,STEM,1976,66.87,121,0
2.89,19,9711,STEM,1997,65.28,129,0
3,5,9704.52,STEM,1989,67.98,120,1
1.63,60,9839.71,STEM,2010,69.92,121,0
2.99,55,9689.6,STEM,1991,68.41,120,2
2.04,5,9787.45,STEM,1988,67.7,120,3
2.42,13,9757.1,STEM,1998,70.26,120,2
2.6,6,9750.42,STEM,1972,68.45,120,0
1.75,18,9817.46,STEM,2004,69.18,121,1
2.08,24,9784.78,STEM,2009,68.69,121,1
2.84,0,9702.16,STEM,1967,70.88,128,2
3.24,11,9688.03,STEM,1985,69.43,122,2
2.49,54,9735.08,STEM,1962,67.51,122,0
2.3,25,9771.76,STEM,1980,67.19,122,2
2.31,10,9760.01,STEM,1967,70.26,120,1
1.91,6,9804.96,STEM,1969,67.55,120,1
2,13,9808.96,STEM,1977,69.75,121,0
2.47,15,9760.62,STEM,1968,67.19,120,3
2.42,58,9763.39,STEM,1990,66.84,120,0
3.21,62,9679.45,STEM,1990,67.34,120,1
1.94,63,9802.55,STEM,1981,67.5,122,0
2.34,25,9774.17,STEM,2010,69.44,124,1
3.09,61,9707.57,STEM,2009,66.1,122,1
2.18,16,9793.74,STEM,1963,68.06,121,0
2.86,54,9711.51,STEM,1961,68.66,122,1
2.54,24,9767.97,STEM,1969,64.66,124,0
2.84,9,9720.38,STEM,1978,67.9,122,1
2.53,93,9742.71,STEM,1995,69.24,121,0
2.32,29,9786.51,STEM,1988,68.14,121,0
2.35,6,9765.87,STEM,2013,68.06,120,0
2.67,32,9728.01,STEM,1991,65.69,123,0
2.63,26,9741.13,STEM,1994,69.18,122,2
2.83,34,9705.57,STEM,1993,67.6,120,1
2.88,2,9718.02,STEM,1993,69.16,123,0
2.7,44,9748.5,STEM,1989,73.18,127,1
3.11,9,9679.64,STEM,1963,69.1,122,3
1.31,2,9853.74,STEM,1997,66.22,121,1
3.34,1,9682.34,STEM,2015,70.99,121,2
2.29,27,9768.19,STEM,2005,68.38,126,1
2.77,16,9737.75,STEM,1972,71.8,122,0
2.84,4,9723.65,STEM,1995,65.04,125,1
1.95,39,9795.93,STEM,2008,67.76,125,3
2.21,1,9769.53,STEM,1980,68.8,122,1
2.3,16,9751.26,STEM,1977,68.43,120,0
2.62,29,9725.45,STEM,1961,66.84,120,0
1.89,8,9826.41,STEM,1995,64.78,129,1
2.19,49,9781.24,STEM,1991,69.93,122,4
2.12,2,9785.71,STEM,1986,68.81,122,2
3.25,34,9676.84,STEM,2000,70.52,120,0
2.29,48,9782.98,STEM,2011,69.69,121,2
2.26,34,9770.34,STEM,1971,67.74,120,1
2.29,47,9760.36,STEM,1999,71.56,123,3
1.92,2,9809.25,STEM,1966,69.61,122,2
2.11,22,9779.45,STEM,1993,70.68,124,1
2.62,83,9735.27,STEM,1978,66.83,120,1
2.08,7,9775.43,STEM,1974,70.48,122,1
2.25,26,9782.39,STEM,2005,67.45,121,0
2.45,0,9762.05,STEM,2002,66.57,123,1
1.95,3,9809.81,STEM,1961,68.83,120,2
2.1,4,9793.71,STEM,1966,68.65,121,1
2.43,31,9760.45,STEM,2006,69.28,121,2
2.6,5,9747.93,STEM,1974,67.09,121,0
2.58,17,9737.94,STEM,1976,65.62,121,0
2.56,12,9745.03,STEM,1980,67.31,125,0
1.73,52,9833.51,STEM,2014,65.68,121,0
3.42,20,9657.02,STEM,2004,69.5,120,1
2.08,23,9794.21,STEM,1966,69.8,122,1
3.24,38,9675.42,STEM,1974,66.97,124,1
1.65,33,9850.2,STEM,1979,71.25,121,0
2.71,3,9725.66,STEM,1968,71.42,120,0
3.34,18,9655.05,STEM,1971,70.31,122,3
3.15,11,9685.18,STEM,1999,70.19,120,2
3.52,47,9655.44,STEM,2007,69.26,121,3
2.88,6,9713.96,STEM,1975,67.84,124,1
2.16,3,9776.66,STEM,1990,73.1,120,1
2.46,7,9735.24,STEM,1990,69.56,126,1
2.62,14,9726.87,STEM,1965,66.19,120,0
2.26,43,9770.74,STEM,1970,65.22,120,0
3.47,14,9651.97,STEM,2012,66.81,125,1
2.89,37,9716.5,STEM,2005,67.5,120,2
1.69,13,9825.8,STEM,2008,69.94,124,1
2.11,19,9771.6,STEM,2013,68.55,124,0
2,48,9819.17,STEM,1973,66.62,122,0
2.48,8,9755.87,STEM,2015,69.71,120,1
3.11,11,9694.3,STEM,1969,66.92,123,2
1.77,2,9821.69,STEM,1981,69.41,124,1
2.8,57,9724.95,STEM,1985,68.35,120,1
2.53,6,9751.52,STEM,1984,69.55,125,0
2.65,2,9748.25,STEM,1984,69.4,120,2
2.59,10,9735.92,STEM,2004,68.72,120,1
2.41,18,9753.82,STEM,1969,69.48,123,1
2.74,38,9726.51,STEM,1983,64.62,121,0
2.1,24,9781.21,STEM,2007,65.26,122,1
2.15,5,9794.62,STEM,2014,67.45,121,3
2.2,28,9771.53,STEM,1965,65.23,122,1
1.68,13,9827.75,STEM,1963,69.09,121,1
2.08,7,9783.39,STEM,2010,70.26,122,1
2.66,1,9703.96,STEM,2010,67.5,121,1
3,9,9693.57,STEM,1979,66.96,126,1
2.11,9,9793.81,STEM,2005,68.77,122,1
2.32,75,9766.73,STEM,2008,66.06,122,1
2.7,21,9729.72,STEM,1979,65.74,122,1
2.52,2,9739.57,STEM,1977,68.21,121,1
2.43,20,9774.85,STEM,2007,68.07,122,1
2.19,17,9793.18,STEM,1982,61.64,122,1
1.69,14,9810.15,STEM,1998,67.43,122,0
1.97,10,9812.23,STEM,2001,71.95,127,0
2.63,55,9753.02,STEM,1963,71.71,122,1
2.32,5,9773.67,STEM,1982,68.69,126,1
2.03,3,9798.52,STEM,1979,66.57,124,2
2.96,49,9707.68,STEM,2000,69.34,123,1
2.57,13,9759.75,STEM,2000,68.86,127,1
3,43,9703.64,STEM,2002,68.1,121,4
2.5,36,9725.43,STEM,1982,68.82,123,0
2.49,23,9737.36,STEM,1966,65.53,121,0
2.25,0,9793.42,STEM,1982,68.49,121,2
2.45,9,9749.82,STEM,1990,67.35,120,1
2.92,8,9702.73,STEM,1994,66.39,123,2
1.47,17,9847.79,STEM,1961,70.66,120,1
2.72,8,9712.02,STEM,2009,68.11,122,1
2.26,23,9781.23,STEM,1982,68.62,124,0
2.12,69,9804.28,STEM,2007,66.46,120,1
3.2,7,9677.72,STEM,1981,68.5,122,0
2.38,39,9765.96,STEM,1961,66.54,123,1
2.9,29,9715.67,STEM,1974,67.28,120,1
3.02,1,9701.52,STEM,2014,70.95,123,1
1.93,3,9786.91,STEM,2015,69.56,121,2
2.03,2,9795.13,STEM,1997,67.32,122,0
3.15,4,9690.53,STEM,1979,67.41,124,5
2.38,15,9782.21,STEM,1967,66.26,123,0
2.71,7,9730.37,STEM,1978,66.73,121,0
2.42,14,9759.08,STEM,1966,69.31,120,2
2.12,4,9797.35,STEM,1980,65.37,122,3
2.53,6,9731.88,STEM,2003,68.8,122,0
2.97,46,9709.93,STEM,2013,70.12,124,1
2.44,0,9749.77,STEM,2013,68.72,122,1
2.28,31,9763.89,STEM,1984,65.38,122,0
1.6,53,9848.95,STEM,2007,70.89,120,2
1.48,18,9850.86,STEM,2008,65.87,123,0
2.37,5,9772.52,STEM,1973,68.09,120,0
3.02,16,9696.39,STEM,2002,69.46,121,0
2.43,39,9753.19,STEM,2006,67.42,126,0
2.26,38,9746.94,STEM,1975,66.37,120,1
1.79,100,9834.82,STEM,1986,67.68,121,1
2.32,6,9774.03,STEM,1983,67.17,121,1
2.89,4,9700.89,STEM,1978,67.56,121,2
3.07,13,9707.1,STEM,1998,70.47,121,1
2.63,15,9738.56,STEM,1992,71.84,122,0
2.88,31,9708.82,STEM,1990,66.02,121,2
2.76,38,9726.97,STEM,1974,65.69,120,1
2.4,16,9772.56,STEM,2005,69.48,121,1
3.15,5,9679.77,STEM,1976,69.59,121,1
2.34,7,9769.04,STEM,1992,69.87,122,0
2.67,42,9716.02,STEM,2010,68.67,121,2
2.69,23,9737.63,STEM,1969,66.59,121,1
3.48,5,9666.14,STEM,2011,73.12,121,0
2.48,15,9769.14,STEM,1964,67.94,120,1
1.92,61,9789.76,STEM,2006,65.96,120,0
2.09,6,9788.29,STEM,2000,67.49,123,0
1.95,5,9798.83,STEM,2003,69.55,122,1
3.11,15,9677.86,STEM,1979,67.9,123,2
2.55,24,9737.03,STEM,1967,67.8,121,1
2.39,5,9754.03,STEM,2014,65.84,121,1
2.69,7,9737.9,STEM,2015,71.87,120,0
3.03,4,9700.09,STEM,1995,68.48,124,2
2.52,7,9748.5,STEM,1987,66.65,122,1
3.09,14,9691.86,STEM,2015,70.75,120,1
2.97,14,9698.14,STEM,2006,65.24,120,5
1.74,2,9830.55,STEM,1986,64.72,120,1
2.49,26,9741.44,STEM,1995,68.09,121,2
2.65,62,9730.89,STEM,1982,67.48,121,0
3.2,7,9676.29,STEM,2006,68.1,123,0
2.65,22,9744.16,STEM,1975,68.54,124,1
2.67,9,9726.34,STEM,1991,69.66,123,1
2.4,3,9772.06,STEM,1991,70.35,120,2
2.73,21,9708.77,STEM,1979,65.06,122,1
2.78,35,9699.41,STEM,1994,72.75,122,0
2.29,13,9786.96,STEM,1965,70.82,124,0
3,21,9683.01,STEM,1990,69.5,120,1
2.35,26,9770.17,STEM,1969,67.56,122,0
2.47,8,9753.18,STEM,1983,66.63,125,1
2.32,43,9779.64,STEM,1981,68.44,120,1
3.06,12,9688.04,STEM,1985,68.68,122,2
1.53,65,9864.12,STEM,1972,68.44,122,3
2.69,5,9712.2,STEM,2015,66.63,125,1
2.46,1,9772.03,STEM,1995,67.68,125,0
2.65,9,9734.96,STEM,1966,68.11,121,1
3.01,11,9687.61,STEM,2009,66.49,120,3
2.92,2,9714.06,STEM,1992,73.44,120,0
2.35,2,9774.3,STEM,2000,65.99,128,1
3.19,8,9696.9,STEM,1987,68.82,123,0
2.91,18,9703.33,STEM,1964,68.39,123,1
2.9,37,9710.68,STEM,2013,67.52,121,2
2.32,7,9761.31,STEM,1982,69.07,121,0
2.15,6,9778.76,STEM,1971,68.13,120,1
2.18,1,9772.5,STEM,2013,70.94,121,2
2.46,8,9771.06,STEM,1986,70.37,120,1
2.47,10,9762.47,STEM,1999,71.26,123,0
3.38,10,9663.25,STEM,1986,66.9,121,2
2.52,57,9748.37,STEM,1984,69.16,120,0
2.88,2,9706.28,STEM,1982,68.69,120,0
2.78,11,9734.24,STEM,1984,71.29,121,2
2.62,2,9740.25,STEM,1962,66.4,121,0
2.67,15,9722.63,STEM,1978,66.63,126,1
3.23,14,9689.59,STEM,2010,68.73,121,1
1.93,6,9804.43,STEM,1987,63.39,121,3
2.8,17,9714.44,STEM,2007,69.22,120,0
1.3,46,9874.02,STEM,1967,68.83,122,1
2.57,7,9728.23,STEM,2005,66.51,123,0
2.49,32,9768.75,STEM,1994,70.2,125,3
2.49,14,9755.17,STEM,2003,69.58,121,1
1.7,37,9832.08,STEM,2010,67.51,121,0
2.69,2,9750.96,STEM,1984,67.04,121,1
3.38,26,9662.57,STEM,1974,70.28,121,0
2.4,53,9745.33,STEM,2014,69.09,120,5
2.61,4,9738.87,STEM,1961,71.52,120,4
2.95,28,9697.24,STEM,1973,63.77,121,0
1.92,11,9804.24,STEM,2014,67.36,122,0
2.85,9,9697.38,STEM,1979,65.6,122,0
3.32,4,9666.2,STEM,1975,68.23,121,0
2.58,1,9750.25,STEM,2002,67.51,121,1
1.39,58,9859.16,STEM,1999,69.87,123,2
2.62,66,9728.56,STEM,2002,69.84,133,1
1.8,1,9820.02,STEM,1988,66.04,120,0
2.73,75,9719.58,STEM,1994,67.53,121,1
2.5,44,9739.93,STEM,2013,71.19,122,0
3.28,1,9667.39,STEM,1983,66.36,122,1
2.25,8,9762.38,STEM,1998,71.43,121,0
1.87,37,9799.43,STEM,1988,72.89,137,1
3.18,12,9673.27,STEM,2005,69.08,122,0
3.07,41,9710.56,STEM,2010,66.95,121,3
1.82,10,9825.1,STEM,1997,70.26,123,0
2.17,10,9772.15,STEM,2014,68.17,121,0
2.35,11,9774.96,STEM,1962,66.19,121,0
2.26,21,9777.44,STEM,1962,70.62,120,0
2.72,3,9729.67,STEM,1985,66.25,121,1
2.98,20,9700.51,STEM,1963,68.45,121,0
2.07,51,9791.99,STEM,2002,64.86,120,1
3.27,7,9668.94,STEM,2002,67.54,122,1
1.99,24,9799.65,STEM,1965,65.53,125,2
2.27,6,9767.57,STEM,1983,70.76,122,1
2.47,32,9753.84,STEM,1997,67.54,124,2
2.85,5,9732.47,STEM,1980,65.52,121,0
3.39,2,9653.1,STEM,1991,68.57,121,0
2.6,19,9725.86,STEM,1979,66.25,121,0
2.76,1,9730.6,STEM,1994,65.57,122,3
2.23,8,9764.27,STEM,1999,66.55,124,0
1.58,4,9844.27,STEM,1999,70.82,121,2
3.01,7,9690.15,STEM,1974,65.57,121,1
3.19,8,9687.97,STEM,1981,68.03,120,0
2.15,18,9809.14,STEM,1999,69.56,123,0
3.17,4,9668.47,STEM,2015,68.62,121,2
2.8,1,9733.6,STEM,1992,70.08,124,2
2.47,1,9755.52,STEM,1998,68.76,123,1
3.16,1,9683.31,STEM,1966,68.01,122,1
2.06,54,9799.96,STEM,2008,68.46,122,0
2.48,37,9759.94,STEM,1996,68.57,121,0
1.86,9,9817.4,STEM,1982,71.11,128,0
2.98,11,9722.66,STEM,1965,70.13,121,0
1.98,40,9809.28,STEM,1992,68.78,129,0
2.37,4,9756.56,STEM,1994,69.37,124,5
2.31,19,9759.95,STEM,2004,69,121,1
2.29,67,9779.94,STEM,1992,67.23,121,0
2.55,66,9746.6,STEM,1992,66.62,122,1
3.23,16,9651.19,STEM,1991,68.59,122,0
3.09,24,9680.13,STEM,1987,67.56,121,1
2.24,19,9783.12,STEM,2007,71,121,0
2.57,13,9731.04,STEM,1968,71.65,122,2
2.48,1,9770.37,STEM,1970,68.69,122,0
3.11,18,9699.81,STEM,2015,70.21,121,3
1.77,44,9828.33,STEM,1983,69.02,120,0
2.6,29,9735.4,STEM,1976,66.68,121,1
2.93,3,9715.39,STEM,2010,66.45,127,2
2.9,12,9710.79,STEM,2007,67.61,124,1
3.23,15,9692.71,STEM,1991,71.92,123,1
2.67,19,9731.23,STEM,1980,70.74,123,1
2.06,3,9788.93,STEM,1966,68.59,121,1
2.33,11,9768.94,STEM,1994,68.65,125,2
2.19,57,9782.44,STEM,1999,68.02,121,1
2.15,2,9796.12,STEM,1975,64.46,122,0
2.48,8,9750.76,STEM,1961,69.5,122,0
2.24,16,9780.94,STEM,1976,64.53,121,3
2.04,42,9781.92,STEM,1979,66.13,121,1
2.91,11,9710.04,STEM,1970,68.49,122,0
2.97,22,9706.82,STEM,1980,68.75,125,2
2.86,8,9719.7,STEM,1987,68.48,123,2
2.52,2,9736.75,STEM,1971,64.12,123,0
2.51,1,9765.07,STEM,1966,70.62,129,1
3.49,34,9668.95,STEM,1966,66.79,137,1
2.22,9,9791.93,STEM,1976,69.54,121,0
2.14,32,9786.63,STEM,1984,69.12,125,0
2.42,32,9748.99,STEM,1988,66.03,120,1
2.26,7,9785.49,STEM,2011,66.21,121,1
2.64,52,9739.97,STEM,1973,64.64,121,1
2.57,30,9746.26,STEM,2013,67.64,124,3
2.55,70,9740.95,STEM,1970,67.98,120,3
2.69,30,9722.59,STEM,1995,69.57,121,0
2.65,43,9741.84,STEM,1978,69.61,120,1
2.45,5,9736.6,STEM,1993,66.32,122,0
0.99,11,9918.89,STEM,2004,68.84,121,2
2.11,12,9793.52,STEM,1976,69.25,122,1
2.78,5,9724.73,STEM,1987,68.27,121,1
2.42,7,9751.28,STEM,1992,72.45,121,1
2.8,2,9718.76,STEM,1975,69.03,124,0
2.87,17,9703.55,STEM,1965,70.01,121,1
3.3,2,9652.44,STEM,1983,67.19,121,1
1.92,6,9789.41,STEM,1975,68.33,120,0
2.75,4,9731.98,STEM,1977,68.57,121,1
1.99,4,9796.14,STEM,1964,69.06,121,0
3.01,0,9697.81,STEM,1991,67.72,128,3
2.29,1,9769.5,STEM,2001,68.29,124,0
2.29,39,9764.05,STEM,1972,71.02,121,1
3.06,44,9693.32,STEM,1992,63.86,120,1
1.44,22,9845.05,STEM,1979,69.43,123,1
2.21,52,9777.46,STEM,2001,64.97,122,2
2.01,32,9772.77,STEM,1968,69.71,125,1
2.37,10,9769.89,STEM,1994,66.9,120,1
3.01,26,9698.82,STEM,1982,70.91,121,0
2.33,38,9775.71,STEM,1968,68.05,121,1
2.25,1,9770.37,STEM,1964,66.21,120,2
2.36,18,9757.45,STEM,1995,71.42,123,3
3.31,1,9672.38,STEM,2004,67.91,121,0
2.16,43,9802.42,STEM,2000,65.24,122,2
2.65,12,9719.54,STEM,1990,68.68,120,2
2.69,2,9722.66,STEM,1989,66.77,122,0
2.2,18,9781.13,STEM,1964,66.35,120,0
3.09,40,9695.19,STEM,1985,69.59,124,1
2.31,9,9782.29,STEM,2005,69.52,122,1
2.23,7,9778.34,STEM,1961,71.41,121,2
1.91,25,9813.55,STEM,1992,69.38,122,1
2.57,60,9770.56,STEM,2009,65.94,125,1
2.43,14,9752.98,STEM,1991,65.66,121,0
2.74,20,9735.08,STEM,1970,63.95,121,0
2.5,22,9753.21,STEM,2001,67.05,122,2
2.83,19,9724.18,STEM,1976,69.52,120,3
2.08,1,9802.54,STEM,1962,69.18,123,6
2.66,11,9737.11,STEM,2005,68.96,122,1
2.44,15,9772.84,STEM,1979,65.09,121,1
2.86,8,9717.84,STEM,2003,65.81,125,2
2.6,3,9738.24,STEM,1979,69.4,121,0
2.97,98,9694.68,STEM,1979,69.94,121,0
2.25,22,9765.99,STEM,1966,67.97,121,1
2.51,3,9767.9,STEM,2011,66.89,123,1
3.14,22,9689.67,STEM,1978,68.25,120,3
2.52,43,9750.12,STEM,1993,66.18,121,1
2.8,5,9722.71,STEM,1964,67.06,121,2
2.02,59,9791.48,STEM,2012,69.43,126,0
2.77,15,9712.92,STEM,1998,69.33,122,2
2.45,50,9739.49,STEM,1989,68.13,120,1
2.74,5,9723.86,STEM,2003,67.34,121,3
2.61,3,9746.04,STEM,1995,67.52,121,0
3.32,24,9651.84,STEM,1974,69.57,122,3
2.29,5,9776.3,STEM,1998,68.82,122,2
3.06,8,9667.82,STEM,1986,69.18,121,0
3.42,22,9667.89,STEM,1975,71.11,120,1
2.19,52,9771.53,STEM,2012,69.44,120,1
3.49,11,9649.55,STEM,1988,66.73,121,1
2.86,10,9697.43,STEM,1965,66.75,124,4
2.33,10,9773.2,STEM,1985,68.2,120,0
2.53,10,9733.42,STEM,1973,65.63,124,2
3.05,19,9686.93,STEM,1964,66.38,122,1
1.88,4,9812.65,STEM,1985,67.55,121,0
2.75,27,9721.83,STEM,1985,69.02,123,2
3.06,30,9683.31,STEM,2003,69.12,122,1
2.9,9,9709.37,STEM,1972,67.75,120,1
2.73,16,9732.1,STEM,1967,67.49,125,0
2.6,48,9749.92,STEM,1976,66.2,121,3
2.22,3,9789.68,STEM,1997,66.86,121,1
2.18,3,9775.54,STEM,1987,68.85,120,0
2.54,13,9754.5,STEM,2004,66.36,125,1
2.75,5,9731.63,STEM,2013,64.84,122,0
3.22,33,9670.6,STEM,2007,64.95,125,1
2.28,11,9779.78,STEM,1983,65.27,121,1
3.06,1,9689.22,STEM,1999,71.08,120,0
2.5,29,9768.63,STEM,1967,69.03,124,2
2.54,28,9744.06,STEM,2003,68.47,121,0
2.68,18,9713.73,STEM,2001,69.24,122,1
2.62,7,9718.02,STEM,1979,65.51,121,0
3.18,15,9682.61,STEM,1961,71.15,121,1
2.42,16,9761.74,STEM,1961,68.92,123,1
2.68,14,9746.2,STEM,1973,68.8,122,0
3.1,0,9678.54,STEM,1991,68.4,120,1
2.05,32,9785.15,STEM,1963,67.57,121,1
3.16,8,9691.98,STEM,1962,68.97,121,4
2.48,24,9760.19,STEM,1995,68.06,120,0
2.8,28,9740.4,STEM,1965,66.27,127,2
2.49,2,9731.06,STEM,2002,68.42,120,1
2.5,20,9741.92,STEM,1964,63.82,121,0
1.9,43,9818.56,STEM,1979,66.78,122,1
3.12,16,9710.2,STEM,2010,67.93,122,0
3.24,2,9688.39,STEM,1972,68.83,120,1
2.54,20,9747.74,STEM,1979,66.32,126,0
1.68,9,9837.12,STEM,2004,70.7,120,1
2.81,3,9705.57,STEM,1965,66.85,125,1
2.06,1,9800.97,STEM,1973,70.1,121,1
2.33,9,9770.85,STEM,2002,66.62,122,0
1.78,67,9833.52,STEM,2015,66.66,122,0
2.13,45,9804.72,STEM,2014,65.61,124,0
3.12,43,9690.31,STEM,1967,65.27,121,0
2.86,25,9721.39,STEM,2002,69.45,121,1
2.28,0,9782.7,STEM,1974,67.11,120,1
2.03,32,9824.74,STEM,2004,71.49,120,2
2.88,30,9722.21,STEM,2009,68.45,120,0
2.34,18,9771.52,STEM,1994,68.44,121,1
2.37,35,9759.44,STEM,1977,66.27,121,1
3.69,46,9629.38,STEM,2005,64.83,123,1
2.78,9,9729.64,STEM,1996,69.1,123,1
2.31,22,9764.88,STEM,1991,66.94,121,2
2.91,11,9690.61,STEM,2004,67.54,121,1
2.85,3,9702.31,STEM,1984,68.39,121,0
2.44,21,9780.46,STEM,1974,70.83,122,1
3.11,2,9685.46,STEM,2007,65.03,124,0
2.71,7,9750.32,STEM,2005,70.78,131,0
2.34,9,9778.47,STEM,1970,65.57,120,2
2.64,4,9736.74,STEM,1961,71.57,120,1
2.92,38,9715.75,STEM,1999,71.15,123,1
2.72,9,9727.4,STEM,2006,67.03,121,5
3.46,11,9640.26,STEM,1991,65.49,124,0
2.52,56,9753.2,STEM,1997,67.28,125,1
2.63,36,9733.12,STEM,1989,66.48,120,0
2.56,155,9727.91,STEM,1973,68.67,123,1
3.18,104,9697.7,STEM,1996,66.39,120,1
3.5,103,9645.16,STEM,1992,72.02,125,2
2.04,32,9806.11,STEM,1993,69.34,124,0
2.31,3,9777.3,STEM,2002,70.83,122,1
2.84,17,9719.12,STEM,1983,67.68,120,0
2.38,5,9760.81,STEM,1991,69.1,120,0
2.18,34,9805.95,STEM,1969,69.49,121,0
3.05,1,9696.64,STEM,1976,69.53,121,1
3.11,11,9682.37,STEM,1976,69.7,122,0
2.46,23,9769.48,STEM,2000,66.77,120,1
2.16,8,9792.28,STEM,1996,66.78,123,0
3.42,2,9668.32,STEM,1971,68.97,120,3
2.5,26,9744.75,STEM,2014,71,123,1
2.47,49,9742.55,STEM,2009,66.83,121,0
2.71,23,9734.65,STEM,1986,64.29,120,1
2.27,31,9791.98,STEM,1993,67.1,120,1
2.64,6,9749.03,STEM,1980,69.33,123,2
3.13,15,9677.29,STEM,1997,67.3,120,3
2.95,11,9701.15,STEM,1973,67.23,123,1
2.31,10,9766.93,STEM,2008,64.59,120,1
3.1,45,9700.11,STEM,2010,67.21,122,1
2.74,57,9730.16,STEM,2000,66.11,120,3
2.53,39,9749.75,STEM,1976,68.34,123,0
2.5,7,9744.54,STEM,1968,63.69,125,0
2.21,26,9800.21,STEM,2011,67.74,120,2
3,44,9681.46,STEM,1962,69.92,121,0
3,7,9707.67,STEM,1990,68.49,121,0
2.32,51,9785.92,STEM,1992,67.69,122,0
3.01,8,9691.2,STEM,1978,72.03,120,2
3.21,7,9674.29,STEM,1962,68.1,121,1
2.4,27,9751.85,STEM,1978,63.78,124,0
2.16,9,9776.73,STEM,2013,67.95,125,2
2.12,9,9800.41,STEM,2002,68.95,121,0
2.83,3,9723.38,STEM,2008,66.99,121,1
3.11,3,9704.56,STEM,1976,66.54,120,1
2.01,31,9818.32,STEM,2011,65.65,125,0
2.27,3,9764.22,STEM,1962,68.32,120,0
2.26,10,9761.22,STEM,2010,71.82,120,1
2.1,13,9807.71,STEM,1990,67.92,123,0
2.36,40,9773.34,STEM,2012,65.82,121,0
2.65,6,9729.55,STEM,1980,63.03,120,2
2.42,3,9748.88,STEM,1994,68.54,121,1
2.11,19,9783.49,STEM,2005,66.01,120,2
2.46,11,9759.45,STEM,1989,68,123,1
2.44,59,9751.61,STEM,1999,67.09,122,1
2.58,6,9747.72,STEM,2013,67.53,123,1
2.37,5,9758.72,STEM,1962,69.37,125,4
2.49,59,9755.05,STEM,1989,64.92,122,2
2.5,1,9749.58,STEM,1962,65.71,120,0
2.8,20,9711.37,STEM,2007,69.3,123,0
2.55,3,9745.61,STEM,1961,69.66,120,3
2.67,29,9750.33,STEM,1986,67.68,121,2
2.45,17,9752.64,STEM,1999,65.83,121,0
2.01,2,9807.07,STEM,1989,69.79,123,1
3.21,44,9678.47,STEM,2012,68.67,122,0
2.49,8,9747.65,STEM,2009,69.43,120,0
1.97,7,9792.17,STEM,1972,67.33,121,0
3.29,5,9663.8,STEM,2004,69.23,125,0
2.36,43,9743.08,STEM,1993,66.16,121,0
1.98,82,9811.05,STEM,1990,66.17,120,0
