IDN,AGE,COUNTRY,GENDER,IMMIGRANT,INCOME,HAPPINESS
48851,27,Senegal,Male,0,62811,5.31
26876,19,Rwand2a4,Female,0,40610,3.21
81724,60,Kyrgyzstan,Male,0,96748,8.66
37470,37,Serbia,Female,1,52647,5.91
40023,58,Singapore,Male,1,57225,5.90
65519,21,Ethiopia,Female,0,80084,6.25
13050,46,Guinea,Male,0,26664,2.47
33342,51,Venezuela,Male,0,50189,4.54
55050,31,China,Male,0,69983,5.35
73685,37,Honduras,Female,0,88822,7.42
55568,23,Moldova,Female,0,71275,5.27
75993,23,Latvia,Female,0,91040,7.28
97431,27,Malawi,Female,0,111451,9.34
93769,44,Burkina Faso,Female,0,107861,8.50
76137,58,Djibouti,Male,0,90669,7.63
39250,38,Bulgaria,Male,0,53168,4.41
28132,58,Iraq,Female,0,42974,3.60
50256,29,China,Female,0,65027,5.33
64166,49,Slovakia,Female,0,79962,6.53
13788,64,Costa Rica,Male,1,31675,5.49
37497,47,Zambia,Male,0,52421,4.50
90247,35,Honduras,Female,0,105303,8.41
58735,45,Macedonia,Male,0,73148,6.49
49897,23,Cameroon,Male,0,64164,5.27
47475,43,Mauritius,Female,1,63626,8.31
67749,30,Armenia,Female,0,81821,6.34
60418,46,Suriname,Female,0,76682,6.50
37078,49,Burundi,Male,0,50694,4.52
77061,31,Nepal,Female,0,91174,7.36
46890,64,Azerbaijan,Male,0,61397,5.68
70155,43,Israel,Female,0,87276,7.48
39465,26,South Korea,Female,0,55574,4.29
76920,59,Iran,Male,0,91343,7.64
36692,66,Ireland,Female,0,53540,4.69
10586,58,Luxembourg,Male,0,27498,2.59
69269,29,Hungary,Male,0,83910,6.33
98012,68,Ireland,Male,0,114882,9.75
17038,58,Peru,Male,0,32810,2.59
46473,62,Romania,Male,0,61378,5.66
12475,47,Bolivia,Male,0,28209,2.48
26078,49,Bulgaria,Female,0,40034,3.51
93989,32,Niger,Male,0,107922,8.38
71209,68,Botswana,Male,0,85179,7.73
86347,36,Iraq,Male,0,101123,8.42
12382,46,Ukraine,Female,0,27246,2.47
75903,37,Spain,Male,0,92050,7.42
57770,59,Swaziland,Male,0,72443,6.63
60629,46,South Africa,Male,0,75333,6.50
19006,39,Singapore,Female,0,35515,2.40
74424,42,Thailand,Male,0,90685,7.47
38023,35,Armenia,Male,0,52199,4.38
30382,65,Djibouti,Male,0,44820,3.67
97713,18,Guatemala,Female,0,113456,9.25
63517,68,Uganda,Female,0,77897,6.72
50412,61,Niger,Male,0,64587,5.65
26441,33,Paraguay,Male,0,42105,3.35
43463,27,Jordan,Male,0,58873,4.30
77591,49,Congo-Kinshasa,Male,0,92167,7.54
15653,24,Chad,Male,0,29581,2.25
56204,60,Sri Lanka,Male,0,70208,5.64
68400,22,United Kingdom,Female,1,85456,5.71
70379,43,Somaliland region,Male,0,85150,7.48
18709,40,Canada,Male,0,36208,3.42
17772,34,Oman,Female,0,34427,2.35
96607,45,Myanmar,Male,0,110800,9.52
71772,45,Venezuela,Female,0,88825,7.50
76843,20,Nigeria,Male,0,91858,7.25
49584,40,China,Female,0,64303,5.44
80217,19,Nigeria,Male,0,95411,7.24
66371,46,India,Female,0,81085,6.50
62542,30,Sierra Leone,Male,0,76764,6.34
33013,58,Poland,Male,0,48695,4.61
87845,48,Venezuela,Female,0,104770,8.54
78307,44,Peru,Female,0,93879,7.49
87889,26,France,Female,0,104558,8.32
97261,70,Venezuela,Female,1,114602,9.68
72309,53,Cameroon,Female,0,86598,7.58
10754,34,Trinidad and Tobago,Male,1,27309,9.35
60331,49,Montenegro,Female,0,75377,6.53
76278,29,Honduras,Male,0,91309,7.34
56893,24,Congo-Brazzaville,Male,0,71001,5.28
88476,58,Guinea,Male,0,102188,8.64
27637,38,Kyrgyzstan,Male,1,43325,6.42
40441,30,Togo,Female,0,53303,4.33
85156,69,Panama,Male,0,102296,8.75
31409,36,El Salvador,Male,0,47015,3.38
24194,26,Kenya,Male,0,38313,3.28
56653,54,South Korea,Male,1,73372,4.78
56374,38,Benin,Male,0,69872,5.42
17463,62,Uzbekistan,Female,0,33078,2.63
57598,40,Lithuania,Male,0,72817,6.44
39807,32,Swaziland,Female,0,54650,4.35
21960,52,Iran,Male,0,36398,3.54
65735,67,Bulgaria,Male,0,79694,6.71
30600,50,Syria,Male,0,44417,3.52
16003,36,United Arab Emirates,Female,1,33359,9.66
82455,69,Panama,Female,0,99375,8.75
59033,20,Mauritius,Male,1,75188,2.07
41903,45,Guinea,Female,0,55606,4.48
38143,23,Nigeria,Female,0,53390,4.26
87864,51,Sri Lanka,Female,0,102031,8.57
93232,65,Finland,Male,1,111000,6.41
35579,45,Honduras,Female,0,50632,4.48
19848,30,Norway,Male,1,37860,1.80
80849,60,South Korea,Female,0,97153,8.66
35414,60,Uzbekistan,Male,0,51028,4.63
42007,31,Morocco,Female,0,56750,4.34
53145,36,Lebanon,Female,0,68011,5.40
23730,24,Palestinian Territories,Female,0,38438,3.26
95547,64,Kuwait,Male,0,111994,9.71
48037,38,Uzbekistan,Male,0,63495,5.42
19206,49,Algeria,Male,0,34572,2.50
99035,64,Guatemala,Male,0,115002,9.71
68805,18,Palestinian Territories,Female,0,83388,6.22
99633,49,Oman,Female,0,116279,9.56
70182,53,Djibouti,Male,1,85241,6.50
17415,21,Sudan,Female,0,31660,2.22
62039,44,Burundi,Female,0,75761,6.48
11267,54,Latvia,Male,0,26176,2.55
80526,42,Haiti,Female,0,94817,7.47
43811,56,Romania,Male,0,58862,4.59
42160,45,Lesotho,Female,0,56873,4.48
15945,43,Finland,Female,0,33186,2.44
62787,33,Panama,Male,1,80191,2.68
56225,37,Colombia,Male,0,72492,6.41
18984,58,Japan,Female,1,35186,3.47
53937,52,Mali,Female,0,68135,5.56
56822,37,Rwand2a4,Male,0,70279,5.41
60997,59,Italy,Female,1,77340,8.22
20120,36,Guinea,Male,0,33956,2.37
81965,29,Uruguay,Male,0,98106,8.35
62322,55,Mexico,Male,0,79292,6.59
62756,42,Portugal,Male,1,78007,4.69
17805,65,Iran,Female,0,32213,2.66
66273,64,Malaysia,Female,0,81910,6.68
25409,19,Spain,Male,0,41613,3.21
35745,61,Zimbabwe,Female,0,50540,4.64
15054,27,Belarus,Female,0,30514,2.28
67988,32,Argentina,Male,0,84411,7.37
43601,24,Kosovo,Female,1,58869,2.16
17311,31,Trinidad and Tobago,Male,0,33634,2.32
76294,43,Indonesia,Female,0,91605,7.48
79288,68,Hungary,Male,0,94098,7.73
77968,29,Iceland,Male,0,95189,7.34
87781,38,Djibouti,Female,0,102259,8.44
61243,21,Afghanistan,Male,0,75198,6.25
99670,61,Myanmar,Female,0,113975,9.68
48230,48,Germany,Female,0,64685,5.52
54312,29,Philippines,Male,0,69253,5.33
53961,43,Guinea,Male,0,67582,5.47
23042,48,Uganda,Male,0,37347,3.50
46053,23,Jordan,Female,0,61200,5.27
44580,35,Italy,Male,0,60626,5.39
60194,29,Bulgaria,Male,0,73895,6.33
97438,66,Belgium,Male,1,114846,2.40
50613,19,Austria,Female,1,68117,5.96
29092,33,Greece,Female,0,44486,3.35
62016,32,Angola,Female,1,77829,8.98
80488,60,Myanmar,Male,0,94902,7.65
10311,53,Guinea,Male,0,24170,2.54
77297,39,Argentina,Female,0,93846,7.44
62024,45,Angola,Male,0,77547,6.49
36910,49,Afghanistan,Male,0,50856,4.52
36822,35,Mexico,Male,1,54568,6.27
77334,58,Malawi,Female,0,91346,7.63
13248,23,Brazil,Female,0,29845,2.24
96132,39,Slovakia,Female,0,111921,9.46
36614,51,Bahrain,Female,0,51881,4.54
47753,56,Vietnam,Female,0,63244,5.60
89448,21,Bolivia,Male,0,105053,8.27
81810,61,Chad,Male,0,95675,7.66
28095,35,United States,Female,0,45071,3.37
20264,66,Kuwait,Male,1,37412,5.14
27794,58,Iraq,Male,0,42456,3.60
24078,28,Liberia,Female,0,38128,3.30
81786,61,Mozambique,Female,0,96671,8.67
30722,57,Iraq,Male,0,45504,3.59
41336,39,Dominican Republic,Female,0,56205,4.42
43961,46,Czech Republic,Male,0,60185,5.50
78441,68,Egypt,Male,0,92481,7.73
28164,56,Singapore,Male,0,44695,3.58
94552,39,Ireland,Female,0,111491,9.46
39183,65,Yemen,Female,0,53251,4.68
51418,35,Iran,Female,0,65944,5.39
44123,25,Guatemala,Male,0,59821,4.28
20505,42,Montenegro,Male,0,35826,2.43
31682,67,Ireland,Male,1,49201,8.04
16349,27,Rwand2a4,Female,0,29929,2.28
58862,35,Croatia,Male,0,74458,6.39
15694,43,Ghana,Male,0,30765,2.44
71429,49,Honduras,Male,0,86395,7.54
92816,37,Jordan,Female,0,108223,9.44
24859,23,Madagascar,Female,0,38626,3.25
66591,31,Australia,Female,0,83674,6.35
41289,63,Uganda,Female,0,55605,4.66
74126,37,Macedonia,Female,0,88653,7.42
89223,29,Bulgaria,Male,0,102994,8.35
99771,46,Myanmar,Male,0,114005,9.53
20015,57,Bahrain,Female,0,35067,2.58
93737,61,Philippines,Female,0,108622,9.68
30689,48,Malawi,Female,0,44614,3.50
54183,51,Kenya,Male,0,68340,5.55
67679,47,Colombia,Male,1,84203,6.00
72757,18,Oman,Female,0,89450,7.23
94891,70,New Zealand,Female,0,111922,9.77
96109,64,Romania,Female,0,110916,9.71
38827,42,Yemen,Male,0,52618,4.45
80061,55,United Kingdom,Male,1,97441,5.02
92964,39,Israel,Male,1,110693,9.19
97511,19,Singapore,Female,1,114245,6.22
29622,36,Azerbaijan,Male,0,44198,3.38
15404,20,Kazakhstan,Male,0,30989,2.21
94034,67,Bahrain,Female,0,109123,9.74
39804,61,South Korea,Male,0,55949,4.64
25483,59,Cameroon,Male,0,39846,3.61
75873,24,Hong Kong,Female,0,91261,7.29
49009,46,Turkmenistan,Female,0,64583,5.50
70200,51,Swaziland,Female,0,84907,7.56
47112,62,Croatia,Female,0,62567,5.66
32359,44,Iran,Male,0,46871,3.46
27696,53,Chile,Female,1,44535,8.99
61524,66,Kuwait,Male,1,78642,4.74
51637,50,Paraguay,Male,1,67654,9.54
34749,50,Libya,Female,0,50116,4.53
92110,26,Sudan,Female,0,106349,8.32
93994,66,Comoros,Male,0,107862,8.72
87440,30,Belgium,Female,0,104302,8.36
61996,51,Costa Rica,Female,0,79253,6.55
28801,32,Netherlands,Female,1,46434,6.28
49364,20,Romania,Male,0,64259,5.24
13730,34,Colombia,Female,0,30095,2.35
13134,54,Myanmar,Male,0,27573,2.55
35677,62,Mozambique,Female,0,50612,4.65
54463,26,Kenya,Male,0,68692,5.30
81113,26,Rwand2a4,Male,0,94612,7.31
43769,54,Indonesia,Male,0,58898,4.57
38039,23,Venezuela,Female,0,55066,4.26
46791,61,Cambodia,Male,0,60826,5.65
28319,47,Turkey,Male,0,43663,3.49
41324,22,Swaziland,Male,0,56080,4.25
60343,59,Iceland,Female,0,77716,6.63
19903,29,Singapore,Male,1,36754,8.99
72948,30,Sweden,Female,1,90540,7.65
69961,50,Mauritius,Male,0,85318,7.55
67813,69,Ethiopia,Male,0,82273,6.73
76140,19,Uzbekistan,Male,0,91694,7.24
67125,27,Zambia,Female,0,82015,6.31
22897,47,Burkina Faso,Female,0,37041,3.49
15658,65,Belarus,Male,0,30936,2.66
39891,43,Guatemala,Female,1,56222,7.80
93630,60,Norway,Male,1,111994,6.74
65482,42,Mexico,Female,0,82453,6.46
46776,54,Denmark,Female,0,64485,5.58
66574,30,Comoros,Female,0,80236,6.34
50100,39,Ukraine,Female,0,65079,5.43
98188,65,Somaliland region,Male,0,113066,9.72
49968,35,Jamaica,Male,0,65064,5.39
10859,54,Oman,Female,1,28108,3.67
86105,38,Chile,Male,0,102563,8.44
29607,37,Ecuador,Male,0,45394,3.39
79393,26,Jamaica,Male,0,94592,7.31
14771,19,North Cyprus,Male,0,30085,2.20
46033,26,Thailand,Male,0,62342,5.30
91857,45,Uzbekistan,Male,0,107460,8.51
13969,29,Sri Lanka,Female,0,28020,2.30
54443,62,Colombia,Male,0,70908,5.66
72218,24,Indonesia,Female,0,87346,7.29
81078,32,Liberia,Female,0,95011,7.37
18557,21,Bosnia and Herzegovina,Female,0,33132,2.22
50683,68,Indonesia,Male,0,66073,5.72
32973,67,Japan,Female,0,48922,4.70
73734,27,Niger,Male,0,87624,7.32
17013,48,Slovenia,Female,0,33068,2.49
66189,63,Angola,Female,0,81745,6.67
85933,19,Slovakia,Male,0,101697,8.25
79152,70,Argentina,Male,0,95533,7.75
89349,22,Turkey,Female,0,104515,8.28
32860,46,Thailand,Female,0,49124,4.49
67558,36,Iran,Male,0,82134,6.40
45988,30,Gabon,Female,0,59940,4.33
78185,55,Togo,Male,0,91125,7.60
29362,30,Mozambique,Female,0,44184,3.32
53858,30,Jordan,Female,0,69130,5.34
96244,58,Hong Kong,Male,0,111786,9.65
77158,32,Suriname,Male,0,93171,7.37
34275,54,Guinea,Male,0,47994,3.56
12290,53,Morocco,Male,0,27149,2.54
72495,21,Cyprus,Female,0,88980,7.26
62340,30,Swaziland,Female,0,77232,6.34
32094,23,Burkina Faso,Male,0,46361,3.25
15115,26,Azerbaijan,Female,0,29684,2.27
86528,54,Sierra Leone,Female,0,100777,8.60
75613,34,Estonia,Male,0,90988,7.39
95658,51,Ireland,Male,0,112775,9.58
22960,31,Germany,Male,0,39523,3.33
86321,70,Ecuador,Female,1,102782,9.07
20397,40,Benin,Male,0,33756,2.41
36588,61,Russia,Female,0,51813,4.64
83390,54,Macedonia,Male,0,97919,8.60
21835,22,Romania,Female,0,36641,3.24
41564,34,Kazakhstan,Male,0,57219,4.37
77129,21,Ecuador,Female,0,92824,7.26
66532,40,Botswana,Male,0,80531,6.44
38848,65,Swaziland,Male,0,53486,4.68
57910,29,Saudi Arabia,Male,0,74131,6.33
26178,45,Tanzania,Male,0,39971,3.47
64599,30,Laos,Female,0,79241,6.34
45524,46,Australia,Female,0,62708,5.50
38527,24,Finland,Male,0,55865,4.27
45030,67,Indonesia,Male,1,61089,9.39
34997,21,Zimbabwe,Male,1,50502,8.45
43421,46,Algeria,Female,1,59045,4.67
35698,64,Swaziland,Male,0,50435,4.67
49440,42,Chad,Male,0,63421,5.46
46173,42,Sri Lanka,Female,0,60064,5.46
90809,47,Hong Kong,Male,0,106163,8.53
33485,31,Georgia,Male,0,47658,3.33
33265,32,Bosnia and Herzegovina,Female,0,47938,3.34
12040,37,Libya,Male,0,27167,2.38
46394,70,Lithuania,Female,0,61735,5.74
44499,24,Nigeria,Male,0,59677,4.27
96244,47,South Korea,Male,0,112278,9.54
50263,54,Czech Republic,Male,0,66502,5.58
14813,20,Gabon,Male,0,28788,2.21
27335,24,Jamaica,Female,0,42703,3.26
37263,63,India,Female,0,51859,4.66
59362,56,Benin,Male,0,72683,6.60
57049,56,Bulgaria,Male,0,70820,5.60
78393,58,Costa Rica,Female,1,96045,8.20
42238,60,Spain,Female,0,58452,4.63
41332,25,Lithuania,Male,1,57240,9.30
70186,63,Russia,Female,0,85542,7.68
21939,34,Philippines,Male,0,36754,3.36
81358,38,Algeria,Female,0,96606,8.44
30631,25,Burundi,Female,0,44219,3.27
48531,62,Malaysia,Female,0,64156,5.66
63081,57,Kosovo,Male,0,78183,6.61
54577,43,Nicaragua,Male,0,70108,5.47
50720,30,Montenegro,Male,0,66042,5.34
63549,63,Luxembourg,Male,0,80535,6.67
45219,69,Kuwait,Female,0,61569,5.73
54120,46,Portugal,Male,0,68964,5.50
93760,45,Afghanistan,Female,0,107673,8.51
34102,40,United States,Male,0,50981,4.43
31143,45,Libya,Male,0,46296,3.47
43685,33,Azerbaijan,Male,0,58119,4.36
21821,38,Uganda,Female,0,36049,3.40
94644,36,Turkey,Female,0,109980,9.43
89833,27,Kenya,Male,0,104203,8.33
97761,54,Italy,Female,0,113530,9.61
28519,18,Netherlands,Female,0,46042,3.20
70828,24,India,Female,0,85526,7.29
97089,58,El Salvador,Female,0,112871,9.65
42973,36,Vietnam,Male,0,58339,4.39
44898,53,Somaliland region,Female,0,59747,4.56
55091,37,Denmark,Female,0,72648,6.41
51312,54,Israel,Female,0,68581,5.58
94698,22,United States,Male,1,112334,7.14
69234,21,Finland,Female,0,86539,7.26
89639,34,Central African Republic,Male,0,103024,8.40
95696,69,South Africa,Female,0,110496,9.76
49647,61,Botswana,Male,0,63492,5.65
79678,68,Singapore,Male,0,96078,8.74
86124,23,Ireland,Female,0,103111,8.29
32214,45,Libya,Male,0,47487,3.47
70200,67,Serbia,Female,0,84879,7.72
46693,29,Algeria,Female,0,62124,5.33
46705,63,Armenia,Female,0,60841,5.67
85488,44,Kyrgyzstan,Male,0,100540,8.50
10276,61,Iran,Male,0,24821,2.62
15012,60,Mali,Female,1,29976,2.11
64312,23,Netherlands,Female,0,81809,6.27
48757,32,Japan,Female,0,64630,5.36
10023,18,Norway,Male,0,27496,2.19
71891,64,Mongolia,Female,0,86698,7.69
41896,55,Denmark,Female,0,59376,4.58
76100,49,Nigeria,Male,0,91286,7.54
25562,41,Uzbekistan,Male,1,41432,7.15
74772,60,Turkmenistan,Female,0,90186,7.65
87733,38,Burundi,Male,0,101381,8.44
95669,28,Jordan,Female,0,110929,9.35
13107,50,Iran,Male,0,27644,2.51
51585,44,Georgia,Female,0,65667,5.48
53785,51,Sweden,Female,0,71222,5.55
23289,28,Indonesia,Female,0,38529,3.30
49091,46,Bolivia,Male,0,64985,5.50
38797,29,Israel,Female,0,55958,4.32
76341,70,North Cyprus,Female,0,91652,7.75
27001,52,France,Female,1,44199,3.75
73899,62,Nigeria,Male,1,89234,4.30
18685,57,Latvia,Male,0,33577,2.58
53260,42,China,Female,0,68011,5.46
94534,70,Netherlands,Male,0,111955,9.77
72537,63,Chile,Male,0,89033,7.68
10920,19,Benin,Male,0,24264,2.20
91553,41,Iraq,Male,0,106353,8.47
33490,22,Central African Republic,Female,0,46886,3.24
64199,37,Jamaica,Female,0,79416,6.41
50230,28,Canada,Female,0,67720,5.32
17003,34,India,Male,0,31718,2.35
35742,58,Yemen,Male,0,49624,4.61
54946,33,Yemen,Female,0,68890,5.37
22123,38,Congo-Brazzaville,Male,0,36341,3.40
62980,69,Cambodia,Male,0,76920,6.73
34755,20,Saudi Arabia,Female,0,50990,4.23
34449,53,Thailand,Male,1,51058,4.30
57009,22,Rwand2a4,Female,0,70675,5.26
82889,22,United Kingdom,Male,0,99605,8.28
49531,43,Zimbabwe,Female,0,64112,5.47
18623,63,Belgium,Female,0,35619,2.64
34603,29,Burundi,Female,0,48154,4.32
81836,51,Kosovo,Male,0,96943,8.57
16282,32,Dominican Republic,Male,0,31255,2.33
61906,70,Armenia,Male,0,76137,6.74
32336,40,Greece,Male,0,47615,3.42
15892,46,Togo,Female,0,28856,2.47
77259,54,Bosnia and Herzegovina,Male,0,92098,7.59
53877,63,Malawi,Male,0,67783,5.67
16085,62,Lebanon,Female,0,30950,2.63
29952,33,Tajikistan,Male,0,44296,3.35
60311,69,Spain,Female,1,77131,6.46
12246,52,Ethiopia,Female,0,26654,2.53
47169,36,Ireland,Male,0,64265,5.40
11011,23,Nigeria,Female,0,26088,2.24
49715,45,Jordan,Female,0,65078,5.49
34857,36,New Zealand,Female,1,52153,5.86
82099,59,Germany,Female,0,98712,8.65
54815,26,Cameroon,Female,1,69464,7.08
64695,29,Slovakia,Male,0,80596,6.33
72753,47,Cameroon,Male,0,86997,7.52
74604,23,Libya,Female,0,89721,7.28
31463,46,Austria,Female,0,48627,4.49
73522,67,Portugal,Male,0,88451,7.72
98050,28,Madagascar,Male,0,111890,9.35
71491,29,Niger,Female,0,85612,7.34
76897,23,Laos,Male,0,91604,7.28
39937,63,Myanmar,Female,0,54343,4.66
64259,59,Argentina,Female,0,80752,6.63
11939,42,Kazakhstan,Male,0,27620,2.43
30611,47,Mexico,Female,0,47635,3.49
52528,20,Morocco,Male,0,67403,5.24
98629,35,Swaziland,Female,0,113225,9.42
86659,56,Latvia,Male,0,101610,8.62
64551,70,Armenia,Male,0,78822,6.74
88993,61,Armenia,Male,0,103218,8.67
46233,43,Sri Lanka,Female,0,60384,5.47
59890,66,Germany,Male,0,76578,6.70
19440,59,Argentina,Female,1,36533,7.66
24251,48,Luxembourg,Male,1,41406,4.70
26246,22,Slovenia,Male,0,42052,3.24
76347,61,Mexico,Female,0,93252,7.66
63541,19,Central African Republic,Male,0,77055,6.23
18110,69,Romania,Female,0,32960,2.70
73011,61,Jamaica,Male,0,88216,7.66
49271,68,El Salvador,Male,0,64951,5.72
41428,56,Hungary,Female,0,56069,4.59
74886,47,Finland,Female,0,92250,7.52
11472,63,Chile,Male,0,28008,2.64
87821,53,Vietnam,Male,0,103190,8.59
26346,31,Bahrain,Male,0,41459,3.33
67639,48,Australia,Female,0,84924,7.53
40832,61,Trinidad and Tobago,Female,0,57217,4.64
42391,21,Kuwait,Male,1,59426,5.28
39911,48,Japan,Female,0,55846,4.51
77856,58,Sierra Leone,Female,0,91958,7.63
18380,47,Ireland,Female,1,35594,8.61
24789,58,Bangladesh,Female,0,39351,3.60
43784,48,Ghana,Female,0,58879,4.51
50447,57,Uruguay,Female,0,66619,5.61
23620,51,Vietnam,Male,0,39047,3.53
14612,50,Oman,Female,1,31619,5.43
73944,26,Singapore,Female,1,90753,9.73
20938,38,Paraguay,Male,0,36446,3.40
62917,29,Bolivia,Male,1,79298,4.11
58641,45,Slovakia,Female,0,74614,6.49
52325,70,Tajikistan,Male,0,66586,5.74
58868,56,Libya,Male,0,74129,6.60
10108,19,Lithuania,Male,0,25422,2.20
57489,46,Japan,Male,0,73403,6.50
14357,52,New Zealand,Female,1,32205,7.54
89573,68,Greece,Male,0,104793,8.74
84683,53,Sierra Leone,Male,0,98812,8.59
44876,62,Malta,Female,0,60661,5.66
21169,46,Mozambique,Male,1,36303,7.78
61328,18,Morocco,Male,0,76171,6.22
51782,45,Kyrgyzstan,Female,0,66855,5.49
28948,68,Hong Kong,Male,0,44478,3.70
76012,34,Bangladesh,Male,0,90697,7.39
18217,28,Serbia,Female,0,32987,2.29
74474,66,Vietnam,Female,0,90032,7.71
30973,56,Kosovo,Male,0,46104,3.58
76200,48,Pakistan,Male,0,91275,7.53
83060,43,Paraguay,Male,0,98641,8.49
90739,50,Mali,Male,0,104766,8.56
66608,25,Lithuania,Male,1,82686,2.41
25110,32,Iran,Female,0,39623,3.34
45928,32,Senegal,Female,0,59801,4.35
88335,22,Kyrgyzstan,Male,0,103251,8.28
65665,63,Togo,Female,0,78351,6.67
40492,67,Singapore,Male,0,56991,4.70
64055,47,Iraq,Female,0,78689,6.51
69385,42,Cyprus,Female,0,85666,7.47
46662,42,Yemen,Male,0,60633,5.46
59769,21,Ghana,Female,1,75024,7.57
61260,31,Angola,Female,0,76823,6.35
68517,37,Russia,Male,0,83944,6.41
10804,49,Paraguay,Female,0,26440,2.50
67870,27,Portugal,Male,0,82780,6.31
41734,45,Uzbekistan,Female,0,57297,4.48
89713,61,Canada,Female,0,107158,8.67
12325,61,Uruguay,Female,0,28430,2.62
87288,24,El Salvador,Male,0,102986,8.30
34620,56,Panama,Male,0,51521,4.59
54995,53,Slovenia,Female,0,70984,5.57
85706,68,New Zealand,Female,1,103426,2.95
82825,41,Algeria,Male,0,98205,8.47
67326,63,Armenia,Male,0,81552,6.67
33515,32,India,Male,0,48248,4.35
56723,61,Senegal,Female,0,70588,5.65
57216,37,Uruguay,Female,0,73563,6.41
15338,38,Bahrain,Female,0,30526,2.39
72265,20,United States,Male,1,89830,4.68
28716,25,Lesotho,Male,1,43694,3.13
39559,38,Armenia,Male,0,53697,4.41
68097,19,Malta,Female,0,84031,7.24
56602,21,New Zealand,Female,0,73567,6.25
69196,43,Peru,Male,0,84817,7.48
98109,27,Japan,Male,0,114139,9.34
58241,46,Singapore,Male,0,74725,6.50
97049,50,Qatar,Male,0,113536,9.57
11250,18,Laos,Female,0,25923,2.19
86171,35,Kenya,Female,0,100427,8.41
75821,64,Oman,Female,1,93148,3.23
14440,27,United Kingdom,Male,0,31250,2.28
16542,36,Malaysia,Male,0,32198,2.37
35919,53,Togo,Female,0,48888,4.56
62497,54,South Africa,Female,0,77376,6.58
21753,28,Myanmar,Male,0,36163,3.30
63477,38,Senegal,Male,0,77245,6.42
12954,37,United States,Female,0,29831,2.38
98977,18,Morocco,Male,0,113760,9.25
36066,26,Kosovo,Female,0,51115,4.29
97000,67,Ukraine,Female,1,112609,8.27
69366,49,Congo-Kinshasa,Female,0,83952,6.53
21914,23,Panama,Male,0,38801,3.25
42469,68,Estonia,Male,0,57929,4.71
90996,49,Estonia,Male,0,106422,8.55
10604,26,Bangladesh,Female,1,26023,7.19
37362,27,Zimbabwe,Female,0,52142,4.30
57572,33,Russia,Female,1,73366,7.29
53299,50,Turkey,Male,0,68416,5.54
12552,36,Malawi,Female,0,26508,2.37
38772,59,South Korea,Male,0,55045,4.62
15480,59,Ecuador,Male,0,31393,2.60
59585,69,Romania,Female,0,74605,6.73
41025,40,Myanmar,Female,0,55234,4.43
14759,69,Tajikistan,Male,0,28929,2.70
31622,49,Lithuania,Female,0,47058,3.51
88917,70,Portugal,Male,0,103928,8.76
82736,64,Denmark,Male,0,100403,8.70
73899,24,India,Female,0,88487,7.29
33076,22,Poland,Female,0,48692,4.25
66557,45,Senegal,Female,0,80510,6.49
98744,50,Zimbabwe,Female,0,113551,9.57
47683,48,Trinidad and Tobago,Female,0,64008,5.52
17298,48,North Cyprus,Male,0,32493,2.49
74594,34,New Zealand,Male,0,91679,7.39
75493,55,Russia,Female,0,90843,7.60
79768,50,Burkina Faso,Female,0,93865,7.55
91132,63,Angola,Female,0,106698,8.69
56303,34,Chad,Male,0,70308,5.38
53955,53,Zimbabwe,Male,1,69374,5.31
48253,40,Zimbabwe,Female,0,63022,5.44
95826,37,New Zealand,Female,0,112813,9.44
65840,64,Ukraine,Female,0,80647,6.68
85653,64,El Salvador,Female,0,101290,8.70
76251,59,Macedonia,Male,0,90724,7.64
28838,36,Venezuela,Female,1,46564,3.20
64293,67,Somaliland region,Male,0,78982,6.71
55249,64,Central African Republic,Male,0,68796,5.68
73282,38,Uruguay,Female,0,89630,7.43
14070,30,Haiti,Male,0,28362,2.31
21968,29,Somaliland region,Female,1,37059,9.48
75720,46,Palestinian Territories,Female,0,90404,7.51
43384,23,Mauritania,Female,0,58041,4.26
95241,44,Trinidad and Tobago,Male,0,111613,9.51
35892,50,Hungary,Male,0,50679,4.53
62302,52,Egypt,Female,0,76540,6.56
45479,45,Haiti,Male,0,59792,4.48
38830,36,United States,Female,0,55646,4.39
92814,22,Hong Kong,Female,0,108150,9.29
82952,25,South Korea,Female,0,99080,8.31
28614,57,Hungary,Male,0,43406,3.59
