SchoolRank,Income,Tuition,SAT,GPA
24,190984.4243,48500,1312,3
98,8115.412224,11500,427,1.905084775
86,36611.28812,17500,565,2.127762484
66,87322.70396,27500,810,1.923558129
80,52679.65545,20500,643,2.234503222
71,75623.91543,25000,752,1.401841754
71,75743.11081,25000,753,3
10,226481.3078,55500,1483,3
38,157733.4566,41500,1149,3
46,136248.3595,37500,1044,2.305699133
39,153628.9277,41000,1131,3
95,13874.56016,13000,455,3
100,2779.767694,10500,401,3
45,138487.658,38000,1058,3
38,156723.9871,41500,1147,1.322970433
93,20981.96133,14000,485,1.6977548
89,28981.59547,16000,527,2.519862731
71,73830.84339,25000,743,2.506049283
64,92496.93058,28500,836,4
82,46410.87275,19500,610,1.970658256
32,171369.8221,44500,1215,1.335143459
49,129016.492,36000,1013,1.76374256
34,165122.9941,43500,1188,1.813282454
17,207952.9944,52000,1395,3
9,228602.2395,56000,1492,2.775184621
67,83827.21462,27000,791,4
39,153641.8545,41000,1129,4
89,30602.62884,16000,532,3
45,138243.8306,38000,1058,2.436075773
90,28598.76669,15500,524,3
61,99549.84157,30000,868,1.854825031
24,191271.6578,48500,1315,2.965897867
97,10202.51443,12000,434,1.265014275
13,218941.3487,54000,1448,1.427377805
20,201711.7002,50500,1364,1.341846228
12,219121.9551,54500,1450,1.427097757
1,247043.4247,60000,1585,1.109950131
6,236688.7582,57500,1533,1.268457415
21,198563.517,50000,1350,3
88,31895.06044,16500,542,3
58,105991.0012,31500,901,2.012436712
10,226344.8248,55500,1483,1.256811347
6,235019.8706,57500,1523,4
64,92914.87835,28500,838,3
52,121364.7801,34500,973,2.24674663
68,81679.2654,26500,783,3
98,8945.736766,11500,427,1.463299138
1,248765.8877,60000,1590,1.576255831
81,49829.72806,20000,627,4
69,78882.22735,26000,770,3
89,30953.2026,16000,534,2.491381774
1,249219.331,60000,1592,2.728141407
26,185930.7971,47500,1285,4
20,202420.9925,50500,1365,3
16,209912.5712,52500,1402,4
75,65074.87863,23000,703,1.166561744
64,90517.92958,28500,826,3
18,205777.512,51500,1383,2.648384531
32,169765.0215,44500,1210,1.742237451
56,111811.3214,32500,928,3
96,13467.79245,12500,451,2.766033695
30,175348.7481,45500,1238,2.603456151
23,193784.1133,49000,1324,4
73,69424.32215,24000,722,3
26,186081.7709,47500,1288,3
67,85829.63807,27000,801,3
48,132846.6277,36500,1028,1.719179703
58,107100.4742,31500,906,1.78553009
85,39937.48783,18000,578,2.770111373
94,18054.76672,13500,471,2.493966627
57,110336.3701,32000,921,3
43,142711.3005,39000,1079,2.159499047
66,88584.89219,27500,814,4
37,160234.3094,42000,1160,4
94,18798.12067,13500,475,3
77,60237.67505,22000,679,3
49,128381.5133,36000,1008,3
61,98819.5412,30000,863,4
2,246353.1662,59500,1579,2.315595386
56,112344.7076,32500,928,3
44,142801.5393,38500,1077,2.099479818
24,190911.0737,48500,1311,1.550612962
3,242532.0005,59000,1561,1.454625389
34,166176.7815,43500,1192,4
57,110656.6559,32000,920,1.621288089
89,30896.68502,16000,535,3
51,124850.9575,35000,993,2.742564307
24,190752.2325,48500,1310,2.848957301
29,178089.5401,46000,1248,4
39,154641.003,41000,1134,3
83,45892.64481,19000,607,1.017093614
27,182790.215,47000,1273,4
21,198510.6407,50000,1350,2.538596197
11,223851.3083,55000,1470,1.641700172
54,117068.3695,33500,955,2.592712303
35,163881.6727,43000,1180,3
52,120297.0052,34500,970,3
81,49765.00781,20000,626,3
11,223334.0235,55000,1468,4
53,120693.844,34000,969,2.03846103
22,195854.6495,49500,1335,2.414168269
16,211472.9656,52500,1413,2.955458286
8,230050.8795,56500,1500,4
99,4610.500726,11000,409,4
50,125462.3652,35500,995,4
50,126499.0737,35500,999,4
36,161239.5232,42500,1167,4
38,156725.3946,41500,1146,1.534786655
29,178402.1538,46000,1252,4
32,170359.585,44500,1210,2.807558448
93,20278.96385,14000,484,4
70,78866.06415,25500,766,2.433432305
60,102562.1793,30500,885,1.744486211
58,107381.4538,31500,906,2.42213417
82,48376.98145,19500,620,4
2,245384.2958,59500,1573,2.877212248
72,71440.53453,24500,733,1.11965876
82,48724.78538,19500,622,2.966657087
14,215964.8233,53500,1433,2.474309187
44,142037.2606,38500,1073,3
40,150398.083,40500,1115,2.471574704
69,80797.38332,26000,775,3
56,112292.6676,32500,930,1.934945988
12,220014.938,54500,1452,2.260005862
48,132284.1873,36500,1028,2.495191374
6,235826.1223,57500,1528,1.695939317
100,3928.049767,10500,404,1.994122493
6,236549.382,57500,1530,4
75,63469.01058,23000,695,3
92,21934.40703,14500,491,4
60,103071.2534,30500,883,3
33,170121.7961,44000,1209,3
25,189507.7204,48000,1302,4
2,244366.9635,59500,1570,3
83,45436.65648,19000,604,4
82,47901.1419,19500,617,3
8,231664.4901,56500,1508,4
92,22150.27467,14500,494,2.882794545
22,196151.6532,49500,1337,2.431605276
48,130769.9419,36500,1021,3
27,183519.7501,47000,1274,1.509642777
84,42732.67461,18500,594,3
42,148116.6229,39500,1102,4
70,75997.59064,25500,754,3
67,84700.58459,27000,794,3
13,217647.651,54000,1442,3
98,6574.001439,11500,418,2.253398085
35,162652.0541,43000,1176,3
25,187519.5163,48000,1295,3
69,79222.66931,26000,768,4
68,81298.54757,26500,778,2.738062127
36,161199.73,42500,1166,1.930116411
59,104234.2572,31000,893,3
24,189697.0961,48500,1307,4
28,181388.959,46500,1265,4
49,127722.2565,36000,1007,2.436395705
61,100338.1558,30000,871,2.391629323
1,247499.0093,60000,1586,1.648959529
24,191449.3293,48500,1312,4
73,69205.86848,24000,723,3
87,35975.10458,17000,558,1.069909709
14,215732.9175,53500,1433,2.402669986
94,17983.02388,13500,474,2.803620836
41,149922.6169,40000,1112,4
85,40445.26273,18000,583,3
27,183877.2131,47000,1278,3
27,184019.0271,47000,1276,2.81009425
39,153207.2466,41000,1129,3
28,181335.4015,46500,1266,3
89,30611.51778,16000,536,3
88,33045.13444,16500,545,2.639608775
85,39222.36889,18000,578,1.767761155
20,199601.4411,50500,1355,3
68,83571.34911,26500,790,2.91997948
3,243552.4221,59000,1565,4
88,32948.06335,16500,543,4
0,249839.3004,60500,1597,3
38,156789.8119,41500,1146,3
24,190949.9084,48500,1310,2.296613966
92,23242.60652,14500,498,1.723131423
27,182919.5573,47000,1273,4
6,234963.7169,57500,1526,2.725815245
92,23578.6627,14500,502,1.459681986
73,68820.91282,24000,719,1.120964228
56,112943.576,32500,933,3
100,4511.391697,10500,405,3
61,99388.73044,30000,868,4
19,203028.2271,51000,1368,1.225775213
12,219568.6944,54500,1451,2.765983412
33,169602.5405,44000,1206,4
13,218869.1196,54000,1447,1.15259145
35,163906.7263,43000,1180,3
10,224395.0229,55500,1474,3
32,170704.9354,44500,1214,2.465007047
50,126070.8584,35500,997,2.867260913
77,59876.9857,22000,677,4
50,127778.6034,35500,1003,1.941283457
8,230599.5602,56500,1502,3
3,242080.7405,59000,1560,3
92,23755.02222,14500,502,1.104634576
88,31676.63952,16500,541,3
94,18999.38098,13500,476,1.699322538
93,21485.73637,14000,488,2.182708995
53,119324.2889,34000,963,3
61,98839.23558,30000,867,4
58,107848.3111,31500,906,3
66,87723.84892,27500,809,3
83,43924.31125,19000,599,1.81557739
79,55806.25951,21000,657,1.529759994
72,73395.86384,24500,742,1.202067834
50,128173.0407,35500,1005,2.421059216
44,142308.862,38500,1076,3
12,219925.1878,54500,1453,1.499092609
14,215418.1032,53500,1432,3
29,179452.4526,46000,1255,2.232285429
34,166276.7036,43500,1190,4
73,70519.91021,24000,728,4
30,174844.4402,45500,1234,4
34,167018.7204,43500,1195,4
12,219816.5313,54500,1450,2.664149348
56,112757.7452,32500,934,4
31,172995.3825,45000,1225,4
42,147622.4267,39500,1102,2.623890485
30,176819.7361,45500,1242,4
39,153756.4005,41000,1132,1.127004412
15,214135.2942,53000,1424,4
8,230119.7695,56500,1502,3
36,161667.9647,42500,1170,4
14,216749.2653,53500,1435,3
33,168748.6825,44000,1202,4
83,45208.11643,19000,603,1.763350636
34,165507.0347,43500,1187,2.435739972
60,101392.0745,30500,875,3
4,240239.2682,58500,1550,1.888647985
14,216132.6178,53500,1431,3
81,49195.28409,20000,625,3
24,190459.8172,48500,1309,1.136020037
94,18906.98383,13500,477,4
60,101692.9675,30500,880,3
16,211200.1363,52500,1410,1.014156264
66,85771.77866,27500,802,3
54,117602.2346,33500,955,3
83,43839.58691,19000,600,4
95,15422.48086,13000,460,3
27,183849.8936,47000,1277,1.66272124
12,220588.2755,54500,1454,2.271137436
7,233597.9469,57000,1520,4
61,98793.65772,30000,865,4
82,47280.69804,19500,614,1.367523493
9,227160.0171,56000,1489,2.024205185
68,82245.49137,26500,785,2.01845548
45,139159.9056,38000,1060,2.019661875
7,232506.8039,57000,1512,3
80,53504.30257,20500,644,1.042942967
56,111001.1013,32500,924,2.155729241
17,208430.0988,52000,1398,4
4,239872.1901,58500,1550,2.649817333
37,159689.4044,42000,1159,1.781898974
85,39886.70138,18000,578,1.960042902
8,229602.7939,56500,1499,3
88,32141.36518,16500,543,4
73,70792.19434,24000,729,2.454517619
65,89655.62622,28000,819,2.39245942
48,130751.5481,36500,1020,4
44,140740.8619,38500,1067,2.598744273
93,19849.66523,14000,483,2.816343135
90,28625.74047,15500,526,4
61,101054.7067,30000,873,2.285482887
77,60827.56208,22000,680,3
2,245529.9403,59500,1574,4
6,234642.0155,57500,1522,2.978385063
36,161045.2564,42500,1164,3
29,177856.4857,46000,1247,2.035476683
58,107677.9092,31500,908,3
33,167732.5888,44000,1201,3
100,3835.466422,10500,402,3
24,189898.3158,48500,1306,3
100,4647.67992,10500,406,3
60,101824.7021,30500,877,4
84,43086.72097,18500,592,2.242228256
29,177296.9985,46000,1247,1.104711262
10,225599.8294,55500,1479,4
57,109808.1518,32000,918,2.796871572
49,128997.5209,36000,1010,2.670224104
41,149156.8989,40000,1111,2.960505835
37,157610.6819,42000,1152,3
54,116157.7127,33500,951,3
78,57812.76788,21500,668,3
98,7596.951347,11500,424,3
64,91602.70314,28500,829,2.791856893
95,16160.16167,13000,463,1.077766992
85,40092.69899,18000,580,4
24,191145.51,48500,1313,3
83,45074.45289,19000,605,3
95,14704.48457,13000,457,4
74,65974.06423,23500,706,4
50,127125.6175,35500,1002,2.013264312
56,111424.6447,32500,927,2.833020616
3,243546.3711,59000,1565,1.125310174
30,176295.4214,45500,1242,1.127489054
76,62269.24374,22500,688,1.261514777
22,195378.7045,49500,1333,1.925106753
78,56048.29145,21500,659,4
80,51480.34369,20500,636,4
19,204144.3441,51000,1377,2.840989464
40,152599.4397,40500,1124,4
57,109589.1659,32000,917,1.429627092
66,86585.01059,27500,803,1.625167099
33,169401.3052,44000,1207,2.836954252
28,181501.4945,46500,1266,3
8,231803.5567,56500,1509,3
9,227800.8001,56000,1489,1.309269991
77,59355.83052,22000,672,1.035487231
51,125501.7523,35000,993,3
57,108103.7698,32000,911,3
4,242094.8424,58500,1557,3
68,80856.65233,26500,779,1.249626212
36,162186.2346,42500,1174,3
5,237686.2162,58000,1537,1.141669398
78,57409.87691,21500,665,3
47,134934.4861,37000,1041,3
11,223155.3,55000,1468,2.959468386
25,188754.2915,48000,1302,4
24,191543.0576,48500,1312,2.372333766
70,76608.66343,25500,759,1.983263704
52,121382.8944,34500,974,4
6,236050.982,57500,1531,2.799317252
93,20337.47651,14000,482,2.046795177
4,241703.1867,58500,1556,4
59,103266.004,31000,888,1.836024162
31,173520.4599,45000,1228,3
47,134141.7877,37000,1034,4
68,83391.30853,26500,789,1.03973531
71,73906.1797,25000,743,4
84,42844.47297,18500,594,4
43,145072.5758,39000,1088,4
2,244798.2101,59500,1573,2.690604093
91,25592.07293,15000,508,2.333814567
45,139609.4845,38000,1060,1.597260587
55,114552.4538,33000,941,1.984859266
29,177596.3154,46000,1247,2.1325146
3,244205.4658,59000,1569,3
24,191182.1329,48500,1311,4
29,177544.267,46000,1248,1.707995231
32,171156.1863,44500,1216,3
89,30279.38074,16000,533,2.142432386
100,3378.344714,10500,401,4
17,207416.0814,52000,1392,1.588176269
27,183739.1228,47000,1276,3
10,226534.8698,55500,1482,2.513584216
36,162188.2306,42500,1171,1.803392303
16,210924.0436,52500,1407,2.476208899
64,93274.27637,28500,837,4
4,239299.251,58500,1548,4
22,196979.676,49500,1342,3
92,22981.87691,14500,495,4
89,31414.10662,16000,536,1.970867615
70,78231.15242,25500,764,4
89,30000.94227,16000,530,3
29,179730.0041,46000,1257,2.425711411
24,191728.4439,48500,1316,2.215954238
67,85095.95708,27000,800,4
1,248713.2038,60000,1591,4
37,159396.8976,42000,1158,2.802636988
2,245138.627,59500,1576,4
74,67821.19186,23500,713,4
82,48021.32845,19500,618,4
38,156861.8167,41500,1146,3
84,42713.84817,18500,591,2.365322259
26,186871.2908,47500,1291,2.418700359
2,245396.1595,59500,1575,2.997535051
46,136898.175,37500,1047,2.731574207
53,118114.8966,34000,960,4
98,7129.958241,11500,419,1.665265915
80,53242.6013,20500,645,3
66,87160.63182,27500,806,1.131606982
7,232625.3552,57000,1511,4
51,123294.8807,35000,985,4
39,153192.0879,41000,1127,4
21,197525.7976,50000,1344,4
64,92602.72403,28500,835,3
66,87592.47747,27500,808,4
0,250560.4653,60500,1600,3
41,149087.3942,40000,1106,4
20,200693.075,50500,1360,4
22,196003.1926,49500,1338,4
50,127905.4881,35500,1005,2.662237198
87,36499.11242,17000,560,2.916365073
62,95641.59799,29500,851,3
31,174098.1527,45000,1229,1.595113802
68,81178.46969,26500,778,1.226473823
14,216079.1403,53500,1432,3
3,242041.5423,59000,1559,4
19,203689.041,51000,1374,4
48,130595.5778,36500,1021,4
49,129717.0159,36000,1016,1.347027741
89,29898.34644,16000,529,2.055717264
31,173940.6844,45000,1229,2.23750313
80,52920.88292,20500,640,4
75,63569.86129,23000,695,3
10,226030.4077,55500,1482,4
2,245417.4549,59500,1577,2.020363889
42,147989.8011,39500,1102,2.389310084
64,92865.39116,28500,838,3
58,105863.8024,31500,901,3
8,230485.3385,56500,1505,1.885458783
58,107779.0354,31500,909,2.259363695
94,16364.16141,13500,466,3
48,130946.201,36500,1021,2.640442158
42,146532.2706,39500,1098,4
31,173529.0001,45000,1228,1.424119734
90,27723.18884,15500,522,1.199272226
69,80178.94389,26000,774,3
13,218762.653,54000,1446,1.724001959
55,114495.1832,33000,943,2.022193147
59,104612.957,31000,893,3
15,213647.9856,53000,1423,4
25,189219.8069,48000,1303,3
10,225136.3277,55500,1475,3
51,123728.468,35000,987,3
86,36577.10698,17500,565,1.938959889
50,126381.3808,35500,997,4
50,126450.5833,35500,998,1.628220035
61,99427.52382,30000,866,4
86,36973.36936,17500,566,2.32422054
1,248465.5254,60000,1589,3
78,58738.76878,21500,668,4
82,46428.51782,19500,610,4
46,137163.7828,37500,1052,2.736442626
54,116239.6105,33500,951,1.709551541
27,184500.4542,47000,1278,3
0,249039.6896,60500,1594,1.338429856
52,122772.0853,34500,980,4
95,15278.8579,13000,460,2.56349469
19,202228.0335,51000,1368,2.802183913
15,212847.3441,53000,1419,2.320435524
61,99683.86969,30000,868,2.195625914
18,206827.3163,51500,1387,3
3,243803.7224,59000,1566,3
81,49711.66336,20000,625,3
25,189115.8995,48000,1302,2.016823025
62,98057.00754,29500,861,1.497237417
49,128956.0892,36000,1010,4
33,169734.4232,44000,1207,2.435718041
65,89147.59864,28000,820,1.686877985
73,71097.22357,24000,729,4
10,225474.572,55500,1478,3
61,99368.68913,30000,865,2.127235833
31,173350.9798,45000,1224,1.575545239
18,207305.0817,51500,1390,4
13,219034.9691,54000,1448,2.496018727
48,132303.3503,36500,1029,2.753457948
69,80461.84422,26000,777,4
33,169755.4203,44000,1207,2.279233592
44,140304.0688,38500,1066,1.135794145
8,230560.3332,56500,1502,4
39,152983.2098,41000,1127,4
6,234497.5493,57500,1523,1.841269981
80,52688.11707,20500,642,1.7989675
66,87922.93754,27500,813,2.471027588
68,83319.08649,26500,790,2.958235471
15,212439.1199,53000,1417,1.378094619
96,12138.33994,12500,443,3
100,3005.590118,10500,401,4
1,247919.1808,60000,1589,4
80,52454.13363,20500,642,4
70,78631.87579,25500,766,2.015766717
47,133565.7281,37000,1035,1.944549755
76,62451.76324,22500,688,1.675448657
24,191892.8819,48500,1316,2.543594049
22,196852.8697,49500,1339,4
33,167310.7029,44000,1199,3
51,124219.9053,35000,990,2.691624305
40,149873.6679,40500,1114,2.827339409
98,7496.123683,11500,422,3
57,110709.6147,32000,920,3
66,87897.20257,27500,812,4
71,74919.66873,25000,750,3
47,135394.236,37000,1040,1.06182416
83,45555.92365,19000,605,3
18,205846.9104,51500,1385,1.827102603
47,133273.031,37000,1031,3
42,146418.1741,39500,1095,2.950040568
58,108259.2772,31500,908,1.268895059
99,4554.363721,11000,409,4
66,87306.48713,27500,811,2.494353624
95,14850.59452,13000,457,1.665082971
34,167121.0113,43500,1194,2.842354016
38,156665.7727,41500,1145,1.216521198
17,209309.5799,52000,1398,3
42,146381.8315,39500,1096,1.555543973
23,193817.9175,49000,1324,2.1281563
76,62619.09334,22500,688,3
39,154666.7141,41000,1136,1.974149612
68,83201.29056,26500,788,3
66,87137.56051,27500,809,3
37,159833.9309,42000,1161,2.48627919
18,206525.723,51500,1389,3
31,173158.0724,45000,1227,4
63,93563.19277,29000,840,4
94,18060.49684,13500,474,1.508947146
70,76475.4059,25500,756,2.085898189
98,8926.789038,11500,427,2.902649539
93,20670.22751,14000,485,1.255553156
9,228964.5205,56000,1495,2.569817197
6,236161.9198,57500,1532,2.082426547
42,145503.5377,39500,1093,3
26,186038.179,47500,1286,1.702681175
63,95274.03181,29000,846,4
60,102236.8722,30500,881,1.266126265
40,151499.7656,40500,1121,3
85,40294.46146,18000,579,2.222587831
37,159129.2605,42000,1157,3
62,97619.16815,29500,857,2.314560389
73,69733.05928,24000,722,1.905038481
53,118926.542,34000,962,2.581511273
98,8383.532173,11500,428,1.19244095
55,112844.2849,33000,935,4
80,52883.32801,20500,641,4
91,25571.2854,15000,510,3
5,239337.693,58000,1544,2.217670961
42,146337.1088,39500,1096,2.511031985
64,92784.96523,28500,834,4
42,146257.2497,39500,1097,4
46,138075.1026,37500,1054,4
78,58622.51408,21500,670,3
50,127599.7626,35500,1006,4
74,67725.02091,23500,715,2.902147073
70,77900.8167,25500,761,3
49,130091.5208,36000,1014,3
46,136467.6539,37500,1045,4
11,224419.9574,55000,1472,1.977639442
48,130459.325,36500,1019,3
86,37936.75301,17500,567,3
38,155630.79,41500,1142,4
30,176237.4411,45500,1240,2.181756023
83,43907.33547,19000,600,1.975861817
35,164524.3541,43000,1184,1.334041046
42,144962.264,39500,1090,1.742619812
6,234894.5079,57500,1523,3
17,208560.7476,52000,1397,4
86,37145.21424,17500,564,2.710975953
55,114275.0784,33000,938,1.32702036
85,40020.99942,18000,579,4
23,193854.7619,49000,1325,1.502173969
14,215617.0611,53500,1433,2.529808797
53,120439.7698,34000,969,4
95,16641.41567,13000,465,1.142522111
14,215037.7691,53500,1426,4
95,14677.09852,13000,457,3
63,94403.43533,29000,844,2.123184192
10,224598.3811,55500,1475,1.188354659
56,112931.5995,32500,931,2.57222075
5,239081.6045,58000,1545,4
