"IDN","COUNTRY","HAPPINESS"
16338,"Taiwan",2.24
97151,"United Kingdom",9.7
69765,"Kyrgyzstan",7.31
46446,"Uganda",5.66
61602,"Mauritius",6.41
46492,"Thailand",5.68
97889,"Senegal",9.55
29328,"Djibouti",3.2
98142,"Tajikistan",9.7
79791,"Netherlands",8.25
27142,"Afghanistan",3.72
69705,"Djibouti",7.44
12003,"Rwand2a4",2.3
60528,"Djibouti",6.68
92879,"Romania",8.44
59289,"Ecuador",6.22
16238,"Congo-Kinshasa",2.68
54246,"Sierra Leone",5.52
95148,"Cambodia",9.56
66408,"Costa Rica",6.71
89163,"Vietnam",8.54
41014,"Mexico",4.43
69817,"Bangladesh",7.69
59516,"United Arab Emirates",6.66
98679,"Germany",9.38
76275,"Greece",7.57
63823,"Botswana",6.65
25310,"Malaysia",3.23
49300,"Netherlands",5.48
25527,"Kuwait",3.48
57152,"Guinea",5.57
73933,"Denmark",1.95
16974,"Belgium",2.2
11618,"Jamaica",2.53
38905,"Cameroon",4.43
53683,"Zimbabwe",5.49
22939,"Canada",7.24
15211,"Australia",9.65
78484,"Hong Kong",7.46
49789,"Madagascar",5.38
26541,"Zimbabwe",3.25
86937,"Ukraine",8.37
29268,"Kazakhstan",3.43
62630,"Denmark",6.56
74516,"Kenya",7.39
80798,"Turkmenistan",8.73
51087,"Kuwait",5.72
44204,"Madagascar",4.38
35096,"Bolivia",4.33
13952,"United States",2.49
77597,"Canada",7.46
44949,"Spain",5.65
93717,"Australia",9.33
37582,"Azerbaijan",4.44
52539,"Thailand",5.37
38983,"Slovenia",4.24
64510,"Zimbabwe",6.29
26945,"Afghanistan",3.46
82137,"Burkina Faso",8.44
92918,"Guinea",8.63
43747,"Bangladesh",7.71
87611,"Libya",8.51
55370,"Paraguay",5.3
32644,"Senegal",3.51
44551,"Austria",5.45
25612,"New Zealand",3.49
63557,"Bulgaria",6.37
39170,"Guinea",4.36
15268,"Thailand",2.19
56953,"United States",6.61
87822,"Peru",8.25
51988,"Turkey",5.37
87192,"Israel",8.4
92455,"Botswana",8.37
14559,"Panama",2.62
20388,"Bahrain",2.63
24040,"Togo",3.2
33710,"Macedonia",4.22
80940,"Palestinian Territories",7.65
84658,"Iran",8.33
40435,"Indonesia",4.66
83275,"Gabon",8.49
70689,"Poland",7.42
79491,"Niger",7.53
77008,"Indonesia",4.99
34821,"Netherlands",4.47
69393,"Sudan",6.69
59336,"Hungary",6.35
74861,"Thailand",7.28
58663,"Brazil",4.7
84170,"Sri Lanka",8.62
74633,"Sierra Leone",7.63
63694,"Guatemala",6.4
30034,"Colombia",3.39
83288,"Benin",8.59
21394,"Belarus",3.64
24139,"Qatar",3.68
83412,"Syria",8.36
33491,"Albania",9.42
60120,"Lebanon",6.54
13244,"Mauritania",2.5
57957,"Ukraine",6.24
21998,"Sierra Leone",3.25
18719,"Mongolia",2.57
34160,"Uzbekistan",4.64
44207,"Vietnam",6.86
11818,"Bahrain",4.33
90696,"Brazil",8.72
41786,"Jamaica",4.28
81645,"South Korea",7.74
27240,"Hungary",3.38
25767,"Czech Republic",3.62
77775,"Yemen",7.4
17938,"Laos",2.63
19325,"Dominican Republic",2.5
39922,"Czech Republic",4.53
66007,"Malta",8.8
99009,"Iceland",5.01
18749,"Morocco",9.74
30987,"Egypt",3.64
25872,"Niger",3.69
39197,"Morocco",4.39
48716,"Sweden",5.69
27733,"Slovakia",3.38
29026,"Jordan",3.63
20139,"Yemen",2.66
98246,"Belgium",9.74
78497,"Haiti",7.52
27033,"Lesotho",3.52
94883,"Trinidad and Tobago",9.72
34022,"Kosovo",4.47
52312,"Turkmenistan",5.54
54114,"Singapore",5.5
60303,"Djibouti",6.4
85341,"Congo-Brazzaville",8.31
60870,"Jamaica",6.6
22808,"Argentina",3.61
16091,"United Kingdom",2.34
73705,"United States",7.53
42013,"Philippines",4.73
55007,"Switzerland",6.5
51492,"Czech Republic",7.84
29055,"Slovenia",2.68
29463,"Panama",5.29
41463,"Tanzania",4.67
18990,"Sierra Leone",2.31
66598,"Togo",6.5
62968,"Gabon",6.43
47219,"Togo",5.65
92678,"Egypt",8.74
36725,"Kuwait",4.47
41481,"Sri Lanka",4.47
46955,"Moldova",8.16
88210,"Uzbekistan",8.58
64332,"Ecuador",6.72
31190,"Tunisia",3.56
90104,"Finland",8.65
67489,"China",6.63
12652,"Georgia",2.27
47755,"Comoros",5.7
65925,"Bangladesh",6.7
57673,"China",6.22
85207,"Senegal",8.45
54791,"Kyrgyzstan",5.25
20435,"Latvia",2.5
64784,"Taiwan",6.72
20306,"Tunisia",2.66
33045,"Slovakia",4.62
62778,"Austria",6.4
85601,"Canada",8.46
97946,"Venezuela",9.32
34905,"Greece",4.56
43156,"Peru",4.65
39855,"Hungary",4.5
69311,"Guinea",6.47
42797,"Nicaragua",4.53
90309,"Switzerland",8.45
86261,"Hong Kong",8.48
87568,"Kuwait",9.61
61509,"Kyrgyzstan",6.54
53792,"India",5.5
11600,"Slovakia",6.07
67330,"Tanzania",6.6
92306,"Niger",8.36
98770,"Serbia",9.37
87165,"Uzbekistan",7.41
22532,"Uruguay",3.24
50589,"Serbia",5.45
93347,"Tunisia",9.36
76562,"United States",7.25
43922,"Lebanon",4.55
86279,"Greece",8.34
41834,"Mexico",4.64
63672,"Bolivia",4.34
12943,"Mali",2.27
42084,"Saudi Arabia",9.19
17830,"Palestinian Territories",2.29
60278,"Finland",6.43
68651,"Chad",6.25
85551,"Nicaragua",8.52
81273,"Argentina",8.27
85969,"Kyrgyzstan",8.44
36791,"Norway",4.44
41212,"Serbia",4.23
57499,"Togo",5.68
99667,"Madagascar",9.58
64362,"Israel",5.82
40134,"Austria",4.57
38699,"Togo",4.34
73755,"North Cyprus",7.62
91219,"Trinidad and Tobago",8.43
99444,"Morocco",9.39
61135,"Estonia",6.67
37728,"Laos",4.51
63041,"Congo-Brazzaville",6.29
62005,"Iraq",6.58
90819,"El Salvador",8.49
13298,"Slovakia",2.22
79337,"Cameroon",7.32
66219,"Sri Lanka",6.28
13675,"Zambia",3.28
33080,"United States",7.28
88351,"Congo-Brazzaville",8.66
13998,"Bangladesh",2.38
83342,"Niger",8.6
11381,"Guatemala",8.89
32799,"Taiwan",4.38
35873,"Sweden",4.27
62813,"Central African Republic",6.36
16133,"Russia",2.38
17176,"Bangladesh",2.6
42735,"Myanmar",4.57
38915,"Burkina Faso",4.24
91858,"Montenegro",8.57
56340,"France",6.28
28242,"United States",4.85
46668,"Slovenia",5.63
18897,"Singapore",2.31
12557,"Guatemala",2.65
77630,"China",7.25
67760,"Nigeria",6.69
88027,"Belgium",8.28
46872,"Burkina Faso",5.54
23353,"Belarus",5.27
42140,"Djibouti",3.18
61086,"Burundi",6.63
17887,"Nepal",2.64
11898,"Cameroon",2.28
74073,"Kosovo",7.55
46373,"Benin",4.25
65429,"Jordan",6.29
52804,"Russia",5.28
86361,"Ireland",8.33
45659,"Turkey",5.34
86892,"Turkey",8.57
81278,"Comoros",7.53
52367,"Germany",5.42
21935,"Russia",3.24
78328,"Hong Kong",7.54
62004,"Armenia",6.61
55900,"Serbia",5.24
52206,"Bolivia",5.65
39939,"Comoros",4.25
95646,"Turkmenistan",9.49
88042,"Botswana",8.51
59356,"Iceland",6.4
58240,"Netherlands",6.4
71752,"Belarus",7.43
80019,"Burundi",7.55
15375,"Ireland",4.4
92683,"Kazakhstan",9.41
10370,"Sweden",2.52
98548,"Saudi Arabia",6.39
12230,"Gabon",2.65
76389,"Philippines",7.51
94595,"Oman",9.3
16836,"Zimbabwe",2.59
71750,"Nicaragua",7.24
39987,"France",4.43
77619,"Moldova",7.47
50134,"Somaliland region",5.65
36069,"Czech Republic",1.94
46036,"Egypt",5.66
25202,"Zambia",3.5
19178,"Peru",4.2
47336,"Singapore",5.72
97378,"Denmark",9.27
37974,"Qatar",4.6
20412,"Nicaragua",2.84
21557,"Latvia",2.05
84026,"El Salvador",8.33
21789,"Myanmar",3.26
34393,"Malta",4.67
87159,"Kazakhstan",8.34
83727,"India",8.48
88534,"Paraguay",8.71
37806,"Greece",4.51
25467,"Estonia",3.23
18395,"Ethiopia",2.5
44133,"Czech Republic",5.58
78442,"Vietnam",7.68
59341,"Bangladesh",5.95
37027,"Azerbaijan",4.62
47418,"Sudan",5.42
10365,"Lesotho",2.71
45110,"Cameroon",4.43
36049,"Georgia",4.73
93219,"Suriname",9.42
40621,"Yemen",4.62
99702,"Bangladesh",9.55
80489,"Malawi",7.58
10252,"Uzbekistan",2.56
46890,"Oman",5.5
36977,"Greece",4.3
19281,"Azerbaijan",2.64
10090,"Ghana",2.68
68345,"Portugal",6.23
38975,"Costa Rica",7.77
64803,"South Korea",6.48
20619,"Australia",8.48
66394,"Uruguay",2.91
34665,"United Kingdom",4.56
18860,"Canada",3.31
58114,"Kuwait",6.34
79868,"Belarus",7.4
13953,"Congo-Brazzaville",2.34
13963,"Italy",2.19
48821,"Belgium",2.92
91691,"Cambodia",8.75
43088,"Costa Rica",5.71
99423,"Netherlands",9.59
89329,"United Arab Emirates",4.09
89693,"Australia",8.72
63319,"Mali",6.72
57138,"Turkmenistan",6.33
50011,"Malaysia",5.51
79240,"Romania",7.65
27642,"United Arab Emirates",3.61
18642,"Oman",9.54
68589,"Albania",7.42
78379,"Lebanon",7.7
16351,"Libya",6.28
96726,"Laos",9.72
83851,"Hong Kong",8.27
69668,"Zambia",7.73
23425,"Kenya",3.68
82272,"Macedonia",8.54
97043,"United Arab Emirates",9.49
26590,"Botswana",3.3
18288,"Vietnam",2.46
95112,"Poland",9.55
23520,"Burkina Faso",3.26
33193,"Moldova",4.21
24703,"Iceland",3.52
35619,"Iceland",8.66
22118,"Palestinian Territories",3.49
36845,"Indonesia",5.05
84183,"Madagascar",8.28
45934,"Afghanistan",4.46
41419,"India",4.38
81298,"Ecuador",8.57
63841,"Georgia",6.24
81335,"Togo",7.39
65809,"United States",4.35
99947,"Somaliland region",9.73
68043,"Panama",7.69
25770,"Ethiopia",3.64
15743,"North Cyprus",2.57
97008,"Afghanistan",9.57
20057,"Guinea",2.55
53108,"Uruguay",5.48
47264,"Mexico",7.22
78254,"Comoros",7.65
93772,"Burundi",8.62
99840,"Algeria",9.49
74827,"Ghana",7.64
47356,"Switzerland",5.55
38096,"Kenya",4.67
67847,"Burkina Faso",6.37
52106,"Cyprus",5.32
79937,"Bosnia and Herzegovina",7.56
16929,"Japan",2.7
81067,"Niger",7.3
83420,"Azerbaijan",8.5
65298,"United States",6.05
76711,"Malta",7.32
58347,"Argentina",6.69
65770,"Turkmenistan",6.35
80228,"Costa Rica",4.26
90706,"Guatemala",8.61
23630,"Haiti",3.38
48984,"Kazakhstan",4.22
79575,"Colombia",7.48
31050,"Japan",3.63
94560,"Philippines",9.49
53900,"Mongolia",5.23
65317,"Austria",6.65
14053,"Mali",2.61
61327,"Mali",6.66
41946,"France",4.73
57110,"Sweden",6.39
10776,"Madagascar",2.49
91010,"Macedonia",8.56
67720,"Burkina Faso",6.37
65356,"Palestinian Territories",6.26
92323,"Ireland",9.25
44054,"Australia",6.51
25351,"Kenya",9.45
95722,"Jordan",9.41
33207,"Burkina Faso",3.6
49838,"Liberia",5.44
89983,"Italy",8.25
93005,"Qatar",9.53
76380,"Iceland",7.75
55900,"Senegal",5.25
47019,"Luxembourg",5.71
92955,"Netherlands",9.62
35482,"Jordan",4.35
73395,"North Cyprus",7.5
51389,"Chile",5.36
71380,"Canada",7.39
20323,"Kyrgyzstan",2.68
83147,"Malta",8.37
17772,"Congo-Kinshasa",2.68
65606,"Mexico",3.64
20180,"Serbia",2.63
93682,"Israel",9.62
46845,"Tunisia",6.57
30505,"Madagascar",3.24
26736,"Congo-Brazzaville",3.43
74306,"Bangladesh",7.29
12486,"South Africa",2.28
83076,"Swaziland",8.58
72312,"Montenegro",7.05
49905,"Singapore",2.74
39359,"Madagascar",4.56
85167,"Estonia",8.54
69593,"North Cyprus",7.44
87787,"Russia",8.59
40116,"Iraq",4.23
67854,"South Korea",6.26
33138,"Norway",9.62
30531,"Gabon",3.28
15182,"Palestinian Territories",2.71
73517,"Azerbaijan",7.73
56836,"Ecuador",6.63
10263,"Jamaica",2.37
13043,"Netherlands",2.63
45843,"Chile",5.47
29400,"Cyprus",3.37
28126,"Colombia",3.34
24800,"Israel",6.14
49219,"Mozambique",5.37
32865,"Mauritania",3.22
73748,"Bulgaria",7.42
35187,"Angola",4.45
96699,"Sierra Leone",9.25
82789,"Sudan",8.64
87768,"El Salvador",4.65
78323,"Nigeria",7.68
75113,"Algeria",7.48
31661,"Ecuador",3.25
48308,"Georgia",5.65
81101,"Thailand",8.5
46071,"Bolivia",5.74
61891,"Sierra Leone",6.66
63766,"Serbia",6.29
43188,"Argentina",4.61
24479,"Mali",3.23
53252,"Ecuador",5.27
51728,"Germany",6.43
61718,"Bolivia",6.23
60196,"Afghanistan",6.48
55328,"Czech Republic",5.32
19552,"United States",3.71
18574,"Tajikistan",2.63
43423,"Iceland",5.51
92305,"Tajikistan",8.36
66070,"Liberia",6.39
86718,"Somaliland region",8.41
57500,"Lebanon",6.48
84155,"Guinea",8.42
83445,"Slovakia",8.34
24331,"Turkey",3.45
80347,"Turkey",7.29
62002,"Poland",8.43
41776,"Denmark",4.21
47710,"Mozambique",5.63
79950,"Argentina",6.53
47037,"Denmark",5.4
78686,"Mexico",7.58
43276,"Uruguay",4.46
93149,"Mauritania",8.36
59636,"Israel",6.58
75694,"Chad",7.44
60210,"Saudi Arabia",6.31
71533,"Portugal",7.49
91412,"Peru",8.54
31830,"Libya",3.64
52273,"Israel",5.29
92833,"New Zealand",9.35
44413,"Malaysia",4.35
11687,"Malawi",2.71
61390,"Poland",6.24
78504,"Kosovo",7.62
69999,"Iran",7.29
76085,"Swaziland",7.69
17348,"Nicaragua",2.37
61353,"Comoros",6.65
23692,"Ethiopia",3.29
94093,"Togo",8.24
93084,"Chile",9.76
76777,"Trinidad and Tobago",4.95
83633,"Gabon",8.46
17335,"Burundi",2.68
50839,"Gabon",5.28
96610,"United States",9.34
58589,"Luxembourg",6.6
61008,"United Kingdom",6.33
76678,"Paraguay",7.25
63545,"Libya",6.66
72726,"Qatar",7.27
11744,"Haiti",2.68
36459,"Cambodia",4.3
44534,"Swaziland",4.48
89232,"Hong Kong",8.36
81291,"Iran",7.41
60772,"Uzbekistan",6.29
67030,"Italy",6.6
84699,"Iran",5.2
15247,"Liberia",2.51
42200,"Lesotho",4.65
14629,"Spain",2.41
59233,"Comoros",6.69
12957,"Finland",9.03
65282,"Nicaragua",6.36
59429,"Madagascar",6.66
35666,"Moldova",4.73
10354,"Serbia",2.19
80799,"Burundi",7.54
20811,"Norway",3.42
34264,"Somaliland region",4.69
48599,"Lithuania",3.93
75234,"Latvia",7.41
28213,"Gabon",3.47
89148,"Singapore",8.38
62160,"Germany",4.24
25382,"Denmark",3.22
11135,"Afghanistan",2.33
51604,"Portugal",5.73
19320,"United Arab Emirates",3.61
38729,"Kosovo",3.8
97602,"Jordan",9.41
87023,"Uganda",8.62
66609,"Montenegro",6.62
97686,"Portugal",9.39
36998,"Latvia",4.69
31059,"Oman",3.25
54685,"Somaliland region",5.37
83811,"Austria",8.6
97862,"Chad",9.5
13109,"North Cyprus",2.26
56451,"Ghana",5.65
38416,"Thailand",5.97
54766,"Armenia",5.72
75371,"Latvia",7.51
10864,"Sri Lanka",2.28
86866,"Georgia",8.71
63154,"Kuwait",6.5
45813,"Iran",5.26
45506,"Mauritania",5.5
63314,"Bahrain",6.64
96888,"Central African Republic",9.6
84004,"Lesotho",8.65
45395,"Paraguay",5.3
72233,"Bulgaria",7.38
29556,"Congo-Brazzaville",3.63
68361,"Bangladesh",6.7
22947,"Greece",3.42
65144,"North Cyprus",6.51
15505,"South Africa",2.6
92526,"Italy",2.77
29563,"Peru",3.46
18291,"Romania",2.48
41898,"Trinidad and Tobago",6.21
51420,"Rwand2a4",5.59
84367,"Georgia",8.76
78143,"Malta",6.24
24181,"Libya",3.37
76516,"Kyrgyzstan",5.09
84276,"Haiti",8.71
60068,"Algeria",6.4
19306,"Honduras",2.46
70043,"Mexico",7.34
83245,"Denmark",5.53
71982,"Swaziland",7.56
73782,"Turkey",7.74
43910,"Ukraine",4.34
79182,"Thailand",6.35
60360,"Central African Republic",6.69
87757,"Trinidad and Tobago",8.5
42344,"Gabon",4.66
46454,"Ghana",5.66
80128,"Belarus",7.74
28655,"Burkina Faso",3.69
46143,"Israel",5.43
46708,"Serbia",5.25
92716,"North Cyprus",8.5
71181,"France",7.37
45567,"Chile",5.35
27636,"Azerbaijan",3.26
30916,"Ghana",3.43
72517,"Honduras",7.48
34162,"Bulgaria",3.45
49148,"Suriname",5.55
55488,"India",5.48
49498,"Latvia",5.33
20035,"Denmark",3.5
30170,"Congo-Brazzaville",3.52
75434,"Denmark",2.19
29718,"Rwand2a4",3.2
41602,"Mauritania",4.51
90593,"Guatemala",8.54
54577,"Russia",5.56
19801,"Japan",2.62
65699,"Philippines",6.23
45923,"Mozambique",5.3
92843,"Argentina",9.69
70246,"Brazil",7.27
36261,"Djibouti",4.53
38449,"Lesotho",4.72
58663,"Belgium",6.69
86466,"Nicaragua",8.61
78624,"Comoros",7.61
46226,"Mauritius",5.27
35300,"Albania",4.33
63108,"Saudi Arabia",6.23
34721,"Yemen",4.42
14097,"Canada",2.49
97482,"South Korea",9.47
46657,"Honduras",5.73
14480,"Tanzania",2.59
20764,"Somaliland region",2.63
44796,"Suriname",5.39
58069,"Bolivia",6.46
28161,"Mexico",3.5
88790,"Congo-Kinshasa",8.64
46224,"Chad",5.5
96343,"Italy",9.52
74699,"Guatemala",7.44
86085,"Zambia",8.75
87202,"Cambodia",8.69
73906,"Jamaica",7.58
12212,"Benin",2.68
34324,"Yemen",4.61
45136,"Panama",5.68
66858,"Central African Republic",6.66
63702,"Malaysia",6.67
54306,"Saudi Arabia",5.26
94388,"Kyrgyzstan",9.45
47229,"Vietnam",5.48
36191,"Uganda",4.22
85477,"Canada",8.54
65558,"Palestinian Territories",6.24
98818,"Peru",9.27
62458,"Tanzania",6.36
29003,"Congo-Kinshasa",3.64
45586,"Yemen",4.3
49276,"Ukraine",5.25
54390,"Bangladesh",4.88
34821,"Netherlands",4.21
26580,"Croatia",3.36
96313,"Argentina",9.63
64915,"Uganda",6.41
69650,"Kyrgyzstan",7.47
68955,"Ukraine",6.62
21144,"Somaliland region",3.59
71576,"Botswana",7.4
94796,"Central African Republic",9.7
74941,"North Cyprus",7.3
92293,"Mauritius",8.37
97291,"Trinidad and Tobago",9.67
50074,"El Salvador",5.59
26750,"Laos",3.21
53973,"Chad",5.64
54428,"Austria",5.68
54407,"Laos",5.72
15713,"Laos",2.68
72112,"Dominican Republic",7.68
60200,"Kosovo",6.51
66992,"Togo",6.28
12132,"Slovakia",2.69
63692,"Botswana",6.33
71304,"Laos",7.41
17709,"Mali",2.64
61479,"Morocco",6.73
56923,"Spain",6.33
31093,"Nepal",3.65
48742,"Czech Republic",5.29
68356,"Tanzania",6.49
84606,"Mozambique",6.71
43602,"Burundi",4.22
12608,"Poland",2.67
26991,"Suriname",3.25
26691,"Myanmar",3.72
59536,"Trinidad and Tobago",6.44
42320,"Bulgaria",4.48
81380,"Palestinian Territories",8.37
47449,"Togo",5.3
88889,"North Cyprus",8.26
58398,"Czech Republic",6.56
43469,"Chile",5.54
30921,"Peru",3.65
19757,"Laos",2.57
82965,"Ecuador",8.6
94308,"Comoros",9.64
34386,"Algeria",4.24
71280,"Turkmenistan",7.32
18102,"Togo",2.3
35811,"United States",4.34
11186,"Hong Kong",2.52
20789,"Mauritania",2.39
48872,"Slovakia",5.63
85453,"Malaysia",8.3
87679,"Zimbabwe",8.49
53539,"Rwand2a4",5.45
89759,"Malta",8.51
34864,"United Arab Emirates",4.39
27522,"Laos",3.28
40381,"Oman",8.73
11225,"Saudi Arabia",4.52
73266,"United Kingdom",7.66
63515,"France",6.61
75961,"Tajikistan",7.69
50934,"Oman",5.28
65135,"United Kingdom",6.5
25172,"Afghanistan",3.34
53057,"Nepal",5.61
23719,"India",3.58
23866,"Kuwait",3.21
23510,"Iraq",3.25
59527,"Tanzania",6.34
49974,"Bulgaria",5.64
27589,"Bahrain",3.59
27588,"Yemen",3.47
46252,"Russia",5.31
64785,"Colombia",6.6
29353,"Japan",3.38
18939,"Bosnia and Herzegovina",2.51
91834,"Trinidad and Tobago",9.33
94701,"Azerbaijan",9.36
26275,"Mozambique",3.71
58021,"Kosovo",6.3
79276,"Chile",7.73
19302,"Poland",2.31
38297,"Central African Republic",4.33
41773,"Bangladesh",4.72
98165,"Myanmar",9.55
88946,"Mexico",8.55
28686,"Italy",4.54
64634,"El Salvador",6.52
56562,"Denmark",6.47
71160,"Uruguay",3.16
92725,"Nicaragua",2.05
78614,"Switzerland",1.9
94589,"Azerbaijan",9.4
88782,"Burundi",8.66
24936,"Myanmar",5.51
96016,"Benin",9.54
65984,"Indonesia",6.51
23668,"Botswana",3.62
26663,"Bangladesh",3.62
49055,"Serbia",5.59
22815,"Sweden",3.37
89821,"Angola",8.59
12663,"Singapore",2.27
27409,"Uzbekistan",3.55
97127,"Colombia",9.37
88696,"Slovakia",8.48
20070,"Congo-Brazzaville",2.4
33343,"Swaziland",4.62
19391,"Costa Rica",3.71
13622,"Malawi",2.37
81122,"Tajikistan",7.55
85227,"Albania",8.47
95593,"Yemen",9.64
31184,"Kuwait",3.65
49140,"Slovakia",5.42
16801,"United Arab Emirates",2.46
99786,"China",9.4
75675,"Venezuela",7.41
54329,"Jordan",5.65
53133,"Honduras",5.47
56536,"Djibouti",5.31
26956,"Swaziland",3.59
12600,"Sweden",2.49
69460,"Laos",7.5
48170,"Tunisia",5.08
35443,"Angola",4.64
87693,"Morocco",8.42
27697,"Central African Republic",3.65
55862,"Angola",5.56
77619,"Taiwan",7.73
45372,"Gabon",4.61
92966,"Tanzania",8.5
61700,"Malaysia",6.44
85380,"Pakistan",8.47
66555,"Bolivia",5.59
99927,"Mongolia",9.6
58697,"Uzbekistan",6.65
88704,"Singapore",8.64
36661,"Congo-Brazzaville",4.22
47980,"Togo",5.27
87685,"Uganda",8.69
59088,"Burkina Faso",6.67
91198,"Nigeria",8.68
90381,"France",8.44
84039,"Botswana",8.36
45956,"Botswana",4.53
63488,"Algeria",6.64
45063,"Belgium",5.29
51176,"Togo",5.39
29157,"Uruguay",3.56
87037,"Switzerland",8.07
24787,"Uruguay",3.29
34917,"Japan",8.23
13150,"Venezuela",5.89
59184,"Greece",8.15
97245,"Algeria",4.28
25203,"Poland",3.63
73927,"Japan",7.68
35235,"Ethiopia",4.21
80502,"Indonesia",6.84
57260,"Mozambique",6.72
27762,"Zimbabwe",3.21
91639,"Mozambique",8.4
54722,"Honduras",5.53
80424,"Estonia",7.34
26163,"Libya",3.52
50781,"Djibouti",5.32
40407,"Rwand2a4",4.51
45842,"Bolivia",8.33
81385,"Mali",7.54
67655,"Jordan",6.45
33377,"Mali",3.54
85146,"Brazil",8.57
53874,"Kazakhstan",5.63
33643,"China",4.33
78086,"Cameroon",7.69
22385,"Slovenia",3.29
97614,"Chad",9.57
21547,"Niger",2.39
34633,"Hungary",4.61
22690,"Gabon",3.32
14594,"Cameroon",2.47
41400,"Armenia",4.68
60034,"Luxembourg",7.35
18875,"Uruguay",2.23
71358,"Egypt",7.54
91277,"New Zealand",9.49
28122,"Portugal",3.29
19939,"Denmark",3.35
95402,"Mozambique",9.34
11767,"Colombia",2.57
66619,"Uganda",6.7
33779,"Brazil",4.73
51461,"United States",5.67
43819,"Estonia",4.63
36204,"Albania",4.65
21531,"Vietnam",3.26
28607,"Kosovo",3.67
30077,"Costa Rica",7.85
91614,"Singapore",9.64
55602,"Tanzania",5.29
71265,"Greece",4.08
63152,"Azerbaijan",6.33
89877,"Uzbekistan",8.31
60285,"Bangladesh",6.48
13705,"Kenya",2.52
38027,"Belgium",4.6
12066,"Cyprus",2.58
33275,"Uganda",3.66
29370,"Swaziland",3.59
78049,"Guatemala",7.66
14785,"Swaziland",2.35
31832,"Brazil",6.6
53148,"Kosovo",5.25
82379,"Nigeria",8.68
48569,"Serbia",5.74
17187,"Macedonia",2.67
38917,"Niger",4.49
61524,"Japan",6.28
83003,"Taiwan",9.72
15668,"Sri Lanka",2.35
94266,"Cyprus",9.66
57904,"Hungary",7.33
78117,"Morocco",7.48
12243,"Nigeria",2.7
76490,"Angola",7.68
40810,"Hong Kong",4.23
98236,"Burkina Faso",9.72
25929,"Honduras",3.23
62452,"France",6.71
30563,"Hungary",3.56
35422,"Sierra Leone",4.71
75266,"Bosnia and Herzegovina",7.44
14678,"Iraq",2.38
77107,"United States",2.79
76020,"Syria",7.58
61095,"Philippines",6.33
84410,"Comoros",8.27
65255,"Bulgaria",6.51
66250,"United Kingdom",6.35
27417,"Kenya",3.42
84782,"Pakistan",8.72
44418,"Lesotho",4.64
63507,"Latvia",6.43
67682,"Malawi",6.41
23477,"Bangladesh",9.73
93265,"Hungary",8.26
71802,"Burundi",7.53
34135,"Somaliland region",4.69
50003,"Romania",5.53
46782,"South Korea",5.61
49509,"Turkey",5.58
26210,"Cyprus",3.3
43861,"Uruguay",5.61
26604,"Sierra Leone",3.44
27338,"Syria",3.51
24589,"Azerbaijan",3.46
71847,"Uzbekistan",7.24
69999,"Mexico",7.34
88634,"Argentina",8.53
74182,"Mongolia",7.6
90880,"China",8.39
54317,"Burkina Faso",5.63
98429,"Congo-Kinshasa",3.71
50374,"Liberia",5.39
43234,"Swaziland",4.48
78860,"Vietnam",7.44
26606,"Singapore",3.44
22581,"Mali",3.44
93872,"Nicaragua",9.57
62445,"Tajikistan",6.6
51906,"Botswana",5.22
14871,"Benin",2.26
75212,"Japan",7.37
43163,"Benin",4.47
52442,"Palestinian Territories",5.34
37653,"Bahrain",4.47
16066,"Chile",2.38
10819,"Australia",2.5
34046,"Greece",2.81
49760,"Angola",5.63
14083,"Syria",2.25
63003,"Kosovo",6.61
27164,"Rwand2a4",3.5
31308,"Indonesia",3.61
98331,"Ecuador",9.66
24997,"Nigeria",3.36
95751,"Norway",9.76
31911,"Jordan",3.51
15390,"Suriname",2.33
73425,"Russia",7.37
84234,"Kyrgyzstan",8.28
79473,"Romania",7.28
78383,"Brazil",7.23
20364,"Indonesia",4.7
65219,"North Cyprus",8.78
14504,"France",2.07
30686,"Cyprus",3.72
32351,"Sudan",3.59
28925,"Turkey",3.31
94124,"Slovakia",9.62
71977,"Bolivia",3.67
52825,"Singapore",3.02
15890,"Mali",2.48
34214,"Sierra Leone",4.57
52422,"Togo",5.37
80468,"Lesotho",7.23
42685,"Kenya",4.48
88048,"Moldova",8.76
69344,"Benin",6.27
65370,"Madagascar",6.48
88439,"Dominican Republic",8.3
47410,"Kuwait",5.36
59933,"India",6.42
89214,"Nigeria",8.47
82259,"Sudan",8.34
15924,"Mozambique",2.69
29332,"Malawi",3.68
52327,"Niger",5.43
81959,"Senegal",7.57
26483,"Poland",2.38
64460,"Albania",6.22
43657,"Costa Rica",5.52
12989,"Dominican Republic",2.41
40645,"Nepal",4.59
33883,"Nicaragua",4.35
88429,"Thailand",3.63
76330,"France",7.3
55071,"Spain",5.5
31469,"Central African Republic",3.63
50563,"Pakistan",5.42
35213,"Angola",4.4
73583,"Estonia",7.51
81078,"Madagascar",7.34
58797,"Bolivia",8.22
60058,"Kazakhstan",6.65
62288,"Myanmar",6.26
62207,"Turkmenistan",6.42
60843,"Syria",6.29
26254,"Tajikistan",3.22
73465,"South Africa",7.64
43818,"Kenya",4.26
30780,"Liberia",3.41
42481,"Germany",4.36
47674,"Sudan",5.56
47580,"Armenia",5.5
68181,"Jordan",6.45
81337,"Lebanon",4.82
47282,"Comoros",5.29
59150,"Peru",5.5
