AGE,STATUS,EDUCATION,YEARS,PROFESSION,NATIVE
21,Private,9th,5,Other-service,United-States
21,Self-emp-not-inc,7th-8th,4,Craft-repair,United-States
21,State-gov,Some-college,10,Other-service,United-States
21,Private,HS-grad,9,Other-service,United-States
21,Private,Assoc-voc,11,Adm-clerical,United-States
21,Private,HS-grad,9,Machine-op-inspct,United-States
21,Private,HS-grad,9,Adm-clerical,United-States
21,Private,Some-college,10,Sales,United-States
21,Private,Some-college,10,Other-service,United-States
21,Private,Some-college,10,Adm-clerical,United-States
21,Private,Some-college,10,Adm-clerical,United-States
21,Private,Some-college,10,Adm-clerical,United-States
21,NA,Some-college,10,NA,United-States
21,Private,Some-college,10,Other-service,United-States
21,Private,Some-college,10,Other-service,United-States
21,Private,Some-college,10,Exec-managerial,United-States
21,Private,HS-grad,9,Craft-repair,United-States
21,NA,Some-college,10,NA,United-States
21,Private,HS-grad,9,Handlers-cleaners,United-States
21,Private,11th,7,Sales,United-States
21,Private,Some-college,10,Sales,United-States
21,NA,Some-college,10,NA,United-States
21,Private,Some-college,10,Sales,Columbia
21,Private,Assoc-acdm,12,Sales,United-States
21,NA,Some-college,10,NA,Vietnam
21,Local-gov,Some-college,10,Adm-clerical,United-States
21,Private,Some-college,10,Other-service,United-States
21,Private,Some-college,10,Sales,United-States
21,Private,HS-grad,9,Priv-house-serv,United-States
21,NA,Some-college,10,NA,United-States
21,NA,Some-college,10,NA,United-States
21,NA,Some-college,10,NA,United-States
21,Private,HS-grad,9,Sales,United-States
21,State-gov,Some-college,10,Exec-managerial,United-States
21,Federal-gov,Some-college,10,Tech-support,United-States
21,Private,Some-college,10,Sales,United-States
21,Private,1st-4th,2,Other-service,England
21,Private,HS-grad,9,Farming-fishing,United-States
21,Private,HS-grad,9,Adm-clerical,United-States
21,Private,Some-college,10,Adm-clerical,United-States
21,Private,HS-grad,9,Machine-op-inspct,United-States
21,Private,Some-college,10,Sales,United-States
21,Private,Some-college,10,Sales,United-States
21,Private,HS-grad,9,Machine-op-inspct,United-States
21,Private,Some-college,10,Adm-clerical,United-States
21,Private,HS-grad,9,Craft-repair,United-States
21,Private,Some-college,10,Other-service,United-States
21,State-gov,Some-college,10,Exec-managerial,United-States
21,Private,HS-grad,9,Farming-fishing,United-States
21,NA,11th,7,NA,United-States
21,Private,Some-college,10,Adm-clerical,United-States
21,Private,HS-grad,9,Prof-specialty,United-States
21,Private,Assoc-acdm,12,Other-service,United-States
21,Self-emp-not-inc,Some-college,10,Tech-support,United-States
21,Private,Some-college,10,Adm-clerical,United-States
21,Self-emp-not-inc,Assoc-voc,11,Farming-fishing,United-States
21,Private,Some-college,10,Sales,United-States
21,State-gov,HS-grad,9,Adm-clerical,United-States
21,Private,Some-college,10,Sales,United-States
21,Private,HS-grad,9,Adm-clerical,United-States
21,State-gov,Some-college,10,Handlers-cleaners,United-States
21,Private,HS-grad,9,Protective-serv,United-States
21,Private,HS-grad,9,Machine-op-inspct,United-States
21,Private,HS-grad,9,Craft-repair,United-States
21,Private,HS-grad,9,Handlers-cleaners,United-States
21,Private,11th,7,Other-service,El-Salvador
21,Private,Some-college,10,Other-service,United-States
21,Private,HS-grad,9,Machine-op-inspct,Peru
21,Private,HS-grad,9,Sales,United-States
21,Private,HS-grad,9,Transport-moving,United-States
21,Private,Some-college,10,Other-service,Italy
21,NA,Assoc-acdm,12,NA,United-States
21,NA,Some-college,10,NA,United-States
21,NA,Some-college,10,NA,United-States
21,Private,HS-grad,9,Farming-fishing,United-States
21,Private,Some-college,10,Adm-clerical,Cuba
21,Private,Some-college,10,Other-service,United-States
21,NA,HS-grad,9,NA,United-States
21,Private,Assoc-voc,11,Craft-repair,United-States
21,Private,HS-grad,9,Adm-clerical,United-States
21,Private,Assoc-voc,11,Other-service,Mexico
21,Private,HS-grad,9,Machine-op-inspct,United-States
21,Private,Some-college,10,Adm-clerical,United-States
21,NA,Some-college,10,NA,United-States
21,Private,HS-grad,9,Other-service,United-States
21,Private,HS-grad,9,Other-service,United-States
21,Private,Some-college,10,Tech-support,United-States
21,NA,Some-college,10,NA,Germany
21,Private,Some-college,10,Sales,United-States
21,Private,10th,6,Handlers-cleaners,United-States
21,Private,Some-college,10,Craft-repair,United-States
21,Private,HS-grad,9,Other-service,Mexico
21,Private,Assoc-voc,11,Adm-clerical,United-States
21,Private,HS-grad,9,Handlers-cleaners,United-States
21,Private,Some-college,10,Tech-support,United-States
21,Private,Some-college,10,Sales,United-States
21,Private,Some-college,10,Adm-clerical,United-States
21,Self-emp-not-inc,Assoc-voc,11,Farming-fishing,United-States
21,Private,Some-college,10,Sales,United-States
21,Private,HS-grad,9,Farming-fishing,United-States
21,Private,11th,7,Adm-clerical,United-States
21,Private,Some-college,10,Sales,United-States
21,Private,HS-grad,9,Handlers-cleaners,United-States
21,Private,12th,8,Farming-fishing,United-States
21,NA,9th,5,NA,United-States
21,NA,HS-grad,9,NA,United-States
21,Private,HS-grad,9,Craft-repair,United-States
21,Private,Some-college,10,Tech-support,United-States
21,Private,Assoc-voc,11,Farming-fishing,United-States
21,Private,9th,5,Machine-op-inspct,United-States
21,NA,Some-college,10,NA,United-States
21,Private,Assoc-acdm,12,Other-service,United-States
22,State-gov,Some-college,10,Other-service,United-States
22,Private,HS-grad,9,Craft-repair,United-States
22,Private,Some-college,10,Other-service,United-States
22,Private,Bachelors,13,Prof-specialty,Germany
22,Private,Some-college,10,Sales,United-States
22,Private,5th-6th,3,Machine-op-inspct,Mexico
22,State-gov,Some-college,10,Protective-serv,United-States
22,Private,HS-grad,9,Sales,United-States
22,Private,Assoc-acdm,12,Sales,United-States
22,NA,Some-college,10,NA,United-States
22,Private,Some-college,10,Handlers-cleaners,United-States
22,Private,HS-grad,9,Sales,United-States
22,Private,Some-college,10,Sales,United-States
22,Private,Bachelors,13,Prof-specialty,United-States
22,Private,Some-college,10,Sales,Germany
22,Private,Some-college,10,Other-service,United-States
22,NA,Some-college,10,NA,United-States
22,Private,Some-college,10,Adm-clerical,United-States
22,Private,Bachelors,13,Exec-managerial,United-States
22,Private,HS-grad,9,Handlers-cleaners,United-States
22,Private,Some-college,10,Sales,United-States
22,Private,Assoc-acdm,12,Adm-clerical,United-States
22,Private,HS-grad,9,Craft-repair,United-States
22,Local-gov,Bachelors,13,Prof-specialty,United-States
22,Private,Bachelors,13,Sales,Taiwan
22,NA,Some-college,10,NA,United-States
22,Private,Assoc-voc,11,Adm-clerical,United-States
22,NA,Some-college,10,NA,United-States
22,Self-emp-inc,Some-college,10,Craft-repair,United-States
22,Private,HS-grad,9,Craft-repair,United-States
22,Private,HS-grad,9,Other-service,United-States
22,Private,Some-college,10,Transport-moving,United-States
22,Private,Some-college,10,Handlers-cleaners,United-States
22,Private,10th,6,Machine-op-inspct,United-States
22,Private,HS-grad,9,Exec-managerial,United-States
22,State-gov,Some-college,10,Prof-specialty,United-States
22,NA,Some-college,10,NA,United-States
22,Private,11th,7,Sales,United-States
22,Private,HS-grad,9,Handlers-cleaners,United-States
22,Self-emp-not-inc,HS-grad,9,Prof-specialty,Dominican-Republic
22,Private,HS-grad,9,Other-service,United-States
22,Self-emp-not-inc,HS-grad,9,Other-service,Greece
22,Private,Some-college,10,Adm-clerical,United-States
22,Private,Bachelors,13,Prof-specialty,United-States
22,NA,Some-college,10,NA,United-States
22,Private,Some-college,10,Other-service,United-States
22,Private,Some-college,10,Adm-clerical,United-States
22,Private,10th,6,Craft-repair,United-States
22,Federal-gov,Some-college,10,Exec-managerial,United-States
22,Self-emp-not-inc,HS-grad,9,Craft-repair,United-States
22,Private,HS-grad,9,Craft-repair,United-States
22,Private,10th,6,Transport-moving,United-States
22,NA,Some-college,10,NA,United-States
22,NA,Some-college,10,NA,United-States
22,Private,HS-grad,9,Transport-moving,United-States
22,Private,Bachelors,13,Prof-specialty,United-States
22,Local-gov,Some-college,10,Prof-specialty,United-States
22,NA,HS-grad,9,NA,United-States
22,Private,HS-grad,9,Handlers-cleaners,United-States
22,Local-gov,Some-college,10,Protective-serv,United-States
22,Private,Some-college,10,Machine-op-inspct,United-States
22,Private,10th,6,Craft-repair,United-States
22,Private,11th,7,Other-service,United-States
22,Private,HS-grad,9,Tech-support,Germany
22,NA,HS-grad,9,NA,United-States
22,Private,9th,5,Handlers-cleaners,United-States
22,Private,Some-college,10,Other-service,United-States
22,NA,HS-grad,9,NA,United-States
22,Private,Some-college,10,Machine-op-inspct,United-States
22,Private,Some-college,10,Adm-clerical,United-States
22,State-gov,Some-college,10,Adm-clerical,United-States
22,Private,Some-college,10,Adm-clerical,United-States
22,Private,Some-college,10,Tech-support,United-States
22,Private,Some-college,10,Other-service,United-States
22,NA,Some-college,10,NA,United-States
22,Private,Bachelors,13,Exec-managerial,United-States
22,Private,HS-grad,9,Craft-repair,United-States
22,Private,Some-college,10,Other-service,United-States
22,NA,HS-grad,9,NA,Mexico
22,Private,Some-college,10,Other-service,United-States
22,Private,Some-college,10,Adm-clerical,United-States
22,NA,Some-college,10,NA,United-States
22,Private,Some-college,10,Adm-clerical,NA
22,Private,Some-college,10,Exec-managerial,United-States
22,NA,Some-college,10,NA,United-States
22,Private,HS-grad,9,Adm-clerical,United-States
22,Private,Some-college,10,Protective-serv,United-States
22,Private,Some-college,10,Adm-clerical,United-States
22,Private,Assoc-voc,11,Other-service,United-States
22,State-gov,Some-college,10,Tech-support,United-States
22,Private,Bachelors,13,Prof-specialty,United-States
22,NA,12th,8,NA,United-States
22,Private,Some-college,10,Other-service,United-States
22,NA,Some-college,10,NA,United-States
22,Private,Some-college,10,Sales,United-States
22,Self-emp-not-inc,Some-college,10,Craft-repair,United-States
22,Private,Some-college,10,Other-service,United-States
22,Private,HS-grad,9,Handlers-cleaners,United-States
22,Private,HS-grad,9,Craft-repair,United-States
22,Private,Bachelors,13,Prof-specialty,United-States
22,NA,Some-college,10,NA,Iran
22,State-gov,Some-college,10,Other-service,United-States
22,NA,Some-college,10,NA,United-States
22,Private,10th,6,Craft-repair,United-States
22,NA,12th,8,NA,United-States
22,Private,HS-grad,9,Other-service,United-States
22,Private,9th,5,Machine-op-inspct,United-States
22,Private,HS-grad,9,Sales,United-States
22,Private,HS-grad,9,Handlers-cleaners,United-States
22,Private,Some-college,10,Handlers-cleaners,United-States
22,Private,HS-grad,9,Adm-clerical,United-States
22,State-gov,Bachelors,13,Prof-specialty,United-States
22,Private,Assoc-voc,11,Other-service,Mexico
22,Private,Some-college,10,Sales,United-States
22,Private,Some-college,10,Sales,United-States
22,Private,Some-college,10,Sales,United-States
22,NA,Some-college,10,NA,United-States
22,Private,5th-6th,3,Handlers-cleaners,Mexico
22,State-gov,Some-college,10,Other-service,United-States
22,Private,11th,7,Craft-repair,United-States
22,Private,Bachelors,13,Sales,United-States
22,Private,Some-college,10,Sales,United-States
22,Private,Assoc-voc,11,Prof-specialty,United-States
22,Private,Some-college,10,Other-service,United-States
22,Private,11th,7,Sales,United-States
22,State-gov,Bachelors,13,Prof-specialty,United-States
22,Private,Bachelors,13,Adm-clerical,Vietnam
22,Private,Assoc-voc,11,Other-service,United-States
22,Private,HS-grad,9,Machine-op-inspct,United-States
22,Private,HS-grad,9,Handlers-cleaners,United-States
22,Private,Bachelors,13,Sales,United-States
22,Private,HS-grad,9,Other-service,United-States
22,Private,HS-grad,9,Adm-clerical,United-States
22,Private,Some-college,10,Prof-specialty,United-States
22,Private,Some-college,10,Adm-clerical,United-States
22,Private,Some-college,10,Transport-moving,United-States
22,Private,Some-college,10,Adm-clerical,Greece
22,Private,10th,6,Other-service,United-States
22,Private,Some-college,10,Transport-moving,United-States
22,NA,Some-college,10,NA,United-States
22,Private,HS-grad,9,Handlers-cleaners,United-States
22,Private,Some-college,10,Adm-clerical,Jamaica
22,Private,10th,6,Adm-clerical,United-States
22,Private,Some-college,10,Machine-op-inspct,Mexico
22,Private,HS-grad,9,Transport-moving,United-States
22,NA,5th-6th,3,NA,Mexico
22,Self-emp-inc,7th-8th,4,Craft-repair,United-States
22,Private,HS-grad,9,Prof-specialty,United-States
22,Private,Some-college,10,Adm-clerical,United-States
22,Private,HS-grad,9,Handlers-cleaners,United-States
22,Federal-gov,Bachelors,13,Tech-support,United-States
22,Private,Bachelors,13,Adm-clerical,United-States
22,Private,HS-grad,9,Adm-clerical,United-States
22,Private,HS-grad,9,Other-service,United-States
22,Private,Some-college,10,Adm-clerical,United-States
22,Private,HS-grad,9,Handlers-cleaners,United-States
22,Private,Some-college,10,Farming-fishing,United-States
22,Private,Some-college,10,Farming-fishing,United-States
22,Local-gov,HS-grad,9,Farming-fishing,United-States
22,Private,HS-grad,9,Other-service,United-States
22,Private,Bachelors,13,Exec-managerial,United-States
22,Private,HS-grad,9,Sales,Peru
22,Private,HS-grad,9,Handlers-cleaners,United-States
22,Private,Some-college,10,Sales,Iran
22,Private,12th,8,Other-service,United-States
22,Private,Some-college,10,Adm-clerical,United-States
22,NA,Assoc-voc,11,NA,United-States
22,Private,HS-grad,9,Other-service,United-States
22,Private,Assoc-acdm,12,Sales,United-States
22,NA,Assoc-voc,11,NA,United-States
22,Private,HS-grad,9,Adm-clerical,United-States
22,Private,Assoc-acdm,12,Adm-clerical,United-States
22,Private,HS-grad,9,Tech-support,United-States
22,Federal-gov,HS-grad,9,Adm-clerical,United-States
22,Private,Some-college,10,Other-service,United-States
22,State-gov,Bachelors,13,Adm-clerical,United-States
22,NA,HS-grad,9,NA,United-States
22,Private,HS-grad,9,Transport-moving,United-States
22,Private,Some-college,10,Transport-moving,United-States
22,Private,HS-grad,9,Adm-clerical,United-States
22,Private,10th,6,Craft-repair,United-States
22,Private,Some-college,10,Tech-support,United-States
22,Private,Some-college,10,Adm-clerical,United-States
22,NA,Some-college,10,NA,United-States
22,Private,Some-college,10,Handlers-cleaners,Mexico
22,Private,Some-college,10,Adm-clerical,United-States
22,Private,Some-college,10,Craft-repair,United-States
22,Private,Some-college,10,Adm-clerical,United-States
22,Private,Some-college,10,Adm-clerical,United-States
22,Private,HS-grad,9,Adm-clerical,United-States
22,Private,Some-college,10,Sales,United-States
22,Private,Bachelors,13,Adm-clerical,United-States
22,Private,HS-grad,9,Adm-clerical,United-States
22,NA,HS-grad,9,NA,United-States
22,Private,10th,6,Transport-moving,United-States
22,Private,Bachelors,13,Farming-fishing,United-States
22,Private,Some-college,10,Tech-support,United-States
22,Private,Some-college,10,Adm-clerical,United-States
22,Private,HS-grad,9,Other-service,United-States
22,Self-emp-inc,Some-college,10,Craft-repair,United-States
