Toss,Location,Time,Tosser,Temprature,Reporter
Tails,Panera,Morning,Dev,74,Chen
Tails,Starbucks,Evening,Kalpana,74,Dev
Tails,BurgerKing,Night,Katia,77,Ayla
Tails,BurgerKing,Morning,John,99,Dev
Tails,BurgerKing,Night,Dev,85,Dev
Heads,Panera,Midday,Dev,96,Dev
Tails,BurgerKing,Morning,Katia,81,Katia
Tails,MacDonalds,Evening,Kalpana,41,Chen
Heads,Tachos,Night,Kalpana,99,Arpit
Tails,BurgerKing,Evening,Kalpana,17,Arpit
Heads,Panera,Morning,Dev,29,Ayla
Tails,Panera,Midday,Chen,3,Ayla
Tails,BurgerKing,Night,Kalpana,98,Ayla
Heads,Starbucks,Evening,Chen,0,Ayla
Heads,Tachos,Midday,Katia,63,Arpit
Heads,Tachos,Morning,Katia,68,Arpit
Heads,MacDonalds,Evening,Kalpana,17,Katia
Heads,Panera,Night,Dev,65,Arpit
Heads,Starbucks,Evening,Katia,19,Arpit
Heads,Panera,Night,John,34,Katia
Heads,MacDonalds,Evening,Chen,86,Chen
Tails,Tachos,Evening,Chen,13,Arpit
Heads,Starbucks,Morning,Chen,86,Dev
Tails,Starbucks,Midday,Katia,18,Katia
Tails,MacDonalds,Midday,Kalpana,77,Arpit
Tails,Panera,Night,Chen,2,Katia
Heads,Starbucks,Evening,Dev,91,Arpit
Tails,Panera,Night,Dev,7,Chen
Tails,Tachos,Morning,Dev,97,Dev
Tails,Panera,Evening,Dev,98,Ayla
Heads,Panera,Night,Chen,52,Ayla
Tails,BurgerKing,Night,Kalpana,45,Chen
Tails,BurgerKing,Midday,Dev,13,Dev
Tails,MacDonalds,Evening,Dev,34,Katia
Tails,BurgerKing,Night,Kalpana,24,Katia
Tails,BurgerKing,Midday,Katia,81,Chen
Heads,BurgerKing,Morning,Dev,82,Arpit
Tails,BurgerKing,Evening,John,50,Katia
Tails,BurgerKing,Night,Katia,85,Katia
Tails,Tachos,Midday,John,92,Chen
Tails,BurgerKing,Night,John,1,Katia
Heads,BurgerKing,Morning,Chen,67,Katia
Heads,Panera,Midday,Kalpana,6,Katia
Heads,MacDonalds,Morning,John,20,Dev
Heads,BurgerKing,Night,Dev,47,Ayla
Heads,Panera,Night,Dev,46,Dev
Heads,MacDonalds,Evening,Dev,58,Arpit
Tails,Tachos,Midday,John,31,Dev
Heads,BurgerKing,Evening,Dev,20,Katia
Heads,Starbucks,Evening,Kalpana,76,Dev
Heads,Panera,Morning,Chen,78,Arpit
Heads,Starbucks,Night,Chen,60,Katia
Tails,Tachos,Midday,Dev,15,Arpit
Heads,Tachos,Evening,Chen,99,Chen
Tails,BurgerKing,Midday,Dev,93,Chen
Heads,BurgerKing,Morning,Chen,43,Katia
Tails,Panera,Evening,John,61,Katia
Tails,Panera,Evening,Dev,62,Chen
Tails,Panera,Midday,Kalpana,80,Katia
Tails,Tachos,Midday,Kalpana,64,Dev
Tails,Tachos,Evening,Chen,82,Katia
Heads,Starbucks,Night,John,39,Arpit
Tails,Panera,Night,Dev,43,Ayla
Heads,Panera,Morning,Chen,67,Chen
Tails,Panera,Evening,John,10,Dev
Heads,BurgerKing,Night,Kalpana,92,Dev
Tails,MacDonalds,Morning,Dev,85,Katia
Heads,MacDonalds,Midday,Chen,29,Chen
Tails,MacDonalds,Night,Chen,2,Arpit
Heads,Starbucks,Midday,John,89,Chen
Tails,MacDonalds,Evening,Kalpana,69,Arpit
Tails,Starbucks,Evening,Dev,26,Chen
Tails,BurgerKing,Midday,Chen,71,Katia
Heads,Starbucks,Morning,John,67,Arpit
Heads,Starbucks,Evening,Katia,78,Arpit
Tails,Panera,Morning,Katia,62,Arpit
Heads,MacDonalds,Midday,Chen,6,Chen
Tails,MacDonalds,Night,John,0,Chen
Heads,BurgerKing,Midday,John,94,Arpit
Heads,Starbucks,Evening,Chen,59,Dev
Heads,Panera,Morning,Katia,30,Katia
Heads,BurgerKing,Night,Dev,64,Katia
Tails,BurgerKing,Midday,Kalpana,38,Ayla
Heads,BurgerKing,Morning,Dev,58,Ayla
Heads,BurgerKing,Midday,John,31,Ayla
Heads,Panera,Night,Katia,5,Ayla
Tails,BurgerKing,Evening,Kalpana,85,Chen
Tails,Tachos,Morning,John,33,Ayla
Tails,Panera,Night,Kalpana,82,Chen
Tails,Starbucks,Morning,Chen,3,Chen
Tails,Panera,Evening,Chen,46,Arpit
Tails,BurgerKing,Midday,Kalpana,19,Dev
Heads,Starbucks,Evening,Katia,37,Arpit
Heads,Starbucks,Midday,John,30,Ayla
Heads,Panera,Night,Katia,79,Katia
Tails,BurgerKing,Morning,Chen,29,Chen
Heads,Panera,Midday,Chen,36,Arpit
Heads,Starbucks,Evening,Katia,64,Dev
Heads,Starbucks,Morning,John,11,Dev
Tails,Tachos,Evening,Dev,4,Chen
Tails,MacDonalds,Night,Katia,36,Ayla
Heads,MacDonalds,Evening,Chen,19,Arpit
Tails,BurgerKing,Evening,John,70,Dev
Tails,BurgerKing,Night,Kalpana,88,Katia
Heads,MacDonalds,Morning,John,21,Chen
Heads,Starbucks,Morning,Chen,67,Dev
Tails,BurgerKing,Midday,Chen,66,Ayla
Tails,Panera,Morning,Chen,4,Ayla
Heads,Panera,Midday,Dev,80,Katia
Tails,Panera,Evening,Katia,46,Katia
Tails,Tachos,Midday,Chen,2,Katia
Tails,Starbucks,Evening,Kalpana,18,Chen
Tails,Tachos,Midday,Kalpana,48,Arpit
Tails,BurgerKing,Evening,Dev,6,Katia
Heads,BurgerKing,Morning,John,49,Arpit
Heads,Starbucks,Midday,John,27,Arpit
Heads,Starbucks,Night,Chen,12,Ayla
Tails,Panera,Morning,Dev,28,Ayla
Tails,Tachos,Night,John,53,Katia
Tails,Tachos,Night,Chen,90,Katia
Tails,BurgerKing,Morning,Katia,48,Ayla
Heads,BurgerKing,Night,Katia,70,Arpit
Tails,Starbucks,Night,John,14,Dev
Tails,Tachos,Morning,Dev,45,Arpit
Tails,Panera,Evening,Dev,9,Arpit
Tails,Panera,Morning,John,69,Dev
Heads,Starbucks,Morning,John,8,Arpit
Heads,Panera,Evening,Dev,78,Arpit
Heads,Panera,Midday,Chen,8,Dev
Tails,MacDonalds,Morning,Chen,100,Ayla
Heads,Panera,Evening,Chen,69,Katia
Heads,Tachos,Midday,Dev,69,Dev
Heads,Tachos,Evening,Chen,22,Katia
Tails,Tachos,Morning,Chen,49,Arpit
Heads,MacDonalds,Morning,Chen,95,Chen
Tails,Panera,Midday,Katia,27,Ayla
Tails,MacDonalds,Evening,Chen,4,Ayla
Heads,BurgerKing,Evening,Dev,81,Ayla
Tails,Starbucks,Midday,Katia,9,Arpit
Tails,Tachos,Night,Dev,6,Dev
Heads,Starbucks,Evening,Katia,95,Ayla
Tails,Tachos,Evening,Kalpana,69,Chen
Tails,MacDonalds,Midday,Kalpana,13,Katia
Tails,BurgerKing,Evening,John,75,Arpit
Heads,Tachos,Midday,Kalpana,72,Chen
Tails,Panera,Midday,Kalpana,47,Katia
Heads,BurgerKing,Midday,John,80,Dev
Heads,Panera,Midday,John,49,Arpit
Heads,Starbucks,Evening,Dev,56,Chen
Heads,Tachos,Evening,Chen,100,Arpit
Tails,MacDonalds,Midday,Katia,4,Dev
Tails,Starbucks,Evening,Kalpana,7,Chen
Tails,Panera,Morning,Katia,100,Katia
Heads,Starbucks,Night,John,89,Katia
Heads,MacDonalds,Night,John,24,Ayla
Tails,BurgerKing,Midday,Dev,33,Chen
Heads,Starbucks,Midday,Dev,94,Arpit
Heads,MacDonalds,Midday,Kalpana,47,Katia
Tails,Tachos,Evening,Dev,65,Katia
Heads,BurgerKing,Night,Katia,61,Dev
Heads,BurgerKing,Night,Dev,95,Chen
Heads,Tachos,Morning,John,82,Katia
Heads,BurgerKing,Midday,John,64,Chen
Tails,Tachos,Midday,Kalpana,64,Arpit
Heads,MacDonalds,Evening,Katia,99,Katia
Tails,BurgerKing,Morning,Kalpana,12,Arpit
Tails,MacDonalds,Evening,Kalpana,35,Arpit
Heads,Starbucks,Night,Kalpana,96,Katia
Heads,Starbucks,Midday,Chen,10,Ayla
Tails,Tachos,Midday,Chen,48,Ayla
Tails,BurgerKing,Evening,Dev,42,Ayla
Heads,Panera,Evening,Dev,64,Chen
Heads,Starbucks,Midday,Katia,77,Chen
Tails,Tachos,Midday,John,5,Ayla
Tails,Panera,Morning,Kalpana,42,Chen
Tails,BurgerKing,Midday,Katia,15,Katia
Heads,Panera,Night,John,96,Arpit
Heads,Panera,Midday,Chen,44,Dev
Tails,Tachos,Midday,Dev,19,Chen
Tails,Tachos,Midday,John,1,Katia
Tails,Tachos,Night,Chen,0,Chen
Tails,Panera,Midday,Kalpana,89,Katia
Tails,Panera,Morning,Kalpana,24,Dev
Heads,MacDonalds,Morning,Katia,79,Arpit
Tails,Tachos,Night,Kalpana,65,Dev
Tails,Panera,Night,Dev,6,Ayla
Heads,Starbucks,Evening,Chen,88,Katia
Heads,MacDonalds,Midday,Dev,91,Arpit
Tails,Tachos,Morning,Kalpana,1,Chen
Heads,Tachos,Midday,Dev,51,Katia
Heads,Panera,Morning,Chen,88,Chen
Heads,MacDonalds,Night,Dev,50,Chen
Tails,Panera,Night,John,49,Chen
Tails,MacDonalds,Evening,John,66,Arpit
Tails,Tachos,Midday,Dev,22,Katia
Tails,BurgerKing,Morning,John,45,Ayla
Heads,Panera,Midday,John,73,Arpit
Tails,MacDonalds,Morning,Kalpana,96,Ayla
Tails,Panera,Night,Katia,91,Chen
Heads,Starbucks,Midday,Katia,16,Arpit
Heads,Panera,Midday,Dev,15,Chen
Tails,Panera,Morning,Kalpana,56,Arpit
Tails,Tachos,Evening,Chen,15,Ayla
Tails,MacDonalds,Midday,Kalpana,17,Chen
Heads,MacDonalds,Midday,Chen,67,Katia
Heads,Tachos,Morning,Kalpana,5,Katia
Tails,Panera,Night,Kalpana,82,Arpit
Heads,Tachos,Morning,Katia,98,Arpit
Heads,Starbucks,Morning,John,72,Chen
Tails,Starbucks,Morning,Kalpana,46,Chen
Tails,Starbucks,Evening,Katia,19,Ayla
Heads,BurgerKing,Midday,Chen,80,Dev
Heads,Starbucks,Night,John,94,Ayla
Tails,MacDonalds,Night,Chen,96,Katia
Tails,Panera,Midday,John,96,Katia
Tails,MacDonalds,Night,Kalpana,95,Chen
Heads,MacDonalds,Evening,Dev,83,Ayla
Heads,Panera,Night,Kalpana,22,Dev
Heads,Tachos,Evening,Chen,66,Chen
Heads,Tachos,Night,Dev,100,Arpit
Heads,Panera,Evening,Dev,62,Arpit
Heads,MacDonalds,Midday,John,39,Chen
Heads,Starbucks,Night,Kalpana,94,Dev
Tails,MacDonalds,Morning,Dev,77,Chen
Heads,Tachos,Night,Chen,18,Dev
Tails,BurgerKing,Evening,Kalpana,68,Ayla
Tails,MacDonalds,Evening,Kalpana,5,Arpit
Heads,Panera,Night,Katia,76,Dev
Tails,Starbucks,Morning,Katia,28,Katia
Heads,Panera,Midday,John,28,Arpit
Heads,Starbucks,Midday,Dev,60,Arpit
Heads,Panera,Morning,Katia,70,Katia
Heads,Tachos,Night,Dev,82,Dev
Tails,Tachos,Midday,Katia,51,Chen
Heads,BurgerKing,Morning,Kalpana,24,Chen
Tails,Panera,Evening,Dev,97,Chen
Tails,Starbucks,Midday,Kalpana,42,Katia
Heads,MacDonalds,Evening,Chen,52,Chen
Heads,Starbucks,Midday,Chen,20,Chen
Heads,MacDonalds,Midday,Chen,88,Katia
Heads,MacDonalds,Midday,Dev,94,Katia
Tails,MacDonalds,Morning,Chen,79,Ayla
Tails,Tachos,Morning,John,52,Arpit
Heads,BurgerKing,Night,Katia,39,Dev
Tails,Tachos,Midday,Kalpana,76,Arpit
Heads,Panera,Midday,Katia,15,Chen
Tails,Tachos,Night,John,35,Ayla
Tails,Tachos,Morning,Kalpana,23,Arpit
Tails,Tachos,Evening,Katia,27,Arpit
Tails,Panera,Midday,Kalpana,74,Katia
Heads,MacDonalds,Evening,Dev,99,Arpit
Tails,MacDonalds,Evening,Dev,73,Katia
Heads,Starbucks,Evening,Chen,91,Chen
Heads,Starbucks,Midday,Chen,72,Katia
Tails,Tachos,Morning,John,19,Dev
Tails,MacDonalds,Night,Kalpana,54,Chen
Tails,MacDonalds,Night,John,11,Chen
Heads,Panera,Midday,Chen,58,Ayla
Heads,BurgerKing,Morning,Kalpana,27,Ayla
Tails,MacDonalds,Night,Katia,99,Katia
Heads,BurgerKing,Midday,Kalpana,86,Dev
Tails,BurgerKing,Night,Katia,28,Katia
Tails,MacDonalds,Evening,Kalpana,95,Dev
Heads,Panera,Midday,John,85,Arpit
Tails,BurgerKing,Midday,Dev,14,Dev
Tails,MacDonalds,Morning,Katia,99,Chen
Tails,Tachos,Night,Kalpana,71,Ayla
Heads,Tachos,Midday,John,74,Arpit
Tails,Tachos,Midday,John,81,Arpit
Tails,Tachos,Morning,Katia,11,Chen
Tails,Tachos,Evening,Chen,77,Ayla
Tails,MacDonalds,Night,Kalpana,63,Arpit
Tails,Panera,Morning,Dev,82,Ayla
Heads,Starbucks,Night,Chen,77,Arpit
Heads,BurgerKing,Midday,Dev,53,Dev
Tails,Starbucks,Night,John,0,Katia
Tails,Panera,Evening,John,87,Ayla
Heads,Tachos,Evening,Kalpana,8,Chen
Heads,Panera,Night,Chen,61,Ayla
Heads,Panera,Morning,John,67,Ayla
Heads,MacDonalds,Evening,Katia,30,Ayla
Tails,Starbucks,Morning,Katia,41,Ayla
Tails,Starbucks,Night,Dev,51,Katia
Tails,Panera,Midday,John,16,Ayla
Heads,Panera,Night,Dev,52,Katia
Heads,Panera,Midday,John,4,Arpit
Tails,Tachos,Night,Chen,92,Katia
Heads,MacDonalds,Midday,Chen,87,Ayla
Tails,Tachos,Morning,Kalpana,20,Ayla
Tails,Tachos,Morning,John,34,Dev
Tails,MacDonalds,Evening,Kalpana,39,Dev
Tails,Tachos,Evening,Kalpana,29,Chen
Heads,Panera,Night,Kalpana,58,Dev
Heads,Starbucks,Night,Chen,56,Ayla
Heads,Starbucks,Night,Dev,79,Ayla
Heads,MacDonalds,Evening,John,51,Katia
Tails,MacDonalds,Evening,Kalpana,100,Arpit
Tails,MacDonalds,Evening,Katia,7,Katia
Heads,BurgerKing,Midday,John,84,Chen
Tails,Panera,Night,Chen,58,Dev
Heads,Tachos,Evening,Katia,76,Arpit
Heads,Starbucks,Midday,John,86,Ayla
Tails,BurgerKing,Night,Kalpana,50,Chen
Heads,MacDonalds,Night,Chen,14,Katia
Tails,Tachos,Night,Kalpana,50,Arpit
Heads,Tachos,Night,John,13,Dev
Heads,Starbucks,Morning,Katia,2,Katia
Tails,Tachos,Morning,Chen,67,Chen
Heads,BurgerKing,Evening,John,4,Ayla
Heads,Panera,Night,Chen,80,Dev
Tails,Starbucks,Morning,Chen,90,Chen
Heads,Tachos,Night,John,71,Chen
Heads,BurgerKing,Morning,Dev,86,Dev
Heads,Panera,Evening,Katia,38,Arpit
Heads,MacDonalds,Night,Chen,74,Arpit
Tails,BurgerKing,Morning,John,99,Dev
Tails,Starbucks,Night,Dev,22,Chen
Heads,Panera,Night,Katia,92,Arpit
Heads,BurgerKing,Morning,Chen,41,Chen
Heads,MacDonalds,Morning,Dev,79,Dev
Tails,Tachos,Morning,Kalpana,17,Arpit
Tails,BurgerKing,Evening,Kalpana,19,Dev
Heads,BurgerKing,Night,Chen,22,Dev
Tails,BurgerKing,Midday,John,22,Dev
Heads,Panera,Evening,John,72,Chen
Tails,Tachos,Midday,Chen,61,Katia
Heads,Starbucks,Night,Kalpana,70,Katia
Tails,BurgerKing,Midday,John,37,Katia
Heads,MacDonalds,Morning,Katia,87,Dev
Tails,BurgerKing,Morning,John,36,Dev
Heads,BurgerKing,Evening,Chen,95,Chen
Heads,Panera,Evening,Dev,12,Dev
Heads,Panera,Night,Katia,61,Dev
Heads,BurgerKing,Night,Chen,8,Katia
Heads,Starbucks,Midday,Chen,73,Ayla
Tails,Tachos,Midday,Kalpana,0,Arpit
Tails,Starbucks,Midday,Kalpana,14,Dev
Heads,MacDonalds,Midday,Chen,52,Chen
Tails,Starbucks,Night,Dev,6,Dev
Tails,BurgerKing,Morning,Katia,1,Katia
Tails,Panera,Morning,Kalpana,64,Chen
Tails,Starbucks,Morning,Kalpana,40,Chen
Tails,Tachos,Midday,Chen,39,Katia
Tails,Tachos,Morning,Dev,55,Ayla
Tails,Panera,Evening,Katia,88,Dev
Heads,Starbucks,Night,John,62,Dev
Heads,MacDonalds,Midday,John,24,Ayla
Tails,Tachos,Morning,Dev,36,Dev
Heads,BurgerKing,Night,Dev,29,Katia
Heads,Panera,Night,Kalpana,38,Dev
Heads,BurgerKing,Night,Katia,16,Chen
Heads,Panera,Midday,Chen,75,Arpit
Heads,MacDonalds,Evening,Katia,59,Arpit
Tails,Tachos,Morning,Dev,7,Dev
Heads,BurgerKing,Night,John,47,Dev
Tails,Panera,Evening,Kalpana,33,Dev
Tails,MacDonalds,Morning,Kalpana,72,Katia
Tails,Tachos,Midday,Chen,51,Katia
Heads,Panera,Night,Dev,87,Katia
Tails,Starbucks,Morning,Katia,50,Dev
Heads,BurgerKing,Evening,John,32,Arpit
Heads,BurgerKing,Night,Dev,8,Katia
Tails,Panera,Evening,Chen,20,Ayla
Heads,Panera,Evening,Dev,60,Ayla
Heads,Starbucks,Evening,Chen,14,Arpit
Tails,MacDonalds,Morning,Katia,61,Arpit
Heads,MacDonalds,Night,Katia,100,Katia
Heads,MacDonalds,Evening,Kalpana,68,Dev
Tails,BurgerKing,Midday,Kalpana,18,Ayla
Tails,Tachos,Midday,Kalpana,47,Dev
Heads,Starbucks,Morning,Katia,67,Arpit
Heads,Starbucks,Midday,Kalpana,61,Dev
Heads,Tachos,Evening,Dev,21,Dev
Heads,MacDonalds,Midday,John,67,Ayla
Heads,BurgerKing,Night,Kalpana,25,Chen
Tails,BurgerKing,Midday,John,95,Chen
Tails,Starbucks,Midday,Dev,3,Katia
Heads,Panera,Morning,John,39,Chen
Tails,BurgerKing,Night,John,51,Dev
Tails,Tachos,Morning,Katia,2,Chen
Tails,BurgerKing,Night,Kalpana,36,Ayla
Tails,Panera,Night,Kalpana,64,Ayla
Heads,BurgerKing,Morning,John,19,Arpit
Heads,Tachos,Evening,Chen,16,Chen
Tails,Panera,Night,Chen,33,Dev
Tails,BurgerKing,Night,Katia,12,Chen
Tails,BurgerKing,Midday,Kalpana,39,Chen
Tails,Panera,Evening,Chen,85,Chen
Heads,BurgerKing,Morning,John,2,Arpit
Tails,MacDonalds,Midday,Katia,51,Ayla
Tails,Panera,Midday,Kalpana,17,Dev
Tails,BurgerKing,Evening,Dev,51,Ayla
Tails,MacDonalds,Midday,Kalpana,27,Arpit
Heads,Starbucks,Morning,Katia,16,Chen
Tails,Panera,Evening,Dev,98,Katia
Tails,Starbucks,Midday,Kalpana,4,Arpit
Heads,Panera,Night,Chen,94,Dev
Tails,Starbucks,Midday,Dev,15,Katia
Heads,Starbucks,Morning,Kalpana,72,Katia
Tails,Tachos,Midday,Chen,11,Arpit
Heads,MacDonalds,Evening,Dev,92,Arpit
Heads,Tachos,Night,Dev,84,Arpit
Heads,Starbucks,Night,Katia,75,Arpit
Tails,MacDonalds,Midday,Kalpana,90,Arpit
Tails,BurgerKing,Night,Kalpana,23,Ayla
Heads,BurgerKing,Morning,Katia,55,Arpit
Heads,Panera,Midday,Katia,89,Arpit
Heads,BurgerKing,Morning,Chen,61,Ayla
Tails,Panera,Night,Chen,56,Chen
Heads,BurgerKing,Evening,Dev,31,Ayla
Heads,BurgerKing,Midday,Chen,49,Ayla
Heads,Starbucks,Night,Dev,79,Ayla
Tails,MacDonalds,Evening,Kalpana,64,Chen
Heads,Tachos,Evening,Dev,57,Katia
Tails,MacDonalds,Night,John,87,Ayla
Heads,Tachos,Midday,Chen,16,Katia
Tails,Panera,Morning,Chen,8,Chen
Heads,Starbucks,Evening,Katia,21,Katia
Heads,BurgerKing,Midday,John,42,Chen
Tails,Tachos,Night,Katia,32,Arpit
Tails,Tachos,Midday,Dev,14,Dev
Tails,MacDonalds,Midday,Dev,73,Katia
Tails,Panera,Evening,Kalpana,90,Chen
Tails,MacDonalds,Morning,Kalpana,36,Dev
Heads,Starbucks,Night,Katia,33,Dev
Tails,MacDonalds,Night,Dev,60,Ayla
Tails,MacDonalds,Night,Dev,58,Chen
Tails,BurgerKing,Midday,John,22,Ayla
Heads,BurgerKing,Night,Chen,77,Chen
Heads,MacDonalds,Midday,Dev,81,Ayla
Tails,BurgerKing,Evening,Kalpana,6,Katia
Tails,BurgerKing,Evening,Katia,13,Dev
Heads,Tachos,Evening,Dev,22,Ayla
Tails,BurgerKing,Evening,Dev,11,Ayla
Tails,MacDonalds,Evening,Dev,87,Katia
Heads,BurgerKing,Morning,Kalpana,97,Ayla
Tails,Tachos,Night,Katia,77,Katia
Heads,MacDonalds,Evening,Kalpana,10,Chen
Tails,Starbucks,Evening,Kalpana,51,Arpit
Tails,Panera,Evening,Kalpana,17,Dev
Heads,MacDonalds,Midday,John,80,Katia
Heads,Panera,Morning,Chen,16,Arpit
Tails,BurgerKing,Night,Chen,20,Ayla
Heads,BurgerKing,Evening,Katia,85,Ayla
Tails,Tachos,Morning,Katia,27,Arpit
Heads,Panera,Evening,John,80,Arpit
Heads,Starbucks,Morning,John,63,Dev
Heads,MacDonalds,Midday,Dev,92,Ayla
Tails,MacDonalds,Evening,John,38,Arpit
Heads,MacDonalds,Midday,Dev,46,Chen
Tails,Tachos,Morning,John,47,Arpit
Heads,Tachos,Morning,Dev,61,Ayla
Heads,Tachos,Night,Dev,24,Dev
Heads,BurgerKing,Night,Chen,84,Ayla
Heads,Tachos,Midday,Dev,67,Arpit
Heads,MacDonalds,Evening,Katia,64,Dev
Heads,Tachos,Midday,Dev,87,Arpit
Tails,MacDonalds,Evening,Kalpana,32,Ayla
Heads,Panera,Evening,Chen,97,Chen
Heads,BurgerKing,Night,John,35,Chen
Tails,BurgerKing,Midday,Kalpana,44,Chen
Heads,Tachos,Morning,Katia,79,Dev
Heads,MacDonalds,Midday,John,93,Katia
Tails,Tachos,Night,John,58,Katia
Tails,Starbucks,Evening,Kalpana,43,Chen
Heads,Tachos,Night,Katia,22,Dev
Tails,MacDonalds,Morning,Kalpana,52,Chen
Tails,Panera,Night,Katia,5,Katia
Tails,Starbucks,Midday,Katia,47,Ayla
Heads,Tachos,Morning,Kalpana,82,Arpit
Heads,Tachos,Morning,Chen,60,Arpit
Heads,Starbucks,Evening,Kalpana,100,Ayla
Heads,BurgerKing,Morning,Chen,54,Chen
Heads,MacDonalds,Night,Chen,100,Dev
Heads,MacDonalds,Night,Dev,15,Ayla
Heads,BurgerKing,Evening,Katia,81,Katia
Heads,BurgerKing,Night,Chen,57,Chen
Tails,Tachos,Morning,Dev,48,Chen
Heads,Panera,Evening,Chen,89,Katia
Heads,BurgerKing,Evening,Dev,51,Arpit
Heads,Tachos,Morning,Dev,53,Chen
Heads,Panera,Night,Dev,56,Ayla
Heads,BurgerKing,Morning,Chen,37,Arpit
Heads,Tachos,Evening,Katia,79,Arpit
Heads,MacDonalds,Evening,Katia,49,Katia
Heads,Starbucks,Night,Katia,96,Dev
Tails,Tachos,Night,John,82,Katia
Tails,BurgerKing,Night,Chen,15,Ayla
Tails,MacDonalds,Midday,Chen,40,Dev
Heads,MacDonalds,Night,Katia,15,Dev
Heads,BurgerKing,Midday,Chen,61,Arpit
Tails,Panera,Midday,Kalpana,60,Dev
Heads,Tachos,Evening,Dev,70,Katia
Heads,MacDonalds,Morning,Katia,80,Ayla
Heads,BurgerKing,Evening,Katia,13,Arpit
Heads,Starbucks,Evening,John,95,Arpit
Heads,BurgerKing,Evening,Kalpana,69,Ayla
Heads,Panera,Evening,Katia,27,Katia
Heads,Panera,Midday,Katia,22,Dev
Heads,MacDonalds,Evening,Chen,67,Katia
Tails,BurgerKing,Evening,Katia,40,Ayla
Heads,Starbucks,Morning,Katia,13,Chen
Tails,MacDonalds,Evening,John,65,Dev
Heads,Tachos,Midday,Dev,62,Arpit
Heads,Starbucks,Midday,Katia,100,Chen
Tails,Panera,Morning,Dev,93,Dev
Heads,MacDonalds,Morning,Kalpana,11,Arpit
Heads,BurgerKing,Morning,Chen,35,Arpit
Heads,MacDonalds,Morning,Chen,72,Ayla
Tails,Tachos,Morning,John,12,Katia
Heads,MacDonalds,Midday,John,90,Arpit
Heads,Starbucks,Night,Dev,86,Ayla
Heads,MacDonalds,Midday,Dev,3,Katia
Tails,MacDonalds,Evening,Kalpana,69,Arpit
Heads,BurgerKing,Evening,Katia,48,Dev
Heads,Tachos,Midday,Kalpana,65,Ayla
Heads,Starbucks,Midday,Chen,50,Ayla
Heads,MacDonalds,Morning,Dev,37,Arpit
Tails,Panera,Evening,John,12,Katia
Tails,Panera,Midday,Dev,3,Ayla
Heads,BurgerKing,Midday,John,20,Chen
Tails,MacDonalds,Morning,Kalpana,20,Dev
Tails,MacDonalds,Evening,Chen,90,Ayla
Heads,Panera,Evening,John,39,Chen
Tails,MacDonalds,Midday,Chen,22,Dev
Tails,Tachos,Midday,Kalpana,96,Katia
Heads,Panera,Evening,Kalpana,72,Katia
Tails,Tachos,Morning,Dev,13,Katia
Tails,Tachos,Night,John,27,Chen
Heads,BurgerKing,Morning,Chen,79,Ayla
Heads,Panera,Evening,Katia,43,Arpit
Heads,Starbucks,Morning,John,45,Chen
Tails,Tachos,Evening,John,10,Ayla
Heads,MacDonalds,Evening,Dev,74,Arpit
Tails,Panera,Midday,Kalpana,49,Chen
Tails,Starbucks,Midday,John,23,Chen
Tails,Panera,Morning,Katia,48,Katia
Tails,Panera,Evening,Kalpana,40,Dev
Tails,Starbucks,Midday,John,58,Chen
Heads,BurgerKing,Night,John,62,Katia
Heads,BurgerKing,Evening,Dev,9,Ayla
Heads,BurgerKing,Midday,Katia,25,Chen
Heads,Starbucks,Morning,Kalpana,71,Dev
Tails,Starbucks,Evening,Dev,35,Ayla
Heads,Panera,Morning,Chen,11,Chen
Tails,BurgerKing,Night,Kalpana,34,Ayla
Heads,BurgerKing,Evening,John,4,Chen
Tails,Tachos,Morning,Chen,11,Dev
Heads,Tachos,Morning,Dev,79,Ayla
Heads,BurgerKing,Morning,Dev,4,Dev
Tails,Starbucks,Midday,John,100,Katia
Tails,MacDonalds,Midday,Katia,60,Katia
Tails,Tachos,Morning,Chen,41,Ayla
Heads,Starbucks,Evening,Katia,73,Chen
Heads,Tachos,Midday,Dev,15,Chen
Tails,BurgerKing,Morning,Kalpana,33,Dev
Tails,BurgerKing,Midday,Kalpana,82,Arpit
Tails,MacDonalds,Morning,Chen,88,Katia
Heads,Tachos,Morning,John,63,Arpit
Heads,Tachos,Midday,Chen,31,Chen
Tails,Panera,Morning,Chen,4,Dev
Heads,Panera,Evening,Katia,64,Katia
Heads,Starbucks,Evening,Chen,26,Arpit
Tails,Starbucks,Morning,Kalpana,3,Katia
Tails,Tachos,Midday,John,15,Chen
Heads,Panera,Midday,Katia,61,Arpit
Heads,Panera,Morning,Kalpana,46,Chen
Tails,MacDonalds,Night,Kalpana,14,Katia
Tails,Starbucks,Midday,Kalpana,29,Arpit
Tails,BurgerKing,Midday,Dev,6,Arpit
Tails,Tachos,Evening,Kalpana,84,Arpit
Tails,Tachos,Evening,Chen,58,Katia
Tails,BurgerKing,Night,Katia,89,Chen
Tails,Tachos,Night,John,33,Katia
Heads,Starbucks,Morning,John,7,Arpit
Tails,Tachos,Morning,Kalpana,6,Katia
Heads,Starbucks,Morning,Dev,53,Arpit
Tails,MacDonalds,Night,Kalpana,55,Arpit
Heads,Panera,Night,Dev,87,Katia
Heads,BurgerKing,Morning,Chen,93,Arpit
Heads,Panera,Night,Kalpana,89,Arpit
Heads,BurgerKing,Morning,Katia,78,Arpit
